,senior-level_skill
2574,0.0
3618,0.0
3174,0.0
3077,0.0
2082,0.0
3405,0.0
3590,0.0
3545,0.0
3468,0.0
3928,0.0
2560,0.0
3378,0.0
3202,0.0
2341,0.0
2496,0.0
3016,0.0
2444,0.0
2798,0.0
2052,0.0
2342,0.0
2374,0.0
2583,0.0
3060,0.0
2919,0.0
2297,0.0
2108,0.0
2143,0.0
3339,0.0
3491,0.0
3782,0.0
3962,0.0
3751,0.0
3268,0.0
2051,0.0
2588,0.0
3076,0.0
2814,0.0
3309,0.0
2139,0.0
3553,0.0
2096,0.0
2167,0.0
2329,0.0
3428,0.0
3710,0.0
3646,0.0
3615,0.0
3633,0.0
2203,0.0
2085,0.0
2675,0.0
2406,0.0
2162,0.0
3669,0.0
2326,0.0
3698,0.0
3528,0.0
2983,0.0
3314,0.0
3991,0.0
2617,0.0
3576,0.0
3179,0.0
3155,0.0
2408,0.0
3961,0.0
2467,0.0
2212,0.0
2477,0.0
3207,0.0
3251,0.0
2081,0.0
3298,0.0
3869,0.0
3255,0.0
3403,0.0
2132,0.0
3819,0.0
2747,0.0
2927,0.0
3461,0.0
3522,0.0
3777,0.0
3177,0.0
2323,0.0
2749,0.0
3232,0.0
3532,0.0
2824,0.0
2146,0.0
3469,0.0
3768,0.0
2115,0.0
2448,0.0
3883,0.0
2641,0.0
3275,0.0
3598,0.0
2991,0.0
2407,0.0
2116,0.0
2487,0.0
2664,0.0
2593,0.0
3724,0.0
2655,0.0
3865,0.0
2314,0.0
3759,0.0
3647,0.0
2887,0.0
3842,0.0
2226,0.0
3071,0.0
3672,0.0
3940,0.0
3334,0.0
3809,0.0
3299,0.0
3083,0.0
3436,0.0
3756,0.0
2542,0.0
3921,0.0
3612,0.0
3233,0.0
2599,0.0
2557,0.0
3247,0.0
3182,0.0
3537,0.0
3670,0.0
2337,0.0
2932,0.0
2997,0.0
2144,0.0
2861,0.0
3565,0.0
3735,0.0
3579,0.0
3371,0.0
2415,0.0
3560,0.0
2433,0.0
3893,0.0
2346,0.0
3175,0.0
3160,0.0
2142,0.0
3729,0.0
3990,0.0
3937,0.0
2518,0.0
2401,0.0
2232,0.0
3632,0.0
3727,0.0
2709,0.0
2450,0.0
3907,0.0
2667,0.0
2724,1.0
2677,0.0
2098,0.0
2457,0.0
3946,0.0
3854,0.0
2488,0.0
3450,0.0
2014,0.0
3930,0.0
3692,0.0
2456,0.0
3092,0.0
2266,0.0
3162,0.0
2921,0.0
2577,0.0
3601,0.0
2101,0.0
2209,0.0
3747,0.0
2064,0.0
2507,0.0
2847,0.0
2513,0.0
3015,0.0
3956,0.0
3205,0.0
2040,0.0
3742,0.0
2870,0.0
3861,0.0
2335,0.0
2481,0.0
2972,0.0
2740,0.0
3445,0.0
3062,0.0
3470,0.0
