,x1,x2,x3,x4,x5
0,2.408541,-0.78486705,0.34298232,1.3138688,-1.2859335
1,0.5556825,-0.20689434,1.38529,0.4380344,-0.7917254
2,-1.4667777,1.7745017,2.5699172,-0.17807709,-0.46814075
3,1.3259528,-0.71138847,-1.3262868,-1.3442079,-0.042258814
4,-0.013285856,0.48168582,-0.63353485,1.6406913,-1.5432379
5,-0.71442574,1.4634832,0.8629793,-0.15505472,-0.8601392
6,-0.5529478,1.1933762,0.7125008,-0.28570497,-1.0353382
7,1.4243805,-0.87917566,0.043229334,-0.20333835,-0.890886
8,1.4533043,-0.7499427,0.44194132,-0.99568486,-0.69807523
9,0.33781433,0.11773353,-1.068888,-0.82276815,-1.0119336
10,1.4424725,-0.787012,0.96248615,0.93972903,-0.9586789
11,1.1191251,-0.77583,-0.26327968,-0.14168759,-0.11935247
12,0.016153432,0.4589869,0.04804678,1.7450564,-1.2679867
13,-0.28307486,0.89814657,0.115445584,-1.2068071,-0.63028836
14,1.0038421,-0.5406594,0.53734946,1.0452205,-0.9410501
15,0.10126382,0.15971284,0.9539507,-0.15281954,-0.8922285
16,-0.9751603,1.8079677,0.5729739,0.80262697,-1.1009035
17,0.22240378,0.25839713,-2.0921683,-0.2560797,-0.54964644
18,1.8699777,-1.0629334,-1.0385716,-1.2597768,0.09568967
19,-0.12683162,0.90039927,-0.5315327,-0.6456253,0.038014114
20,0.59977615,-0.20002228,0.25883457,-0.7681896,-0.876147
21,-1.3599416,1.7621388,1.548373,-0.047961712,-0.76973534
22,-0.13338849,0.9042272,1.6325101,-0.60277367,-0.7337227
23,-1.3381145,1.9535166,0.90413654,0.58697665,-0.9152842
24,0.20999876,0.21000743,0.49726772,2.027395,-0.36820623
25,-0.75115716,1.5440538,0.8273222,0.9708694,-0.98596436
26,-1.4235902,1.8223102,0.7868648,0.1712054,-1.0045235
27,-1.022276,1.625264,-1.0107958,-1.2994863,0.0077626966
28,1.8482504,-0.9432406,1.2413666,-0.046891958,-0.66126513
29,0.6053861,-0.32822436,1.3445201,1.0743439,-0.9230749
30,-0.65600693,1.3019248,1.2167132,0.54323137,-0.875652
31,-0.55105543,1.3059381,-0.69502693,0.07598038,0.090151355
32,1.4737475,-1.0534654,0.98590684,0.1398248,-0.9836876
33,-1.1165463,1.6449368,2.6565268,-1.2981527,-0.22808279
34,1.0031016,-0.76435804,-0.7435655,0.43354797,-0.13368738
35,1.5142776,-0.8767122,0.43757123,-0.034673404,-0.84702116
36,-0.21837088,0.7587688,2.5144732,-0.14148174,-0.39324015
37,-2.2784803,2.0188246,1.3996916,2.7669091,-0.24767679
38,-0.5467064,1.2379318,1.1438061,-0.6073593,-0.7390468
39,-0.08708338,0.7182878,-0.15657696,1.6167315,-0.43098205
40,-0.83094704,1.5762284,0.4757129,0.31056187,0.17844461
41,0.5265277,-0.26295808,0.36341825,-1.5231788,-0.816816
42,0.50953853,-0.23235716,0.10079922,0.54087,-1.2182283
43,-0.60491866,1.392233,2.237166,-1.5035644,-0.046416536
44,-0.4049896,0.93012303,0.5519564,-2.0871525,0.6003284
45,0.015741615,0.27466595,1.432615,0.5000324,-0.9027971
46,0.6252651,-0.32577625,1.9188184,-1.5343677,-0.34451818
47,-1.0111473,1.561599,1.5610565,0.5421221,-0.9470555
48,0.57006556,-0.19813195,-0.18885118,-0.9905893,0.20131922
49,-0.5896946,1.2206393,1.2707146,1.2710954,-0.16324091
50,0.08365773,0.49727476,0.33363044,0.0032448948,-0.93287873
51,0.22817105,0.13256018,1.0246168,0.32728642,-0.92447543
52,-1.5784265,1.7495112,0.41240185,-0.3992287,-0.8203407
53,0.17087218,0.04155633,-1.3694484,-3.5353258,0.38074213
54,0.29547477,0.092052095,1.4178432,0.64766616,-0.9006075
55,0.20716478,0.17058954,0.8359902,1.7934889,-1.1033266
56,-1.8942786,1.9324048,1.4818237,-0.68007284,-0.6018347
57,-0.40157685,1.0540708,0.4638901,1.6955091,-1.1398486
58,-0.87709224,1.7421165,2.948813,1.1347799,-0.7610144
59,-0.3975142,1.0811616,1.4518592,0.44657195,-0.751014
60,0.82225204,-0.6418309,0.18295035,-0.7028413,0.25355512
61,1.5882881,-0.93447804,-0.6385946,0.52931446,-0.26762635
62,0.47384056,-0.25715768,0.11958099,0.42587286,-0.86189747
63,-0.8354639,1.6050808,-1.7332879,-0.6446204,-1.2196313
64,-0.69986296,1.502961,2.9898322,-1.0524923,-0.24984097
65,-1.1947964,2.0619397,0.8206017,-0.09987495,-1.0103167
66,0.59519106,-0.25500116,-0.07724696,-0.5401609,-0.15859547
67,0.029263755,0.7073004,1.0285786,1.1883208,-1.0901927
68,1.4662255,-0.9182636,-0.41815567,1.3766516,-0.3624345
69,0.3569798,-0.12676156,-1.0953333,1.1607949,-0.32544643
70,-0.3360943,0.81254727,-0.53689146,-0.54007375,0.09751768
71,-0.7813943,1.6596158,1.294733,-0.43990415,-0.65719044
72,0.21193098,0.23166245,0.5417094,1.2565547,-1.158815
73,-0.81431884,1.4974875,0.033712447,-1.5710586,0.30137306
74,-1.6018658,1.8818752,1.4490603,-0.23432817,-0.6524012
75,-1.0470295,1.6831522,1.6622114,0.63767993,-1.0527599
76,0.76598734,-0.42402977,1.6030395,1.0369885,-0.8620891
77,0.799327,-0.47994635,-0.70621765,-1.478577,0.32035428
78,-0.75055265,1.7647694,0.008551955,0.18765438,0.022703212
79,-0.33824128,0.9222463,1.3460319,-1.7719347,-0.47374243
80,-2.3407564,1.8739802,-0.270307,0.11110953,-0.14855036
81,-0.4653398,1.1655908,0.5935029,0.5124016,0.018235337
82,0.11601441,0.2798971,0.39296418,0.8814547,-1.1010003
83,1.5546222,-0.9404965,1.3253314,0.82149434,-0.95374036
84,-0.6637676,1.4266113,-0.7112651,0.7972217,-1.3467574
85,0.3442244,-0.006938179,-1.5439873,0.34187725,-0.30453777
86,0.3730335,-0.15294066,-0.87701017,-1.1985177,0.06651737
87,0.77768236,-0.40794754,0.9336971,-1.6412512,0.61020666
88,0.04648887,0.5131845,1.4294679,-1.1341927,-0.46914834
89,0.99348557,-0.5415375,-0.04666858,-0.8133808,-0.9814305
90,-2.2058864,2.0237367,0.8526771,1.5353907,-0.14003946
91,0.47180662,-0.15481664,0.629538,-0.042492613,-0.89013696
92,-1.6683685,1.9136782,1.1900363,-0.0047767735,-0.7886354
93,-0.34689823,1.000719,-2.1302705,1.1147577,-0.79888254
94,0.028136166,0.5990679,0.8764883,-0.6643197,-0.7158507
95,-0.42664984,1.0381278,-0.6141118,0.8379605,-1.2465955
96,1.0070224,-0.8423352,1.1555617,-0.4467507,-0.72436786
97,1.321608,-0.70988655,0.68971276,-0.24876055,-0.6579489
98,0.69703496,-0.6064774,0.041210465,0.5174408,-0.13103032
99,-0.8129071,1.3928552,1.8817778,0.07876197,-0.59704113
100,0.07305825,0.47679812,0.9554362,-1.3546172,-0.50643986
101,0.11826192,0.3808399,-0.56079394,0.030463131,-0.12859261
102,-1.2651874,1.7618327,1.9864962,1.6592678,-1.0232148
103,-0.7187629,1.37454,1.7795224,1.132546,-0.672689
104,-0.67788255,1.326964,0.91007495,-0.14029661,-0.48130408
105,-1.5112371,1.8719537,0.7443135,-0.44266823,-0.7773412
106,0.1976214,0.17292082,-0.767331,-0.14478955,-0.1202912
107,-0.16407438,0.8836459,-0.8279711,-0.1934412,-0.20199828
108,0.8495175,-0.5783847,-1.1315765,-0.6706532,-0.20817614
109,1.7489189,-0.87807405,0.5674915,1.9075357,-1.3683211
110,1.224724,-0.7151043,-1.4194659,0.8114192,-0.45332393
111,-0.49230155,1.1685656,0.7032081,1.333333,-1.1816695
112,-0.4225568,1.1440214,1.0519638,0.6671601,-1.0140626
113,0.20176467,0.22048971,-0.84411746,-1.404052,0.308662
114,-1.01623,1.7357323,2.1986294,-0.6585574,-0.4609338
115,0.37104744,0.012096915,0.8471644,1.7024415,-0.0711974
116,-0.90495116,1.7643285,-0.44388795,-0.32840055,-1.0974724
117,0.30536476,0.20188226,-0.41151705,0.09211449,-0.16151525
118,1.6743392,-0.79569024,-0.08382696,-1.030908,-0.978624
119,0.50971097,-0.15539385,-1.0728111,-0.8773592,0.12071271
120,-0.6816236,1.4459953,0.4644023,1.6578928,-1.1403693
