,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,1.0,0.78823006,3.0,10.0,0.0
2001,4.0,1.0,0.67770207,2.0,1.0,3.0
2002,1.0,1.0,0.2881992,2.0,2.0,5.0
2003,0.0,2.0,0.3108214,6.0,4.0,4.0
2004,2.0,2.0,0.4763528,4.0,2.0,9.0
2005,2.0,2.0,0.74703526,3.0,9.0,7.0
2006,1.0,2.0,0.16957748,5.0,1.0,2.0
2007,0.0,0.0,0.44965887,0.0,6.0,9.0
2008,7.0,1.0,0.27508092,7.0,4.0,2.0
2009,1.0,0.0,0.848241,4.0,6.0,7.0
2010,2.0,2.0,0.6404972,3.0,6.0,5.0
2011,5.0,0.0,0.09060955,5.0,9.0,5.0
2012,1.0,1.0,0.98658884,4.0,3.0,2.0
2013,1.0,2.0,0.44541764,6.0,4.0,1.0
2014,2.0,1.0,0.20995867,11.0,0.0,6.0
2015,1.0,2.0,0.20235538,5.0,0.0,6.0
2016,3.0,0.0,0.3647169,5.0,2.0,2.0
2017,5.0,0.0,0.69686306,4.0,11.0,4.0
2018,4.0,1.0,0.24423218,3.0,1.0,10.0
2019,0.0,3.0,0.92099357,4.0,0.0,7.0
2020,3.0,1.0,0.96104836,3.0,4.0,5.0
2021,1.0,2.0,0.8408773,1.0,2.0,6.0
2022,4.0,2.0,0.79359186,2.0,2.0,4.0
2023,4.0,2.0,0.60457885,0.0,3.0,2.0
2024,1.0,0.0,0.97742534,4.0,2.0,3.0
2025,7.0,3.0,0.94232595,3.0,4.0,5.0
2026,9.0,0.0,0.5308734,3.0,7.0,0.0
2027,2.0,0.0,0.97402143,7.0,4.0,8.0
2028,1.0,1.0,0.3975191,6.0,2.0,3.0
2029,3.0,1.0,0.31711626,5.0,1.0,4.0
2030,5.0,3.0,0.8959706,5.0,9.0,9.0
2031,1.0,2.0,0.15449274,3.0,3.0,4.0
2032,2.0,1.0,0.16452205,6.0,3.0,4.0
2033,0.0,0.0,0.9572418,4.0,6.0,2.0
2034,2.0,0.0,0.6848084,6.0,2.0,4.0
2035,1.0,0.0,0.9628068,2.0,3.0,3.0
2036,2.0,0.0,0.28067648,6.0,1.0,4.0
2037,1.0,3.0,0.70363903,3.0,2.0,5.0
2038,1.0,2.0,0.23505127,3.0,0.0,6.0
2039,1.0,0.0,0.68817365,7.0,8.0,3.0
2040,3.0,2.0,0.21085441,3.0,7.0,3.0
2041,4.0,1.0,0.24673939,5.0,0.0,4.0
2042,1.0,2.0,0.3632202,6.0,0.0,5.0
2043,2.0,0.0,0.9138137,7.0,3.0,4.0
2044,1.0,2.0,0.77488756,5.0,4.0,2.0
2045,2.0,1.0,0.5695567,1.0,4.0,0.0
2046,3.0,0.0,0.06909847,3.0,1.0,5.0
2047,4.0,0.0,0.17469823,2.0,5.0,5.0
2048,3.0,0.0,0.71629405,4.0,6.0,4.0
2049,6.0,2.0,0.5827273,7.0,1.0,5.0
2050,2.0,0.0,0.074525595,3.0,6.0,5.0
2051,3.0,0.0,0.16392219,5.0,3.0,7.0
