,x1,x2
3039,1.5,-0.0
3356,1.2,-0.0
2184,2.0,2.3
2154,0.7,2.3
3492,1.3,-0.0
2715,2.8,0.0
3164,1.2,0.0
2721,1.9,-0.0
3486,1.6,-0.0
2556,2.0,-0.0
2148,1.8,4.2
3266,1.3,-0.0
2863,1.2,0.0
3601,1.1,0.0
2014,0.7,2.1
3015,1.0,-0.0
3661,1.9,1.9
2271,0.8,0.0
2468,2.1,3.6
2361,0.0,2.1
3305,0.5,3.1
3956,2.0,0.0
3752,1.1,-0.0
3008,1.5,-0.0
2845,1.8,1.9
3397,1.2,-0.0
2833,2.6,3.3
3417,1.1,0.0
2927,1.5,-0.0
3336,2.5,-0.0
2701,1.9,-0.0
3324,1.2,0.0
3082,2.1,-0.0
2265,1.3,0.0
3590,1.1,0.0
3732,2.1,0.0
3252,1.4,-0.0
2649,1.3,3.3
3145,1.0,-0.0
2471,2.0,-0.0
2719,1.9,3.1
2828,2.9,-0.0
3618,2.6,0.0
3431,1.0,-0.0
3495,3.3,0.0
3568,1.9,-0.0
2497,1.3,3.9
2313,1.1,0.0
2580,1.2,0.0
3818,0.4,1.3
2739,0.7,1.8
3137,0.7,1.5
2528,1.4,-0.0
3817,1.2,0.0
2495,1.8,0.0
3048,2.1,0.0
2709,1.0,-0.0
3236,2.1,0.0
3385,1.4,-0.0
2557,2.0,-0.0
2209,1.5,3.6
2403,1.4,1.3
2988,1.3,-0.0
3203,1.7,-0.0
2301,3.6,3.1
3907,1.9,0.0
2201,3.1,-0.0
3192,1.4,3.1
3028,1.5,0.0
2611,0.6,3.6
3171,1.9,3.1
2952,2.8,0.0
3214,0.9,2.8
2577,2.0,-0.0
2583,1.3,0.0
3026,1.9,0.0
2917,1.5,-0.0
3991,0.9,1.9
2030,2.4,-0.0
3591,1.9,0.0
2240,1.6,-0.0
3335,2.3,-0.0
2866,4.5,4.2
2698,1.2,0.0
3946,1.6,0.0
2348,1.6,0.0
3572,3.3,2.6
2938,1.7,0.0
3074,1.8,-0.0
3810,0.4,2.6
3481,2.3,-0.0
3352,0.3,1.8
2606,1.0,0.0
3063,0.4,4.7
2109,1.9,-0.0
2747,0.6,2.1
2467,1.5,0.0
3641,1.6,0.0
3675,1.4,-0.0
3900,1.3,-0.0
3368,1.0,0.0
2569,4.1,1.1
2459,0.9,1.9
3942,0.3,1.3
2018,1.8,3.1
2235,1.8,-0.0
2169,1.5,-0.0
3722,1.6,2.6
2172,4.2,0.0
2759,2.2,0.0
2707,2.1,-0.0
3066,0.0,2.6
2173,1.3,0.0
2886,1.4,0.0
3104,1.3,4.2
3341,2.1,2.1
3032,2.8,3.3
3559,0.8,0.0
2356,0.7,1.8
2650,1.6,0.0
3874,0.8,2.1
2049,1.6,-0.0
3645,0.9,-0.0
2908,2.1,2.7
3027,1.4,1.4
3957,2.3,4.2
3458,1.2,-0.0
2387,1.3,0.0
2872,1.6,0.0
2494,2.1,-0.0
3523,0.5,4.7
2485,3.1,3.0
3459,1.6,-0.0
2048,1.5,0.0
3072,1.3,0.0
3264,1.4,0.0
3552,1.6,0.0
3022,2.1,-0.0
2517,2.8,0.0
2566,1.9,-0.0
3205,1.4,2.1
3330,2.6,3.0
3579,1.1,0.0
2936,2.7,3.3
3941,2.0,0.0
3159,2.5,5.2
3432,1.6,0.0
2594,0.5,2.6
2484,0.9,-0.0
2330,1.3,0.0
3658,3.6,4.7
2415,1.2,-0.0
3528,0.7,4.1
3224,1.2,0.0
2659,1.4,0.0
2765,0.9,-0.0
2639,1.4,-0.0
3795,2.1,3.2
3069,1.3,-0.0
2704,1.0,2.1
2795,2.1,2.2
3401,1.0,0.9
3423,1.1,-0.0
2279,2.6,3.6
3377,0.8,-0.0
3623,1.8,-0.0
2550,1.0,0.0
3372,2.7,4.2
2043,2.0,0.0
3932,1.4,2.6
2597,1.2,-0.0
3696,1.4,0.0
2930,1.0,-0.0
2381,2.6,-0.0
2012,1.1,1.3
2888,1.8,2.3
2193,2.0,0.0
3531,3.0,2.1
3585,1.3,-0.0
2164,1.7,-0.0
3577,0.6,3.1
3904,2.8,2.6
3065,1.2,-0.0
2289,1.1,-0.0
3436,1.5,-0.0
3820,1.5,-0.0
2264,2.6,3.6
3772,1.2,5.2
2678,1.6,3.1
2979,2.9,5.2
3210,1.6,0.0
3278,0.2,2.1
2975,1.7,-0.0
3110,1.4,0.0
3802,0.9,-0.0
2576,1.5,-0.0
2770,1.1,1.8
3237,1.1,-0.0
3391,1.3,0.0
3313,2.1,-0.0
