,years_experience,degree,nr_commits,nr_languages,nr_stars
2850,3.0,0.0,1856.0,4.0,10.0
2620,2.0,0.0,850.0,1.0,10.0
3463,1.0,0.0,851.0,6.0,10.0
3881,1.0,0.0,850.0,4.0,10.0
2433,3.0,0.0,1855.0,8.0,10.0
3515,0.0,0.0,844.0,2.0,10.0
2138,3.0,0.0,1858.0,4.0,10.0
3212,2.0,1.0,853.0,0.0,10.0
2840,1.0,0.0,853.0,1.0,10.0
3038,0.0,0.0,850.0,2.0,10.0
2487,2.0,0.0,852.0,3.0,10.0
3690,0.0,0.0,857.0,7.0,10.0
2909,2.0,1.0,853.0,4.0,10.0
2888,2.0,0.0,845.0,3.0,10.0
3467,1.0,1.0,846.0,1.0,11.0
2717,3.0,0.0,1863.0,2.0,10.0
2248,2.0,0.0,856.0,6.0,10.0
3391,1.0,0.0,849.0,0.0,10.0
3343,1.0,1.0,845.0,5.0,10.0
3205,2.0,1.0,850.0,8.0,10.0
3100,2.0,0.0,845.0,5.0,10.0
3975,3.0,0.0,1859.0,3.0,10.0
2994,0.0,0.0,849.0,1.0,10.0
2908,2.0,0.0,850.0,4.0,10.0
2633,3.0,0.0,1859.0,0.0,10.0
2831,2.0,1.0,848.0,5.0,10.0
2466,1.0,0.0,848.0,2.0,10.0
2438,2.0,0.0,6.0,3.0,13.0
3026,3.0,0.0,1855.0,4.0,10.0
3083,0.0,0.0,847.0,1.0,10.0
2103,3.0,0.0,1859.0,2.0,10.0
2787,3.0,0.0,849.0,0.0,10.0
3745,0.0,2.0,844.0,1.0,10.0
3811,2.0,0.0,855.0,1.0,10.0
2404,1.0,0.0,843.0,5.0,10.0
3355,1.0,0.0,850.0,4.0,10.0
3567,3.0,0.0,850.0,3.0,10.0
3669,2.0,0.0,847.0,6.0,10.0
2260,3.0,0.0,1862.0,5.0,10.0
2343,3.0,0.0,1857.0,6.0,10.0
2638,3.0,0.0,1855.0,7.0,10.0
3689,3.0,0.0,1857.0,5.0,10.0
3595,1.0,1.0,854.0,2.0,10.0
2825,3.0,0.0,846.0,15.0,10.0
2115,1.0,1.0,845.0,6.0,10.0
2563,0.0,1.0,850.0,2.0,10.0
3169,2.0,0.0,1859.0,3.0,10.0
3574,3.0,0.0,852.0,16.0,10.0
3319,2.0,0.0,845.0,5.0,10.0
3274,1.0,1.0,848.0,3.0,10.0
2736,1.0,2.0,850.0,6.0,10.0
3526,2.0,1.0,842.0,3.0,10.0
3949,1.0,0.0,843.0,3.0,10.0
2667,0.0,0.0,852.0,9.0,10.0
2919,1.0,0.0,845.0,3.0,10.0
3972,1.0,0.0,847.0,12.0,10.0
2623,1.0,0.0,852.0,5.0,10.0
3796,1.0,0.0,847.0,1.0,10.0
2819,1.0,2.0,843.0,0.0,10.0
3708,3.0,0.0,1856.0,4.0,10.0
3474,1.0,2.0,848.0,4.0,10.0
2685,2.0,1.0,857.0,3.0,10.0
3783,1.0,0.0,847.0,3.0,10.0
2121,3.0,0.0,850.0,5.0,10.0
3979,1.0,0.0,847.0,4.0,10.0
2842,1.0,0.0,843.0,12.0,10.0
2501,2.0,0.0,843.0,8.0,10.0
2101,2.0,0.0,849.0,7.0,10.0
2523,0.0,2.0,843.0,6.0,11.0
3381,0.0,2.0,846.0,9.0,10.0
2519,3.0,0.0,1853.0,2.0,10.0
3074,1.0,0.0,842.0,12.0,10.0
2405,1.0,0.0,849.0,3.0,10.0
2139,4.0,0.0,2875.0,4.0,10.0
3638,1.0,0.0,850.0,0.0,10.0
2270,2.0,0.0,848.0,1.0,10.0
2208,2.0,0.0,846.0,4.0,10.0
2950,3.0,0.0,842.0,12.0,10.0
3295,1.0,1.0,847.0,1.0,10.0
3237,0.0,1.0,852.0,11.0,10.0
2006,1.0,2.0,845.0,4.0,10.0
2507,0.0,0.0,2.0,1.0,12.0
3750,1.0,1.0,849.0,1.0,10.0
3402,4.0,0.0,2865.0,3.0,10.0
2871,0.0,2.0,849.0,4.0,10.0
2704,1.0,0.0,850.0,2.0,10.0
3401,1.0,0.0,849.0,2.0,10.0
3918,2.0,2.0,852.0,2.0,10.0
2531,1.0,0.0,841.0,1.0,10.0
3001,0.0,0.0,7.0,3.0,12.0
2151,2.0,1.0,848.0,7.0,10.0
3721,1.0,0.0,855.0,5.0,10.0
3475,1.0,0.0,844.0,1.0,10.0
3317,3.0,1.0,852.0,0.0,10.0
3449,1.0,2.0,846.0,7.0,10.0
3439,1.0,1.0,842.0,6.0,10.0
2936,1.0,0.0,848.0,3.0,10.0
3814,1.0,0.0,846.0,0.0,10.0
3741,2.0,0.0,847.0,1.0,10.0
3860,2.0,0.0,848.0,4.0,10.0
3604,1.0,2.0,843.0,2.0,10.0
3492,2.0,0.0,855.0,0.0,10.0
3066,2.0,0.0,1854.0,8.0,10.0
3577,0.0,2.0,855.0,3.0,10.0
3653,3.0,0.0,1859.0,6.0,10.0
2044,3.0,0.0,853.0,0.0,10.0
2370,1.0,0.0,846.0,3.0,10.0
3884,2.0,0.0,1853.0,2.0,10.0
3377,1.0,2.0,848.0,1.0,10.0
2250,0.0,1.0,4.0,1.0,12.0
2536,0.0,0.0,5.0,5.0,12.0
3099,1.0,0.0,847.0,12.0,10.0
