,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,6.0,0.0,0.63449967,3.0,2.0,4.0
2001,6.0,3.0,0.79117906,5.0,1.0,7.0
2002,4.0,2.0,0.20171142,4.0,0.0,0.0
2003,1.0,2.0,0.63645566,7.0,1.0,3.0
2004,0.0,0.0,0.3520441,2.0,6.0,2.0
2005,3.0,0.0,0.8610022,6.0,9.0,4.0
2006,4.0,3.0,0.5597869,7.0,5.0,2.0
2007,1.0,2.0,0.6771935,4.0,2.0,3.0
2008,4.0,0.0,0.6413374,1.0,2.0,0.0
2009,2.0,0.0,0.8175577,10.0,2.0,3.0
2010,6.0,2.0,0.8983636,7.0,6.0,3.0
2011,5.0,0.0,0.6965803,2.0,4.0,2.0
2012,0.0,2.0,0.22650838,8.0,6.0,8.0
2013,5.0,2.0,0.10693598,4.0,12.0,0.0
2014,2.0,2.0,0.55117714,3.0,9.0,2.0
2015,4.0,0.0,0.037834167,2.0,3.0,5.0
2016,5.0,0.0,0.7235508,12.0,11.0,1.0
2017,3.0,0.0,0.07542217,4.0,0.0,5.0
2018,2.0,0.0,0.9919907,1.0,11.0,3.0
2019,3.0,0.0,0.8176074,5.0,2.0,3.0
2020,4.0,2.0,0.55551195,4.0,3.0,3.0
2021,1.0,0.0,0.114700556,5.0,1.0,3.0
2022,2.0,2.0,0.7977185,2.0,1.0,8.0
2023,2.0,3.0,0.6412225,3.0,3.0,3.0
2024,2.0,3.0,0.67601526,1.0,3.0,5.0
2025,5.0,0.0,0.75169206,4.0,10.0,2.0
2026,4.0,2.0,0.7425413,5.0,4.0,4.0
2027,4.0,0.0,0.61133957,2.0,5.0,6.0
2028,3.0,0.0,0.16813982,5.0,2.0,4.0
2029,1.0,0.0,0.49597967,3.0,5.0,6.0
2030,2.0,1.0,0.94814205,6.0,4.0,4.0
2031,4.0,2.0,0.37129104,2.0,5.0,0.0
2032,5.0,0.0,0.28143823,2.0,2.0,5.0
2033,6.0,0.0,0.12362647,4.0,4.0,3.0
2034,4.0,1.0,0.8416139,4.0,10.0,2.0
2035,2.0,0.0,0.05439365,1.0,2.0,0.0
2036,3.0,2.0,0.5913278,5.0,1.0,3.0
2037,5.0,1.0,0.4139371,5.0,3.0,2.0
2038,0.0,0.0,0.86669827,4.0,6.0,4.0
2039,2.0,1.0,0.94630396,2.0,1.0,7.0
2040,2.0,3.0,0.6193589,1.0,1.0,1.0
2041,3.0,1.0,0.0122721195,1.0,1.0,3.0
2042,1.0,2.0,0.6031399,3.0,5.0,6.0
2043,6.0,0.0,0.670563,2.0,3.0,2.0
2044,4.0,2.0,0.9163518,5.0,4.0,5.0
2045,4.0,2.0,0.2559979,2.0,10.0,7.0
2046,5.0,0.0,0.9586438,7.0,6.0,1.0
2047,2.0,0.0,0.17250192,4.0,10.0,3.0
2048,5.0,0.0,0.9432502,8.0,2.0,1.0
2049,5.0,2.0,0.980572,3.0,2.0,3.0
2050,5.0,0.0,0.022200346,4.0,1.0,6.0
2051,3.0,2.0,0.4157281,4.0,3.0,6.0
2052,2.0,0.0,0.8421372,7.0,7.0,1.0
2053,4.0,3.0,0.1553247,3.0,1.0,6.0
2054,3.0,1.0,0.521207,2.0,2.0,7.0
2055,6.0,1.0,0.50663364,3.0,13.0,6.0
2056,4.0,0.0,0.61272156,6.0,3.0,7.0
2057,2.0,2.0,0.4718306,5.0,8.0,6.0
2058,0.0,3.0,0.116389036,11.0,8.0,9.0
2059,3.0,3.0,0.7400776,5.0,1.0,4.0
2060,2.0,2.0,0.26301932,4.0,8.0,1.0
2061,2.0,2.0,0.8189194,3.0,4.0,4.0
2062,5.0,1.0,0.23586094,2.0,5.0,6.0
2063,2.0,3.0,0.53170264,4.0,1.0,3.0
2064,4.0,0.0,0.56283605,6.0,0.0,0.0
2065,3.0,2.0,0.015086412,1.0,2.0,6.0
2066,1.0,2.0,0.761636,1.0,3.0,11.0
2067,4.0,0.0,0.77192783,4.0,6.0,1.0
2068,4.0,2.0,0.58696496,4.0,0.0,8.0
2069,5.0,2.0,0.8355113,2.0,2.0,1.0
2070,6.0,0.0,0.8021821,8.0,0.0,4.0
2071,2.0,3.0,0.8978535,5.0,1.0,4.0
2072,5.0,0.0,0.2739544,9.0,2.0,4.0
2073,6.0,0.0,0.118851066,7.0,5.0,5.0
