,u_x1,u_x2,u_x3,u_y,u_x4,u_x5
2000,-1.3935341,-0.012944127,0.7904317,0.26528895,-1.3225694,-0.1620624
2001,-1.1012578,-0.16374107,-1.024526,0.32306874,2.0543635,-0.09346647
2002,-0.11683588,0.040376045,0.082291335,0.13355255,-0.82576185,-0.23796509
2003,0.21700515,-0.26774624,-1.1099712,0.6968539,1.0437651,0.08287008
2004,1.4039931,0.06687109,-1.7190895,0.1459384,-0.6496452,0.009860069
2005,2.6460478,-0.060762703,-1.3136836,0.6505424,0.3910495,0.012971987
2006,0.22693063,-0.05171431,0.31548882,0.75771964,-0.9894362,0.08122144
2007,-0.747775,-0.104672305,1.1602271,0.41502357,0.35963744,0.03281708
2008,1.7586241,0.1268662,-0.76390606,0.9648001,0.23038748,0.061505187
2009,0.09480297,0.111894526,0.38254353,0.8009808,-0.15551654,0.120802455
2010,-1.2367655,0.053594947,0.4517834,0.63459265,0.7312581,0.070052944
2011,0.3372886,0.18314335,-0.3254772,0.9731854,0.30643532,0.03761202
2012,1.0916641,0.0035982875,0.05126782,0.125368,-0.1501938,-0.008415266
2013,-0.18558297,-0.06432542,0.500761,0.10469186,1.5601639,0.14931649
2014,0.2562259,0.09581093,0.0989457,0.77573,-1.093806,0.108543076
2015,1.0448898,0.10099912,-0.8324884,0.11815882,0.22790854,0.036225263
2016,-0.7545657,0.07841834,0.71649593,0.17898381,-0.063486606,0.106256224
2017,0.11121087,0.03703327,-0.23172295,0.43279445,0.44800124,-0.14633937
2018,1.1014812,0.042708438,-0.96002585,0.5397961,0.9385856,0.053415205
2019,-1.7891043,0.024370963,0.8638484,0.87429035,-0.07992788,-0.05914342
2020,-0.7898611,-0.03043573,0.5165585,0.30638134,1.1225524,0.04858622
2021,0.9254223,0.045701247,0.8442222,0.09291637,1.3101717,-0.075116985
2022,-0.7092567,0.12643427,-0.59527475,0.75815225,-0.008675482,0.006266517
2023,-0.4940317,-0.08092311,-0.20048478,0.67242503,-1.2031627,-0.09702748
2024,0.14998785,-0.027489645,-1.3771894,0.6296319,-0.23064633,0.040604286
2025,-0.037010133,-0.028594686,0.1656693,0.28869665,0.89224917,0.017019274
2026,-1.4004164,-0.04960411,-2.3907485,0.03249812,-0.72058094,0.034541395
2027,-0.223693,-0.012142553,0.43141723,0.778311,1.1926215,-0.06783319
2028,-0.48314294,0.019155039,-0.096958496,0.55850613,1.0746394,0.03134845
2029,-1.9924544,-0.04017165,-0.0016941979,0.35890508,0.41867778,0.19679183
2030,-1.0669802,-0.05363461,-1.1505561,0.8715962,0.7900168,-0.0071876473
2031,0.68914145,-0.06849071,-0.12064471,0.70410895,0.684198,-0.11346221
2032,1.7006663,0.07401235,0.6311556,0.9401163,-0.77095354,0.034226857
2033,-0.18453304,-0.13859586,0.30167878,0.051748753,-0.3671889,0.11570861
2034,-1.2169354,0.011680624,1.8115828,0.89627016,-0.23586655,-0.06325393
2035,0.303275,-0.09505183,-1.3883171,0.752247,0.88989586,-0.017170137
2036,-1.0377886,0.020608844,1.9615377,0.41511798,1.9352092,0.04460933
2037,-1.0075299,-0.037158225,-0.24077915,0.9403608,0.07582994,0.14700566
2038,0.056879073,0.22801475,-0.807703,0.83966434,-0.23120302,0.1329437
2039,-0.12884468,-0.05911826,-0.17615418,0.6471391,0.5735453,0.06996693
2040,0.16050209,-0.049351726,-0.2900152,0.7333305,0.7209663,-0.3322697
2041,0.48441988,0.053615987,-0.8156746,0.6197587,-0.6996404,-0.15854512
2042,0.98580855,0.07297388,0.1985603,0.7865038,1.5016383,0.0031403943
2043,0.029557018,-0.10692801,-0.7647716,0.21116102,0.36897457,-0.06707536
2044,-2.3482175,0.015901184,0.39673284,0.063828826,-0.4908436,0.041157316
2045,0.39902076,0.10190423,-0.9515258,0.7637106,0.60949385,-0.07538933
2046,-0.7936552,0.09155765,-1.0637555,0.7562227,2.0910428,0.017719267
2047,-0.2564194,0.030633574,1.4334543,0.39698637,1.023401,0.13615681
2048,-0.484029,-0.07380508,0.67320406,0.85882854,-1.645085,0.16354905
2049,0.6433308,-0.012362543,-1.1863552,0.038956046,1.4214685,-0.1675977
2050,-1.4023134,0.07036596,-0.6071634,0.25824988,0.35585904,0.25962716
2051,1.9462044,0.077880435,0.0042342725,0.93377066,-1.2411702,-0.09119604
2052,0.912458,-0.080559775,-0.9026041,0.9650686,1.7433413,0.12681864
2053,0.447477,0.060386356,-0.21922997,0.30375695,-1.6458719,-0.15256974
2054,-0.1405347,-0.080776855,0.88074225,0.31617212,-0.6111446,0.156465
2055,-1.3041729,-0.0059432415,0.70950323,0.57804203,-0.98691976,0.17974113
2056,0.29890108,-0.04902841,-1.1976547,0.446445,-1.0215755,-0.09047015
2057,-2.1199617,0.038083218,0.9552274,0.7431102,1.1548574,0.14259356
2058,-1.5354886,-0.043619607,1.4969592,0.21890128,-0.15063804,0.017637072
2059,-1.2155844,0.096871845,-0.1924384,0.19739234,-0.26751885,-0.1264456
2060,-0.87517464,-0.14413263,-2.3501751,0.5263313,1.6298152,-0.15728657
2061,-3.0214276,-0.041198447,-1.7876022,0.8248923,-1.4561609,0.28642017
2062,0.37754393,0.06626419,-0.06119653,0.99251485,-1.146517,0.010433058
2063,0.5283206,0.0969913,0.59208727,0.084315896,0.44421265,-0.07032078
2064,0.8977051,0.25864792,-0.7206615,0.003893733,-0.5403943,-0.042423606
2065,0.86975515,0.08777231,0.30373433,0.82792974,0.78579634,0.15298302
2066,0.5515471,0.06835287,-0.72989964,0.20856452,0.19551356,0.027959788
2067,-1.168732,-0.011744003,0.26578262,0.19499564,-0.24136242,-0.037666176
2068,-1.503781,0.010763964,0.1218125,0.97779775,-0.32401818,-0.10206776
2069,-0.66950345,-0.08761028,1.1820884,0.6960267,-2.1997626,0.022899983
2070,-0.4389198,-0.028996095,-1.3349108,0.91616666,-1.0897259,-0.16696148
2071,0.16171719,-0.026209159,0.7826164,0.85794437,-0.0007436717,0.014822992
2072,0.1158291,-0.037200846,-2.3755836,0.8167113,-0.1464575,-0.014012731
2073,-0.7457176,0.17623621,0.17090885,0.81407833,0.35921383,0.1365519
2074,-1.5870347,-0.23914833,-0.4975989,0.26500988,0.65023637,-0.110983334
2075,1.9526905,0.06267478,0.85168684,0.12407243,1.0742503,-0.0029599916
2076,0.08769244,-0.025782375,-0.2855039,0.7515707,1.2648892,-0.097317256
