,y_hat
2693,False
3198,False
2909,False
3048,False
2648,False
2997,False
2867,False
2202,False
3943,False
2179,False
2055,False
2060,False
3118,False
3420,False
2330,False
2608,False
2421,False
3342,False
2985,False
2491,False
2002,False
2552,False
3803,False
2704,False
2856,False
2766,False
3640,False
3869,False
2274,False
2721,False
3613,False
2885,False
3534,False
3723,False
3428,False
2410,False
3196,False
3877,False
3746,False
2483,False
3075,False
3414,False
2329,False
2166,False
2016,False
2881,False
2958,False
3716,False
2171,False
3115,False
3313,False
2555,False
2239,False
2929,False
3483,False
3762,False
3279,False
3373,False
2131,False
2652,False
2736,False
2419,False
2242,False
3639,False
2803,False
3742,False
3107,False
3300,False
2183,False
3719,False
2153,False
3415,False
3913,False
2759,False
3980,False
3850,False
2726,False
2832,False
2917,False
2074,False
2513,False
2923,False
3221,False
2211,False
2265,False
3208,False
2756,False
3331,False
3635,False
2015,False
2189,False
3143,False
2198,False
3523,False
3105,False
2511,False
2113,False
3944,False
3904,False
3701,False
3206,False
2187,False
2140,False
2787,False
2956,False
2669,False
3163,False
2640,False
3521,False
3064,False
3130,False
2162,False
2947,False
3290,False
3121,False
2582,False
2628,False
2840,False
3410,False
3615,False
2458,False
3932,False
3621,False
3765,False
3979,False
2019,False
2414,False
2894,False
3750,False
3981,False
2475,False
3820,False
2698,False
3227,False
3464,False
3912,False
2592,False
2417,False
3780,False
2707,False
3449,False
3967,False
3489,False
2221,False
2389,False
3790,False
3938,False
3355,False
2422,False
3782,False
2214,False
2213,False
3706,False
3091,False
3916,False
3633,False
3166,False
2886,False
2129,False
2101,False
2111,False
3032,False
2660,False
2230,False
2752,False
2859,False
3190,False
3207,False
2158,False
2423,False
3845,False
2424,False
2705,False
3619,False
3194,False
2324,False
3859,False
2748,False
3951,False
3698,False
2618,False
3662,False
3275,False
3815,False
2333,False
2443,False
2119,False
3484,False
2450,False
2408,False
2685,False
3899,False
3297,False
3362,False
2386,False
3897,False
2890,False
3623,False
2118,False
3684,False
