,years_experience,degree
2693,0.0,1.0
3198,0.0,1.0
2909,0.0,1.0
3048,0.0,1.0
2648,0.0,3.0
2997,1.0,2.0
2867,0.0,3.0
2202,1.0,0.0
3943,1.0,2.0
2179,1.0,1.0
2055,0.0,2.0
2060,0.0,1.0
3118,1.0,1.0
3420,0.0,2.0
2330,0.0,2.0
2608,0.0,1.0
2421,0.0,1.0
3342,3.0,1.0
2985,0.0,1.0
2491,1.0,0.0
2002,0.0,2.0
2552,0.0,1.0
3803,0.0,3.0
2704,2.0,1.0
2856,0.0,3.0
2766,1.0,3.0
3640,1.0,2.0
3869,1.0,0.0
2274,2.0,1.0
2721,1.0,1.0
3613,0.0,2.0
2885,0.0,3.0
3534,1.0,3.0
3723,1.0,1.0
3428,0.0,1.0
2410,1.0,1.0
3196,0.0,2.0
3877,0.0,2.0
3746,0.0,1.0
2483,0.0,1.0
3075,0.0,3.0
3414,1.0,1.0
2329,0.0,2.0
2166,0.0,1.0
2016,0.0,1.0
2881,2.0,2.0
2958,1.0,1.0
3716,1.0,2.0
2171,2.0,0.0
3115,0.0,1.0
3313,2.0,0.0
2555,0.0,3.0
2239,2.0,2.0
2929,0.0,1.0
3483,1.0,0.0
3762,0.0,2.0
3279,1.0,3.0
3373,1.0,0.0
2131,2.0,0.0
2652,0.0,3.0
2736,1.0,1.0
2419,0.0,2.0
2242,0.0,3.0
3639,0.0,1.0
2803,2.0,0.0
3742,1.0,0.0
3107,2.0,1.0
3300,0.0,3.0
2183,0.0,3.0
3719,0.0,2.0
2153,0.0,2.0
3415,1.0,1.0
3913,1.0,1.0
2759,0.0,1.0
3980,0.0,1.0
3850,2.0,0.0
2726,0.0,1.0
2832,1.0,1.0
2917,1.0,1.0
2074,0.0,3.0
2513,0.0,1.0
2923,0.0,3.0
3221,0.0,1.0
2211,0.0,2.0
2265,0.0,2.0
3208,0.0,3.0
2756,1.0,1.0
3331,1.0,1.0
3635,0.0,1.0
2015,0.0,2.0
2189,1.0,1.0
3143,0.0,1.0
2198,0.0,1.0
3523,1.0,1.0
3105,0.0,3.0
2511,0.0,2.0
2113,1.0,1.0
3944,0.0,2.0
3904,0.0,1.0
3701,0.0,2.0
3206,1.0,2.0
2187,0.0,2.0
2140,0.0,1.0
2787,1.0,3.0
2956,0.0,3.0
2669,1.0,1.0
3163,0.0,1.0
2640,0.0,2.0
3521,2.0,1.0
3064,0.0,1.0
3130,1.0,2.0
2162,0.0,1.0
2947,1.0,3.0
3290,1.0,1.0
3121,2.0,2.0
2582,1.0,1.0
2628,0.0,1.0
2840,0.0,3.0
3410,0.0,1.0
3615,2.0,0.0
2458,0.0,2.0
3932,0.0,1.0
3621,1.0,1.0
3765,0.0,1.0
3979,1.0,0.0
2019,1.0,1.0
2414,0.0,1.0
2894,0.0,2.0
3750,0.0,2.0
3981,1.0,1.0
2475,2.0,2.0
3820,0.0,2.0
2698,0.0,1.0
3227,1.0,1.0
3464,2.0,2.0
3912,0.0,2.0
2592,1.0,1.0
2417,0.0,2.0
3780,0.0,1.0
2707,3.0,1.0
3449,0.0,3.0
3967,0.0,3.0
3489,0.0,1.0
2221,2.0,1.0
2389,0.0,3.0
3790,0.0,3.0
3938,1.0,1.0
3355,0.0,3.0
2422,0.0,3.0
3782,0.0,3.0
2214,0.0,1.0
2213,1.0,2.0
3706,0.0,2.0
3091,0.0,1.0
3916,0.0,2.0
3633,0.0,1.0
3166,1.0,1.0
2886,0.0,2.0
2129,0.0,2.0
2101,0.0,3.0
2111,0.0,3.0
3032,0.0,3.0
2660,0.0,3.0
2230,0.0,1.0
2752,1.0,1.0
2859,0.0,1.0
3190,0.0,1.0
3207,3.0,1.0
2158,1.0,1.0
2423,0.0,3.0
3845,0.0,2.0
2424,1.0,1.0
2705,2.0,2.0
3619,1.0,2.0
3194,0.0,2.0
2324,0.0,2.0
3859,2.0,2.0
2748,1.0,0.0
3951,0.0,2.0
3698,0.0,1.0
2618,1.0,1.0
3662,3.0,1.0
3275,0.0,1.0
3815,0.0,3.0
2333,0.0,3.0
2443,0.0,3.0
2119,1.0,2.0
3484,0.0,1.0
2450,0.0,3.0
2408,0.0,3.0
2685,3.0,1.0
3899,1.0,1.0
3297,1.0,1.0
3362,0.0,2.0
2386,0.0,1.0
3897,0.0,1.0
2890,1.0,1.0
3623,1.0,1.0
2118,0.0,1.0
3684,0.0,1.0
