r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.7313333551088969,0.25333333015441895,2.128,0.0,0.0,0.0,0.0,,0.08927105982667569,0.02466441797679912,0.037858288392371896
individualized,acceptance,0.85,0.85,1.0,1.0,,0.715666651725769,0.2849999964237213,2.1810000000000005,0.0,0.0,0.0,0.0,,0.04163328028469467,0.026457516039344663,0.14811397638305446
individualized,acceptance,0.9,0.9,1.0,1.0,,0.671666661898295,0.25333333512147266,2.2618333333333336,0.0,0.0,0.0,0.0,,0.0640104260396291,0.020207262887493242,0.2049129896647192
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.6819999913374583,0.27166666587193805,2.6810000000000005,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.21139534625278736,0.0583809389671098,0.14658871034291832
subpopulation,acceptance,0.75,0.75,1.0,0.9583333333333334,,0.6799999872843424,0.17333333690961203,2.2618333333333336,0.0,0.0,0.0,0.06788470618138766,,0.1310228980468805,0.010408328422507884,0.141072971661241
subpopulation,acceptance,0.85,0.85,1.0,0.9983333333333334,,0.6519999702771505,0.16833333174387613,2.4153333333333333,0.0,0.0,0.0,0.0028867513459481316,,0.050318971945052596,0.018929693488900744,0.18003911612017326
subpopulation,acceptance,0.9,0.9,1.0,0.995,,0.6076666712760925,0.21499999860922495,2.535833333333333,0.0,0.0,0.0,0.0050000000000000044,,0.09121586215746187,0.024999998509884252,0.23658525595085864
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9933333333333333,,0.6216666797796885,0.17000000178813934,3.4442500000000003,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.011547005383792525,,0.2509608573738116,0.022912871256005468,0.09793428919433687
individualized,counterfactual,0.75,0.75,1.0,0.9566666666666667,,0.6746666630109152,0.18666666746139526,2.319,0.0,0.0,0.0,0.07505553499465135,,0.14458334126634664,0.007637618874451828,0.038661996844446725
individualized,counterfactual,0.85,0.85,1.0,0.9983333333333334,,0.6496666868527731,0.19499999284744263,2.3161666666666667,0.0,0.0,0.0,0.0028867513459481316,,0.0604345685845699,0.0,0.08952280901163298
individualized,counterfactual,0.9,0.9,1.0,0.9933333333333333,,0.6103333234786987,0.1983333279689153,2.4806666666666666,0.0,0.0,0.0,0.0028867513459481316,,0.07801495622740383,0.005773505789044451,0.11872271616389794
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,0.9916666666666667,,0.6153333385785421,0.18000000218550363,4.503333333333334,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.014433756729740658,,0.2521593336612625,0.03499999748809011,0.09881337628749065
individualized,improvement,0.75,0.75,1.0,0.9466666666666667,0.7799999999999999,0.9443333347638448,0.7683333357175192,2.032833333333333,0.0,0.0,0.0,0.00763762615825974,0.03968626966596883,0.011239821930298337,0.038188126889260376,0.015607156478145872
individualized,improvement,0.85,0.85,1.0,0.9883333333333333,0.8866666666666667,0.9860000411669413,0.8599999944368998,2.4975,0.0,0.0,0.0,0.00763762615825974,0.027537852736430536,0.008185338412032311,0.018027772247422386,0.2113249866911148
individualized,improvement,0.9,0.9,1.0,0.9916666666666667,0.9349999999999999,0.9926666617393494,0.8983333309491476,2.922166666666667,0.0,0.0,0.0,0.0028867513459481316,0.00866025403784433,0.0025166422368223178,0.017559434462574103,0.06039522608065419
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,0.965,1.0,0.9449999928474426,2.395166666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,0.020000000000000018,0.0,0.017320491557565074,0.108522271139768
subpopulation,improvement,0.75,0.75,1.0,0.8033333333333333,,0.7956666350364685,0.7050000031789144,2.669166666666667,0.0,0.0,0.0,0.04645786621588783,,0.05965175780137378,0.013228777732056413,0.13147655050743207
subpopulation,improvement,0.85,0.85,1.0,0.9616666666666666,,0.9599999984105428,0.8599999944368998,3.4008333333333334,0.0,0.0,0.0,0.016072751268321608,,0.016522767672573338,0.03041381794292058,0.07457267149119269
subpopulation,improvement,0.9,0.9,1.0,0.9866666666666667,,0.9886666536331177,0.9049999912579855,3.7105,0.0,0.0,0.0,0.005773502691896262,,0.008504914863680052,0.010000020265594028,0.1719585705918727
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,,1.0,0.9449999928474426,2.769666666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.0,0.008660245778782537,0.1651577528708033
