,u_x1,u_x2,u_x3,u_y
2000,1.3586353,0.34379482,-0.029996252,0.25639176
2001,0.35866058,0.8105192,0.24370556,0.46381712
2002,-1.0378777,-0.8355236,0.032980002,0.7673335
2003,-0.2568934,0.34900096,0.12206296,0.71444726
2004,-1.1640732,-0.37980762,0.035609495,0.6025754
2005,-0.5982493,1.0848333,-0.11845707,0.51982677
2006,1.0608875,0.15042907,0.032336682,0.19991267
2007,-0.64401436,0.45986536,-0.023535779,0.9751446
2008,-0.62482536,0.362036,-0.11153884,0.9330348
2009,0.7174225,0.9060968,-0.0031364337,0.1239295
2010,0.94518924,1.2722826,-0.17786133,0.92422366
2011,-0.69012827,0.5145903,0.101059794,0.5430808
2012,-0.9356484,-0.75039506,0.16194646,0.48039758
2013,-0.0111946035,-1.2429888,0.064768165,0.7506776
2014,0.97922486,0.12863603,0.11821474,0.5225557
2015,-0.18721844,-1.7763914,0.0028822224,0.48069477
2016,-2.1088178,0.5934227,-0.08189249,0.21405482
2017,0.11712515,-1.4365554,-0.08089016,0.7159717
2018,0.49810943,2.4084918,0.104072094,0.8217443
2019,0.2291624,0.9062847,-0.05006805,0.27686858
2020,-1.804422,0.1396,0.09995281,0.14542878
2021,0.4240407,-1.2019029,0.074562974,0.534529
2022,0.36561075,0.8334998,0.19788201,0.83200073
2023,0.38150695,0.36172843,0.114966646,0.19009912
2024,0.2021526,0.456585,0.16290139,0.016104579
2025,1.2213745,0.6798242,-0.072652854,0.65876305
2026,0.86178064,0.6512002,0.20046186,0.5684135
2027,-0.57827896,0.2828122,0.055959076,0.80633676
2028,3.154479,-0.96154195,0.11915167,0.08124673
2029,0.2304682,-0.010077576,0.07394175,0.82214165
2030,0.23347887,1.6271,-0.04084402,0.93665016
2031,-0.2345616,-0.3284359,0.13542879,0.4236747
2032,1.1169959,-0.57857424,-0.05187949,0.5052458
2033,-0.1805762,-1.1570474,0.17377095,0.426669
2034,0.03818455,1.0011129,-0.08745359,0.080152035
2035,-1.2665025,-1.6036674,0.02981103,0.31281054
2036,0.7232613,0.23096195,-0.05238045,0.11570799
2037,-0.44168067,-0.21742874,-0.14172731,0.2956314
2038,1.3051088,1.1109185,0.033296186,0.49242282
2039,1.0405684,1.6100266,-0.19699119,0.92833066
2040,-1.4256008,0.30379754,0.033888128,0.83534944
2041,1.0286717,-2.2485003,-0.23094149,0.9754082
2042,0.5348394,0.26148286,0.123442195,0.88992655
2043,0.4739262,0.44146842,-0.089724764,0.7402024
2044,-0.37497628,1.3809435,0.020333512,0.4193884
2045,1.3274744,-0.6557331,0.116102174,0.5815973
2046,2.0880783,1.7351606,0.0151783405,0.87835264
2047,0.33830726,-0.9443243,0.046641674,0.8033663
2048,-1.159927,1.5826575,-0.076810576,0.31618094
2049,-0.62414265,2.065709,-0.02111235,0.28930974
2050,0.87619823,-2.0102875,0.21926692,0.53260934
2051,-0.7328005,-0.21283425,0.11567134,0.56350124
2052,1.4147394,1.0032805,-0.06861284,0.83370066
2053,0.53263384,-1.0138602,-0.034434,0.03218496
2054,1.4793214,0.05318313,-0.024328932,0.668579
2055,-0.37076142,0.016628908,0.046265613,0.028695941
2056,-0.8679981,0.28641954,-0.02672098,0.23036778
2057,1.1044139,-0.0706689,-0.092440866,0.8378124
2058,-0.56308687,-1.193233,-0.045371134,0.4009639
2059,-0.63948643,0.6435848,0.15621306,0.8383918
2060,1.3169295,-0.63406456,-0.17022133,0.3977604
2061,-0.5128162,0.9112548,0.042170502,0.31521916
2062,0.7632351,-0.7196802,0.015281878,0.16897511
2063,-0.9030964,0.079550624,-0.010802721,0.51236033
2064,0.36329174,0.15816365,0.0025340365,0.5223018
2065,-0.6020163,-2.1678135,-0.016258629,0.34378874
2066,1.5594345,0.71157515,0.060466874,0.69873405
2067,3.209051,0.7452108,-0.009306414,0.27110565
2068,-0.42679816,0.21974467,0.068814225,0.11231995
2069,0.76982117,0.97617584,0.13557127,0.016404152
2070,-0.14029841,0.84944123,-0.11322019,0.9358852
2071,0.9248593,1.2694154,-0.14624397,0.3111949
2072,0.027480617,-0.60089666,0.06345076,0.327039
2073,1.6495,-1.1807497,-0.0036668654,0.47774923
2074,-0.06387794,0.060705718,0.025348026,0.5234473
2075,0.38292488,-0.42965823,0.0576017,0.2153616
2076,0.09120108,-0.38982618,-0.090197384,0.6498238
2077,-0.05223742,-1.2779088,0.11578242,0.039176583
2078,-0.041738637,-1.6601437,-0.05624893,0.87565184
2079,0.70585984,0.08282474,0.055779893,0.5138477
2080,0.22450513,0.37881204,-0.07600129,0.572513
2081,0.9476986,-0.842143,-0.02130158,0.986181
2082,-0.44370198,-0.9122027,-0.18564118,0.36122358
2083,-0.21850187,0.093061,-0.046092067,0.5852847
2084,0.9144317,-1.1807059,0.06291913,0.2367686
2085,-1.390172,-0.5471273,-0.0057821735,0.8027618
2086,1.9612372,0.38375717,-0.20964289,0.8208971
2087,-0.88293034,-2.2462268,-0.10842174,0.58818364
2088,-0.14855544,-0.80054015,-0.041677732,0.47136188
2089,0.8213356,-0.46587002,-0.11630441,0.41321313
2090,-0.024223508,1.0499763,0.0025797102,0.43864107
2091,0.42183173,0.8767751,0.085135885,0.7803129
2092,0.4210542,-0.5758023,-0.048813533,0.122645974
2093,-0.025945215,1.1626014,0.0076819505,0.41720462
2094,0.39326483,0.49874312,0.06880651,0.4091971
2095,-1.18522,0.4498629,0.04935434,0.14535773
2096,-0.38297647,-1.4683233,0.2639421,0.18452454
2097,0.6436969,0.9289039,0.05290096,0.14489698
2098,0.465351,-1.3364193,0.03522481,0.22562659
2099,-0.32456523,-0.57260853,-0.014424785,0.7670498
2100,-0.8301146,0.06470243,0.24846207,0.60386276
2101,0.6735594,-0.61698395,0.12453326,0.29441738
2102,0.32575497,0.09769241,-0.11978217,0.7490797
2103,1.2980586,0.078251824,-0.004027501,0.8041469
2104,-0.56485814,-1.0740521,-0.056319404,0.9637033
2105,-0.62515557,-0.6513189,0.012679261,0.7693311
2106,1.8390121,0.42901322,0.049959235,0.24551857
2107,0.35723716,1.0397277,0.16043237,0.38250172
2108,-0.42310968,-1.1230056,-0.07547437,0.59709287
2109,-0.03275094,0.38840622,-0.054366525,0.69949853
2110,-0.8541173,-1.1376868,0.00775307,0.7999408
2111,-0.74670047,0.22545305,0.13725479,0.26639128
