,y_hat
2746,False
2205,False
3254,False
3239,False
2012,False
2107,False
2426,False
2772,False
3246,False
2892,False
2876,False
2764,False
2847,False
2326,False
3962,False
2649,False
3278,False
2731,False
2043,False
3681,False
2579,False
2728,False
3214,False
3471,False
2087,False
3306,False
3109,False
2805,False
2979,False
2834,False
3493,False
3559,False
2830,False
3919,False
2146,False
2185,False
3562,False
2499,False
2443,False
3004,False
2707,False
3631,False
3872,False
2951,False
3797,False
2718,False
2357,False
3057,False
2710,False
2424,False
2609,False
3645,False
3009,False
3895,False
3958,False
2985,False
3721,False
2429,False
2975,False
2308,False
3896,False
2035,False
3806,False
2075,False
3927,False
2222,False
3124,False
3693,False
2960,False
2584,False
2320,False
3488,False
2558,False
3472,False
2928,False
3324,False
3685,False
3943,False
3343,False
2869,False
2926,False
3754,False
2759,False
2692,False
3692,False
3291,False
2919,False
3044,False
3000,False
2070,False
3421,False
3561,False
2399,False
3963,False
2033,False
2683,False
2411,False
2751,False
3712,False
2641,False
2115,False
2151,False
2809,False
2996,False
3209,False
2298,False
3546,False
2136,False
2273,False
3686,False
2611,False
3252,False
3986,False
3827,False
2808,False
2909,False
3857,False
3739,False
2163,False
2239,False
2463,False
2778,False
2880,False
3441,False
2167,False
3092,False
3018,False
2485,False
3836,False
2010,False
3707,False
3176,False
2651,False
2194,False
3624,False
2435,False
3191,False
2546,False
2284,False
3945,False
3507,False
2491,False
2600,False
3219,False
3849,False
2650,False
2498,False
3249,False
3901,False
2953,False
3950,False
3848,False
3458,False
2217,False
3443,False
3103,False
2881,False
3554,False
3519,False
2299,False
2161,False
3299,False
2137,False
3496,False
3955,False
3994,False
3710,False
2401,False
2856,False
3202,False
3992,False
3275,False
2767,False
3151,False
2691,False
2802,False
3935,False
2036,False
2313,False
2354,False
2968,False
2534,False
2474,False
3632,False
2355,False
3726,False
2391,False
3607,False
2625,False
3117,False
2054,False
2788,False
3997,False
2890,False
2327,False
3517,False
2603,False
3852,False
2252,False
2978,False
