,senior-level_skill
2087,0.0
3745,0.0
3337,0.0
3463,0.0
2300,0.0
2445,0.0
2140,0.0
2915,0.0
3599,0.0
3018,0.0
3690,0.0
2895,0.0
3075,0.0
3317,0.0
2352,0.0
3340,0.0
2931,0.0
2497,0.0
3778,0.0
3209,0.0
2149,0.0
3996,0.0
3056,0.0
2909,0.0
2196,0.0
2723,0.0
2193,0.0
2538,0.0
2241,0.0
3127,0.0
3533,0.0
3054,0.0
2132,0.0
2626,0.0
3846,0.0
2348,0.0
2528,0.0
3217,0.0
2996,0.0
3084,0.0
2386,0.0
2923,0.0
3768,0.0
3981,0.0
2622,0.0
2209,0.0
3922,0.0
2153,0.0
3698,0.0
2253,0.0
2385,0.0
3861,0.0
3504,0.0
2740,0.0
3551,0.0
3014,0.0
2525,0.0
3871,0.0
3020,0.0
2918,0.0
2226,0.0
3349,0.0
2867,0.0
3462,0.0
2885,0.0
3917,0.0
2786,0.0
2393,0.0
3475,0.0
3125,0.0
2760,0.0
2677,0.0
3004,0.0
2137,0.0
3794,0.0
3548,0.0
3624,0.0
2715,0.0
2833,0.0
3465,0.0
3214,0.0
2636,0.0
2619,0.0
3295,0.0
2756,0.0
3445,0.0
3699,0.0
3566,0.0
2408,0.0
2800,0.0
3457,0.0
2199,0.0
2818,0.0
2597,0.0
2601,0.0
2159,0.0
2946,0.0
2960,0.0
3488,0.0
2142,0.0
3118,0.0
2823,0.0
3189,0.0
3925,0.0
2206,0.0
2439,0.0
3177,0.0
2427,0.0
2554,0.0
2770,0.0
2515,0.0
3083,0.0
3182,0.0
3413,0.0
2650,0.0
2211,0.0
2574,0.0
3853,0.0
3194,0.0
2098,0.0
2767,0.0
2744,0.0
2491,0.0
2271,0.0
2719,0.0
2003,0.0
2661,0.0
3141,0.0
2126,0.0
2092,0.0
2763,0.0
2281,0.0
2268,0.0
2090,0.0
2163,0.0
2896,0.0
3693,0.0
3052,0.0
2817,0.0
2085,0.0
2323,0.0
3105,0.0
3978,0.0
3771,0.0
2944,0.0
3526,0.0
2457,0.0
2623,0.0
2982,0.0
3474,0.0
2096,0.0
2198,0.0
2873,0.0
2614,0.0
3598,0.0
3275,0.0
2948,0.0
3940,0.0
2037,0.0
2964,0.0
2893,0.0
2260,0.0
2848,0.0
3174,0.0
2324,0.0
2535,0.0
3167,0.0
2473,0.0
2714,0.0
3901,0.0
2588,0.0
2537,0.0
2500,0.0
3043,0.0
3689,0.0
3992,0.0
2144,0.0
3938,0.0
3618,0.0
3142,0.0
2151,0.0
3596,0.0
3703,0.0
3124,0.0
2534,0.0
2605,0.0
2751,0.0
2919,0.0
2422,0.0
3709,0.0
3521,0.0
3646,0.0
2804,0.0
3607,0.0
2089,0.0
3438,0.0
2013,0.0
2765,0.0
2579,0.0
2071,0.0
