,senior-level_skill
2446,0.0
2161,0.0
3376,0.0
2217,0.0
3315,0.0
2311,0.0
2694,0.0
2248,0.0
2931,0.0
3674,0.0
3398,0.0
3666,0.0
3370,0.0
2535,0.0
3634,0.0
2514,0.0
3712,0.0
3556,0.0
3755,0.0
2189,0.0
2011,0.0
3414,0.0
3830,0.0
2365,0.0
2439,0.0
3977,0.0
2138,0.0
2178,0.0
3515,0.0
2414,0.0
2423,0.0
3679,0.0
3332,0.0
3442,0.0
2742,0.0
3760,0.0
3000,0.0
3471,0.0
3790,0.0
2456,0.0
3105,0.0
2023,0.0
3983,0.0
2839,0.0
3656,0.0
3513,0.0
3249,0.0
2186,0.0
2655,0.0
3004,0.0
2963,0.0
3281,0.0
2040,0.0
2872,0.0
3457,0.0
3162,0.0
2778,0.0
3278,0.0
2968,0.0
2830,0.0
2767,0.0
3709,0.0
3650,0.0
2497,0.0
3625,0.0
2298,0.0
3021,0.0
3678,0.0
2044,0.0
3087,0.0
2998,0.0
3311,0.0
2430,0.0
3429,0.0
2003,0.0
3746,0.0
2095,0.0
3098,0.0
3161,0.0
2182,0.0
2228,0.0
3038,0.0
2960,0.0
3541,0.0
3533,0.0
2275,0.0
2299,0.0
2433,0.0
2544,0.0
2730,0.0
3778,0.0
2725,0.0
3978,0.0
3605,0.0
2621,0.0
2559,0.0
3276,0.0
3445,0.0
3034,0.0
3224,0.0
2326,0.0
3203,0.0
2084,0.0
3520,0.0
2174,0.0
3148,0.0
2518,0.0
2342,0.0
3944,0.0
3114,0.0
3390,0.0
3956,0.0
3518,0.0
3564,0.0
3728,0.0
3813,0.0
3805,0.0
3880,0.0
3171,0.0
2526,0.0
3047,0.0
2702,0.0
2013,0.0
2314,0.0
3268,0.0
3894,0.0
2881,0.0
3463,0.0
2975,0.0
3638,0.0
2579,0.0
2334,0.0
2364,0.0
3453,0.0
2453,0.0
3505,0.0
2160,0.0
2475,0.0
3847,0.0
3921,0.0
2589,0.0
2650,0.0
2989,0.0
3726,0.0
3496,0.0
2991,0.0
2254,0.0
2295,0.0
3384,0.0
2602,0.0
2774,0.0
2407,0.0
3574,0.0
3143,0.0
3568,0.0
3824,0.0
2619,0.0
3028,0.0
3018,0.0
3141,0.0
2113,0.0
2262,0.0
3222,0.0
3327,0.0
2181,0.0
3003,0.0
2704,0.0
2042,0.0
2451,0.0
3322,0.0
2441,0.0
2617,0.0
2041,0.0
2141,0.0
3051,0.0
2379,0.0
3609,0.0
2173,0.0
2557,0.0
3094,0.0
3703,0.0
2756,0.0
2692,0.0
2750,0.0
2564,0.0
3842,0.0
2649,0.0
2962,0.0
2074,0.0
2741,0.0
2107,0.0
2051,0.0
2327,0.0
3914,0.0
3230,0.0
3365,0.0
2918,0.0
2759,0.0
3273,0.0
2199,0.0
