,years_experience,degree
2767,2.0,0.0
2983,1.0,0.0
2299,1.0,0.0
2716,1.0,1.0
3917,3.0,0.0
2631,2.0,1.0
2624,0.0,2.0
3885,0.0,1.0
2441,0.0,3.0
2705,0.0,2.0
3527,0.0,1.0
3622,0.0,1.0
2186,0.0,1.0
2259,0.0,1.0
3390,0.0,3.0
2973,2.0,0.0
3143,0.0,1.0
3957,0.0,2.0
2157,2.0,0.0
3755,1.0,0.0
2161,0.0,3.0
3513,0.0,3.0
3332,0.0,3.0
2224,1.0,1.0
2434,0.0,1.0
3540,0.0,3.0
3953,0.0,3.0
3631,0.0,2.0
2951,0.0,2.0
2587,0.0,1.0
2814,0.0,3.0
3688,1.0,1.0
3505,1.0,1.0
3972,2.0,0.0
2648,1.0,0.0
3584,1.0,0.0
2166,1.0,0.0
2643,0.0,3.0
2310,1.0,0.0
3306,0.0,3.0
2368,1.0,0.0
2880,2.0,0.0
3127,0.0,1.0
2753,2.0,1.0
2905,2.0,0.0
3094,0.0,1.0
3773,1.0,0.0
3488,2.0,0.0
2649,0.0,3.0
2221,0.0,2.0
3209,1.0,1.0
3430,0.0,1.0
3053,0.0,3.0
2508,0.0,1.0
3909,0.0,3.0
3247,1.0,0.0
2104,0.0,3.0
3236,0.0,1.0
3747,0.0,3.0
3898,2.0,1.0
2579,0.0,1.0
2385,0.0,3.0
3042,0.0,3.0
2677,2.0,0.0
2613,0.0,2.0
3380,1.0,0.0
3461,0.0,1.0
3878,2.0,0.0
2360,0.0,3.0
2655,1.0,1.0
3725,1.0,2.0
2065,0.0,1.0
2403,0.0,1.0
3225,0.0,1.0
3828,0.0,3.0
3951,0.0,1.0
3389,0.0,1.0
3314,0.0,1.0
3163,0.0,3.0
2355,0.0,2.0
2093,2.0,0.0
2515,0.0,1.0
2491,2.0,0.0
2838,0.0,2.0
2672,0.0,2.0
3202,0.0,3.0
3381,1.0,1.0
2135,1.0,2.0
2635,0.0,1.0
2438,2.0,0.0
3047,2.0,1.0
2516,2.0,0.0
3210,2.0,0.0
3422,0.0,1.0
3285,0.0,2.0
3607,2.0,0.0
3801,0.0,2.0
2422,0.0,1.0
3149,2.0,1.0
2782,0.0,1.0
2120,0.0,1.0
2663,0.0,1.0
2153,0.0,3.0
3054,0.0,3.0
3767,0.0,3.0
2169,1.0,1.0
2168,0.0,3.0
3341,1.0,1.0
2486,1.0,0.0
3486,0.0,1.0
3749,2.0,0.0
2657,2.0,1.0
2898,0.0,2.0
2015,0.0,1.0
3079,2.0,0.0
3350,2.0,0.0
3112,0.0,1.0
3188,0.0,2.0
2282,0.0,3.0
2746,1.0,0.0
2444,0.0,1.0
3822,0.0,2.0
2122,3.0,0.0
2252,2.0,1.0
3447,0.0,1.0
3720,1.0,1.0
2758,0.0,1.0
3455,0.0,1.0
2778,1.0,0.0
2526,0.0,3.0
2766,1.0,1.0
3242,1.0,1.0
2654,2.0,0.0
3404,1.0,2.0
3082,0.0,3.0
2921,0.0,1.0
3782,0.0,1.0
3658,0.0,3.0
3398,0.0,3.0
2775,0.0,1.0
2127,1.0,1.0
2601,0.0,1.0
3842,1.0,1.0
3933,1.0,1.0
2989,0.0,2.0
3211,0.0,2.0
2571,1.0,0.0
3692,0.0,2.0
3286,2.0,0.0
3892,1.0,0.0
2634,0.0,1.0
2366,2.0,0.0
2399,0.0,2.0
2717,1.0,1.0
3162,1.0,1.0
2971,0.0,1.0
3797,1.0,0.0
3498,0.0,3.0
2258,1.0,0.0
3274,1.0,0.0
3489,1.0,0.0
2262,0.0,3.0
2126,0.0,2.0
3170,0.0,2.0
3038,0.0,1.0
3874,1.0,1.0
3894,2.0,1.0
2569,0.0,1.0
2576,0.0,2.0
2059,1.0,0.0
3024,2.0,0.0
2480,2.0,0.0
3204,0.0,3.0
2521,0.0,2.0
2062,0.0,1.0
2978,2.0,1.0
3921,3.0,0.0
2810,0.0,3.0
3385,0.0,3.0
3402,1.0,1.0
3796,0.0,2.0
2943,1.0,0.0
3503,0.0,2.0
2290,2.0,1.0
2171,0.0,3.0
2646,0.0,1.0
3883,0.0,1.0
3754,0.0,3.0
2156,0.0,1.0
2895,0.0,3.0
3589,1.0,0.0
2012,1.0,2.0
3683,0.0,2.0
2812,0.0,1.0
3009,0.0,1.0
3288,1.0,1.0
3362,0.0,1.0
3819,0.0,1.0
2556,1.0,0.0
3813,0.0,3.0
