ix,goal_cost,intv_cost
3669,0.988,5.0
2740,0.95,5.0
2912,0.984,15.0
3737,0.99,15.0
2583,0.966,10.0
2069,0.998,15.0
2946,0.996,20.0
3751,0.984,5.0
3951,0.978,10.0
3715,0.95,5.0
2082,0.962,10.0
3770,0.94,15.0
3481,0.902,10.0
3962,0.996,10.0
3742,0.908,15.0
3312,0.988,15.0
2791,0.996,15.0
3628,1.0,5.0
2804,0.984,10.0
2925,0.992,15.0
2326,0.958,20.0
2015,0.996,15.0
3660,0.99,5.0
3646,0.996,10.0
2324,0.9512328717266307,0.0
2414,0.988,20.0
3401,0.954,5.0
3895,0.984,10.0
3313,0.982,10.0
3346,0.994,10.0
3014,0.964,5.0
2814,0.982,10.0
2953,0.952,5.0
3974,0.996,15.0
2713,0.996,5.0
2544,0.994,10.0
3282,0.95,10.0
3978,0.99,15.0
3859,0.902,15.0
3465,0.994,10.0
3391,0.938,5.0
2663,0.966,15.0
2350,0.974,10.0
2291,0.986,10.0
2636,0.994,20.0
3988,0.986,15.0
2880,0.912,15.0
3578,0.976,20.0
2825,0.99,10.0
2871,0.994,5.0
2277,0.996,15.0
3041,0.998,15.0
2834,0.976,10.0
2659,0.956,15.0
2238,0.956,10.0
2001,0.984,15.0
2702,0.958,5.0
3502,0.99,10.0
3305,0.988,5.0
3529,0.998,10.0
2090,0.944,5.0
2561,0.932,5.0
3093,0.99,10.0
2412,0.988,15.0
2664,0.994,20.0
3698,0.984,15.0
3696,0.96,10.0
3225,0.952,5.0
2479,0.994,10.0
3972,1.0,10.0
2984,0.968,15.0
2746,0.964,5.0
2138,0.972,5.0
3192,0.956,15.0
3833,0.994,10.0
2830,0.952,5.0
3118,0.954,5.0
3820,0.996,15.0
3769,0.97,5.0
2004,0.99,10.0
3927,0.994,10.0
2400,0.994,10.0
3395,0.98,5.0
3466,0.992,10.0
2005,0.958,5.0
2198,0.996,10.0
2167,0.99,20.0
3598,0.938,10.0
2241,0.986,10.0
3828,0.99,10.0
3958,0.992,10.0
3804,0.994,10.0
3078,0.988,20.0
2505,0.996,20.0
3797,0.996,5.0
2016,0.994,10.0
3499,0.998,5.0
2049,0.984,15.0
3546,0.954,15.0
3178,0.998,15.0
2009,1.0,5.0
3209,0.946,20.0
2730,0.984,10.0
3955,0.982,10.0
3868,0.994,5.0
3462,0.998,15.0
3767,0.976,10.0
3870,0.954,15.0
2478,0.956,5.0
2770,0.99,10.0
2622,0.99,15.0
3793,0.996,20.0
2398,0.992,15.0
2706,0.994,15.0
3150,0.902,5.0
3196,1.0,5.0
3857,0.988,10.0
2672,0.946,10.0
3752,0.992,15.0
3589,0.942,10.0
2884,0.962,5.0
2761,0.994,5.0
2649,0.948,5.0
3319,0.984,20.0
2773,0.96,15.0
3992,0.99,5.0
2967,0.95,20.0
3226,1.0,5.0
2435,0.998,5.0
3142,0.952,10.0
3010,0.996,5.0
2917,0.99,15.0
2115,0.994,10.0
3247,0.99,15.0
2657,0.902,10.0
2886,0.954,5.0
2611,0.902,5.0
2473,0.992,5.0
2491,0.94,15.0
2255,0.994,10.0
2529,0.984,10.0
2914,0.998,10.0
3949,0.962,10.0
2867,0.964,5.0
3082,0.976,10.0
2066,0.958,5.0
2439,0.966,5.0
3030,0.95,10.0
2842,0.998,15.0
2819,0.942,10.0
2726,0.99,10.0
3166,0.994,15.0
2470,0.996,20.0
3277,0.982,10.0
2872,0.95,10.0
3566,0.95,10.0
2285,0.98,15.0
3016,0.998,20.0
3411,0.984,10.0
2349,0.95,10.0
2040,0.96,10.0
2358,0.966,10.0
3091,0.998,5.0
3881,0.982,10.0
3114,0.96,10.0
3608,0.93,10.0
2020,0.942,5.0
3735,0.98,15.0
2385,0.992,15.0
2283,0.996,15.0
3469,0.984,10.0
3688,0.996,5.0
3849,0.994,15.0
2998,0.992,10.0
2214,0.996,20.0
3999,0.996,5.0
2417,0.99,15.0
2068,0.952,5.0
3841,0.966,20.0
3269,0.954,5.0
2474,0.98,5.0
2556,0.994,15.0
2801,0.946,5.0
3407,0.986,10.0
3592,0.992,15.0
2973,0.994,10.0
2862,0.966,10.0
3761,0.952,10.0
2711,0.942,5.0
3560,0.952,10.0
3236,0.994,10.0
2602,0.98,10.0
2942,0.95,5.0
3195,0.948,15.0
2424,0.98,15.0
3485,0.982,10.0
2697,0.988,20.0
3424,0.956,10.0
2174,0.952,5.0
2562,0.996,10.0
