,senior-level_skill
3059,0.0
3373,0.0
2048,0.0
2642,0.0
3120,0.0
2176,0.0
2514,0.0
2926,0.0
3216,0.0
3547,0.0
2587,0.0
3530,0.0
2550,0.0
2201,0.0
3165,0.0
2624,0.0
2544,0.0
3227,0.0
3395,0.0
3285,0.0
2976,0.0
3943,0.0
3392,0.0
3566,0.0
2263,0.0
3557,0.0
2287,0.0
2460,0.0
2231,0.0
3266,0.0
2928,0.0
3950,0.0
2390,0.0
3914,0.0
2365,0.0
3921,0.0
2237,0.0
2990,0.0
2398,0.0
3376,0.0
2708,0.0
3550,0.0
2149,0.0
2654,0.0
3491,0.0
2083,0.0
2339,0.0
3217,0.0
3174,0.0
2909,0.0
3664,0.0
3157,0.0
2376,0.0
3614,0.0
2450,0.0
3400,0.0
2846,0.0
3812,0.0
3132,0.0
3199,0.0
2719,0.0
2081,0.0
3271,0.0
2778,0.0
3402,0.0
3687,0.0
3662,0.0
2151,0.0
3779,0.0
3696,0.0
2417,0.0
3126,0.0
2764,0.0
2530,0.0
2949,0.0
3571,0.0
3445,0.0
3621,0.0
2987,0.0
3502,0.0
3009,0.0
2388,0.0
2129,0.0
2118,0.0
3852,0.0
2752,0.0
2832,0.0
2955,0.0
3364,0.0
2413,0.0
3252,0.0
2190,0.0
3011,0.0
3739,0.0
3485,0.0
2673,0.0
2153,0.0
2055,0.0
2070,0.0
2860,0.0
3920,0.0
2762,0.0
3898,0.0
2814,0.0
2513,0.0
2322,0.0
3537,0.0
3808,0.0
3899,0.0
2939,0.0
2560,0.0
2627,0.0
2189,0.0
3317,0.0
2929,0.0
3279,0.0
2670,0.0
3713,0.0
3981,0.0
2561,0.0
3660,0.0
2082,0.0
3118,0.0
3006,0.0
3134,0.0
2645,0.0
3274,0.0
2456,0.0
3251,0.0
3616,0.0
2902,0.0
3202,0.0
2307,0.0
3325,0.0
3310,0.0
2428,0.0
2577,0.0
2508,0.0
2792,0.0
3378,0.0
3651,0.0
3414,0.0
3887,0.0
3668,0.0
2193,0.0
3905,0.0
2948,0.0
3045,0.0
3806,0.0
2890,0.0
2475,0.0
2512,0.0
2419,0.0
3297,0.0
2401,0.0
2317,0.0
2211,0.0
3022,0.0
2609,0.0
2273,0.0
3394,0.0
2095,0.0
2917,0.0
3536,0.0
2714,0.0
2305,0.0
3372,0.0
2043,0.0
2675,0.0
3885,0.0
3957,0.0
3686,0.0
3498,0.0
2191,0.0
2123,0.0
3032,0.0
3425,0.0
3320,0.0
3591,0.0
3693,0.0
3906,0.0
2551,0.0
3554,0.0
3194,0.0
3335,0.0
2196,0.0
2174,0.0
2032,0.0
2894,0.0
3031,0.0
3951,0.0
2581,0.0
2858,0.0
2685,0.0
3656,0.0
2944,0.0
2822,0.0
3953,0.0
3753,0.0
2071,0.0
