,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,1.0,1.0,0.183833,3.0,5.0,2.0
2001,1.0,0.0,0.6714097,2.0,7.0,7.0
2002,4.0,2.0,0.548568,4.0,5.0,11.0
2003,4.0,0.0,0.11516476,3.0,11.0,1.0
2004,0.0,3.0,0.19193816,4.0,2.0,2.0
2005,2.0,0.0,0.8709519,2.0,3.0,5.0
2006,5.0,0.0,0.87375045,3.0,2.0,4.0
2007,1.0,2.0,0.25355196,4.0,5.0,3.0
2008,2.0,3.0,0.42112625,4.0,5.0,1.0
2009,3.0,2.0,0.6583905,3.0,2.0,6.0
2010,1.0,0.0,0.30514407,4.0,13.0,1.0
2011,1.0,1.0,0.63216305,5.0,0.0,3.0
2012,8.0,0.0,0.84775543,5.0,5.0,3.0
2013,3.0,2.0,0.70068574,5.0,0.0,6.0
2014,5.0,0.0,0.2135843,3.0,1.0,4.0
2015,0.0,0.0,0.6043953,5.0,9.0,2.0
2016,2.0,0.0,0.904395,2.0,6.0,6.0
2017,5.0,2.0,0.5850642,3.0,3.0,2.0
2018,0.0,2.0,0.17531252,1.0,1.0,3.0
2019,2.0,2.0,0.14956868,2.0,0.0,2.0
2020,1.0,1.0,0.8167623,2.0,10.0,6.0
2021,3.0,2.0,0.030795932,5.0,1.0,2.0
2022,7.0,0.0,0.5925634,2.0,8.0,9.0
2023,0.0,2.0,0.91334724,5.0,1.0,1.0
2024,4.0,2.0,0.5841067,5.0,3.0,2.0
2025,4.0,2.0,0.41226518,5.0,0.0,4.0
2026,4.0,1.0,0.76257956,2.0,2.0,2.0
2027,3.0,0.0,0.8542427,5.0,1.0,4.0
2028,6.0,2.0,0.8556709,3.0,1.0,2.0
2029,5.0,0.0,0.6027365,5.0,1.0,2.0
2030,4.0,2.0,0.11101079,2.0,8.0,1.0
2031,1.0,1.0,0.94547284,2.0,6.0,1.0
2032,1.0,1.0,0.87318873,2.0,4.0,7.0
2033,6.0,0.0,0.60567915,10.0,10.0,2.0
2034,2.0,3.0,0.51524377,7.0,2.0,3.0
2035,5.0,1.0,0.6651654,3.0,3.0,7.0
2036,1.0,3.0,0.1542412,6.0,7.0,3.0
2037,0.0,1.0,0.5268885,6.0,4.0,4.0
2038,5.0,0.0,0.57276225,2.0,10.0,6.0
2039,4.0,2.0,0.71260786,5.0,2.0,3.0
2040,4.0,0.0,0.07279575,1.0,3.0,2.0
2041,4.0,1.0,0.33672118,2.0,2.0,4.0
2042,0.0,0.0,0.13656521,5.0,0.0,5.0
2043,0.0,2.0,0.93743896,5.0,2.0,3.0
2044,3.0,1.0,0.07993722,4.0,0.0,7.0
2045,4.0,0.0,0.41822946,2.0,1.0,0.0
2046,1.0,2.0,0.15693378,2.0,8.0,7.0
2047,3.0,0.0,0.48480785,0.0,1.0,9.0
2048,1.0,0.0,0.85523283,3.0,12.0,3.0
2049,1.0,1.0,0.6160536,2.0,3.0,3.0
2050,5.0,0.0,0.30812716,3.0,4.0,1.0
2051,0.0,0.0,0.816169,4.0,4.0,5.0
2052,1.0,2.0,0.69765615,4.0,4.0,9.0
2053,0.0,2.0,0.62508166,3.0,0.0,7.0
2054,3.0,1.0,0.013592839,4.0,5.0,7.0
2055,1.0,1.0,0.8694389,6.0,4.0,9.0
2056,2.0,2.0,0.8951069,3.0,6.0,3.0
2057,2.0,0.0,0.72946715,5.0,3.0,4.0
2058,3.0,3.0,0.06898725,3.0,5.0,12.0
2059,5.0,2.0,0.12158847,5.0,6.0,8.0
2060,3.0,1.0,0.06801641,10.0,4.0,7.0
2061,3.0,2.0,0.9960607,3.0,3.0,3.0
2062,3.0,0.0,0.93194795,3.0,0.0,6.0
2063,6.0,2.0,0.47679305,7.0,8.0,0.0
2064,7.0,2.0,0.45712054,2.0,5.0,5.0
2065,5.0,2.0,0.7815975,5.0,5.0,0.0
2066,2.0,0.0,0.31292307,10.0,3.0,2.0
2067,3.0,2.0,0.7373198,2.0,1.0,5.0
2068,4.0,2.0,0.4022367,7.0,15.0,1.0
2069,5.0,1.0,0.8682605,3.0,5.0,7.0
2070,2.0,0.0,0.21482527,7.0,4.0,1.0
2071,1.0,1.0,0.87170386,8.0,13.0,3.0
