,senior-level_skill
3042,0.0
3077,0.0
3779,0.0
3958,0.0
3038,0.0
3192,0.0
2920,0.0
3395,0.0
2194,0.0
2279,0.0
2137,0.0
2078,0.0
2618,0.0
3191,0.0
2104,0.0
3202,0.0
2686,0.0
3241,0.0
3316,0.0
3872,0.0
2834,0.0
3839,0.0
3043,0.0
2380,0.0
3831,0.0
3754,0.0
3680,0.0
3848,0.0
3790,0.0
2516,0.0
2634,0.0
3080,0.0
2325,0.0
2838,0.0
3100,0.0
3539,0.0
2981,0.0
3935,0.0
2443,0.0
3370,0.0
2933,0.0
3308,0.0
3118,0.0
2467,0.0
3289,0.0
3877,0.0
2927,0.0
2181,0.0
3517,0.0
2682,0.0
3431,0.0
2524,0.0
3353,0.0
2932,0.0
3560,0.0
2606,0.0
2829,0.0
3540,0.0
2998,0.0
2946,0.0
2700,0.0
2710,0.0
2301,0.0
2886,0.0
3180,0.0
2978,0.0
3117,0.0
2513,0.0
3942,0.0
2209,0.0
2135,0.0
3957,0.0
2252,0.0
3209,0.0
3024,0.0
3198,0.0
2608,0.0
3068,0.0
2639,0.0
2390,0.0
2089,0.0
2442,0.0
2952,0.0
3881,0.0
2309,0.0
3055,0.0
2210,0.0
2116,0.0
2257,0.0
3607,0.0
3236,0.0
2444,0.0
3901,0.0
2222,0.0
2136,0.0
2109,0.0
3641,0.0
2453,0.0
2791,0.0
3616,0.0
2645,0.0
2716,0.0
3008,0.0
3387,0.0
3323,0.0
3423,0.0
3850,0.0
2326,0.0
3196,0.0
2751,0.0
3748,0.0
3390,0.0
2343,0.0
3896,0.0
3440,0.0
3145,0.0
2416,0.0
2067,0.0
3310,0.0
2809,0.0
3446,0.0
2832,0.0
2931,0.0
2565,0.0
2758,0.0
2044,0.0
2066,0.0
3991,0.0
3166,0.0
3110,0.0
3966,0.0
2265,0.0
2949,0.0
2175,0.0
3105,0.0
3371,0.0
3911,0.0
3075,0.0
2596,0.0
3898,0.0
3514,0.0
2371,0.0
3181,0.0
2609,0.0
3588,0.0
2474,0.0
3789,0.0
2007,0.0
2518,0.0
2872,0.0
2180,0.0
2291,0.0
2614,0.0
3137,0.0
3296,0.0
2930,0.0
3433,0.0
3261,0.0
3493,0.0
3713,0.0
2283,0.0
2925,0.0
2684,0.0
3883,0.0
2731,0.0
2375,0.0
2676,0.0
3917,0.0
3309,0.0
2464,0.0
2786,0.0
2409,0.0
2220,0.0
2745,0.0
3267,0.0
3136,0.0
2270,0.0
3557,0.0
3852,0.0
2580,0.0
2032,0.0
2846,0.0
2085,0.0
2777,0.0
3951,0.0
3088,0.0
2389,0.0
2083,0.0
2420,0.0
3755,0.0
2481,0.0
3632,0.0
2150,0.0
2250,0.0
3056,0.0
2650,0.0
2374,0.0
3747,0.0
2107,0.0
2350,0.0
