,x1,x2
3893,1.5,-0.0
2455,1.2,0.0
2639,0.8,0.0
3370,1.9,0.0
2409,1.5,0.0
3821,1.3,0.0
3891,3.1,3.1
3285,0.6,2.6
3519,2.0,6.1
2013,0.9,-0.0
2632,0.9,2.1
3280,0.7,3.1
3690,2.0,-0.0
3181,1.8,0.0
2007,0.8,2.6
3597,1.0,2.1
3653,1.0,-0.0
2410,0.1,2.6
3316,0.9,3.6
3586,2.6,3.5
3879,2.0,-0.0
2498,1.0,0.0
2480,1.4,-0.0
2357,1.7,0.0
2150,2.2,0.0
2750,1.6,2.6
3376,2.0,0.0
2432,0.9,0.0
3877,0.7,0.0
3381,1.3,0.0
2036,1.5,0.0
3760,1.7,0.0
2579,1.2,0.0
3681,1.0,1.9
2795,0.1,5.2
2482,1.9,3.6
3925,1.6,-0.0
3937,1.8,-0.0
3939,1.1,3.6
3417,0.2,2.6
3102,1.1,2.1
3807,2.1,0.0
3036,1.6,-0.0
2911,1.8,0.0
2070,2.2,0.0
3839,1.0,-0.0
2948,0.5,2.5
2241,0.7,4.7
3288,2.6,-0.0
2268,2.1,-0.0
3408,1.0,2.1
2032,1.4,0.0
2589,0.7,0.0
3611,2.4,-0.0
2358,-0.0,2.3
3486,1.4,-0.0
3933,2.1,3.8
2814,1.4,0.0
3707,0.1,3.6
3069,2.8,4.7
3660,1.6,-0.0
2016,1.4,0.0
2188,1.4,0.0
2598,1.9,0.0
3252,0.8,1.8
3526,1.7,-0.0
3872,-0.0,2.6
3132,1.7,0.0
2602,1.2,-0.0
2574,2.3,4.7
2008,1.5,0.0
3833,0.7,3.1
3932,2.0,-0.0
2276,1.4,-0.0
3448,1.9,-0.0
3984,1.3,0.0
3336,1.4,1.3
3788,1.2,0.0
3008,1.0,0.0
2393,0.9,0.0
2049,1.4,0.0
3849,1.1,-0.0
2903,2.3,0.0
3179,2.6,0.0
2304,1.9,0.0
2630,2.1,2.7
2122,2.2,0.0
2927,1.0,0.0
3020,1.6,-0.0
2487,1.3,0.0
3842,1.7,0.0
2838,2.6,0.0
3733,1.4,0.0
3284,1.3,-0.0
3444,2.1,0.0
2043,1.5,3.1
3455,1.8,-0.0
3752,2.6,1.3
3294,1.9,-0.0
2883,1.0,-0.0
3245,1.4,2.6
2183,1.0,0.0
3314,1.7,0.0
3536,2.0,-0.0
2554,1.4,-0.0
2473,1.3,-0.0
2934,1.8,-0.0
3375,1.7,-0.0
3210,1.3,3.1
2914,1.0,-0.0
2380,0.1,1.8
2086,2.7,4.2
2010,2.4,-0.0
2168,2.2,0.0
3731,2.6,3.3
2597,1.8,2.1
3009,3.1,-0.0
3737,1.1,4.2
2689,2.3,0.0
2837,2.1,2.8
2643,1.0,0.0
3808,0.5,1.9
2969,1.2,-0.0
2430,1.7,-0.0
2987,0.4,4.2
3697,1.3,-0.0
2147,0.7,4.7
3021,1.7,-0.0
3122,2.0,-0.0
3096,1.1,0.0
3468,1.3,-0.0
3130,1.0,0.0
3472,2.3,-0.0
2343,1.3,3.1
2550,2.8,2.6
3133,1.9,-0.0
3287,1.1,0.0
2207,2.1,-0.0
2759,0.7,3.1
3025,1.3,2.1
3475,2.6,0.3
2143,1.2,0.0
2888,1.1,3.1
2777,1.1,0.0
3126,0.1,3.1
2489,-0.0,4.2
3825,0.1,5.7
3209,2.0,-0.0
3743,2.1,-0.0
3152,2.1,0.0
2319,1.3,2.3
3203,1.8,3.6
3029,1.4,-0.0
2744,1.6,0.0
3846,1.4,-0.0
3388,2.6,2.7
3695,2.1,0.0
2302,1.1,4.7
3621,2.0,-0.0
3090,1.4,0.0
3225,2.8,0.0
2105,1.1,-0.0
3378,1.0,1.3
2881,0.8,-0.0
3437,2.1,-0.0
2997,0.5,3.3
2155,1.9,-0.0
3723,1.5,-0.0
3841,-0.0,4.7
2199,1.3,2.5
3108,0.7,2.1
3684,1.5,-0.0
3982,1.3,0.0
2645,1.9,0.0
2113,2.0,0.0
2267,1.0,0.0
2558,2.6,0.0
3813,2.1,-0.0
2541,1.2,-0.0
2152,2.4,-0.0
3712,1.1,0.0
2452,1.2,-0.0
2485,1.5,3.6
3301,0.9,4.1
2060,1.9,4.7
3086,2.3,3.1
2743,1.9,0.0
2860,1.8,-0.0
3641,0.9,-0.0
2474,2.1,0.0
3631,2.0,-0.0
2123,1.2,-0.0
2900,-0.0,2.6
3490,1.5,0.0
3230,1.1,0.0
2949,1.3,2.1
3099,1.4,0.0
2281,1.1,0.0
2496,0.3,1.8
3500,1.5,-0.0
