,x1,x2
3606,3.6,3.4
3365,0.7,1.9
3274,2.7,2.2
3417,1.3,4.6
3082,1.7,1.8
3374,2.5,2.2
3111,0.9,1.7
3635,2.1,1.8
3375,1.9,1.1
2547,2.8,1.9
2941,0.9,1.3
3415,1.8,1.6
2118,2.1,0.1
3148,2.4,5.2
2574,0.9,4.9
2207,2.8,4.7
2768,1.8,1.9
2457,2.6,2.8
2935,2.1,1.6
3518,1.0,0.5
3056,1.1,2.5
3855,2.0,1.5
2449,3.3,0.3
2937,0.5,2.0
2468,2.1,1.9
2133,3.1,3.3
2044,1.2,2.6
2506,2.2,2.8
3439,1.3,3.0
3349,2.8,5.6
2309,0.9,1.3
2505,2.0,4.0
3152,0.7,1.3
3611,1.5,2.8
2552,1.8,1.1
2357,0.4,2.6
3356,2.6,0.2
2599,1.4,0.6
3551,0.9,3.7
3491,1.0,5.9
3011,1.6,2.2
3308,2.8,3.2
2043,0.9,1.7
2418,3.9,-0.0
2348,0.7,2.4
3222,2.1,1.6
3589,1.8,2.1
3058,2.1,0.4
2478,1.2,3.4
3238,0.0,2.0
2292,-0.0,1.4
3847,1.4,1.9
3816,1.0,2.7
2881,0.3,3.1
2758,0.2,2.2
3706,1.3,2.0
3620,0.8,2.1
3786,0.2,1.3
2277,0.8,1.4
2718,1.0,2.4
2892,2.2,2.6
2382,1.8,2.2
2345,1.4,0.3
3023,1.6,2.6
3251,0.5,1.0
2113,1.3,1.9
3038,2.0,2.5
2570,1.5,0.8
2341,2.2,1.4
3698,2.3,3.2
2741,2.6,2.5
3947,1.0,3.5
2597,-0.0,0.8
3933,1.0,1.7
2720,1.5,2.8
2997,1.5,2.0
2391,2.4,4.6
3852,1.0,2.9
2503,0.1,2.3
2591,0.5,2.1
2197,1.0,2.6
2278,2.0,2.5
3120,0.2,1.4
2412,2.2,1.3
3690,0.8,2.6
3158,2.1,2.3
3444,1.8,0.7
3048,0.1,3.1
3137,1.4,5.7
2254,0.2,0.5
2240,1.5,4.7
3325,2.6,1.3
2709,2.1,2.0
3141,1.8,3.1
3857,2.7,1.8
3523,1.8,1.3
2466,1.3,3.1
2750,2.7,0.5
3443,0.8,1.3
3118,0.9,2.4
2492,2.7,2.9
2469,1.0,1.7
3700,3.8,4.5
3529,1.9,2.6
2665,1.9,2.5
2454,1.8,2.6
2389,1.3,3.2
2965,1.1,1.5
2687,1.7,3.5
3978,1.5,1.0
3358,0.5,1.8
3224,2.1,1.9
3876,0.7,1.8
3473,0.8,2.1
3822,0.6,2.8
2431,2.0,4.5
3305,0.4,4.1
2890,3.0,4.1
2527,1.3,3.7
2040,1.7,1.8
3528,1.5,2.7
3713,2.9,4.5
2766,2.1,1.6
2952,1.3,1.8
2806,1.1,3.6
2755,0.4,1.5
2803,1.0,3.0
3501,1.7,1.2
3462,0.5,1.5
3654,1.0,1.0
3177,2.0,5.1
2005,0.8,1.1
2797,0.9,1.6
3505,0.5,1.9
2004,1.2,2.0
3702,2.0,1.8
2807,0.8,2.8
2971,2.2,2.0
3684,2.6,4.2
3275,0.1,1.0
3281,1.8,3.1
2174,1.8,2.0
3427,2.7,1.8
2137,1.4,2.2
3866,1.5,2.0
2757,1.4,2.1
2155,0.5,2.7
2167,0.6,0.3
2959,2.0,1.8
3216,0.4,3.1
2664,2.8,0.4
3552,1.8,2.7
3880,1.5,1.3
2434,2.1,1.1
3369,1.5,1.0
2559,1.4,1.0
2600,2.1,4.1
2601,1.1,3.3
2594,1.0,1.6
3000,2.4,1.7
3731,1.9,1.3
3774,2.0,1.0
2529,1.4,2.5
2793,1.2,0.2
3800,1.9,1.0
2643,2.6,2.5
2533,0.3,1.0
2054,-0.0,2.7
3409,1.3,3.8
3013,0.9,1.4
2649,-0.0,3.7
3931,1.6,2.2
2249,1.1,4.2
2290,1.4,2.5
2334,1.4,2.0
2729,3.2,3.5
2286,2.5,2.5
3914,0.1,3.0
2815,1.2,2.1
3666,0.9,3.6
2622,1.2,2.1
2580,1.1,1.9
3182,0.7,0.8
3941,1.3,1.4
3200,0.7,1.1
3864,3.0,1.9
2494,0.8,1.3
2609,1.3,1.0
2191,1.9,1.5
2011,1.8,2.5
2641,0.6,2.4
2098,2.0,3.8
2924,0.3,1.0
2551,1.2,1.9
3590,2.3,1.6
3449,1.0,1.0
2220,0.5,4.7
2321,1.0,2.1
3499,3.1,5.0
2371,1.0,3.0
