,x1,x2
3231,1.8,2.2
3310,0.9,0.5
3802,0.4,0.7
3574,0.9,2.1
2946,1.4,0.3
2871,1.3,1.9
3598,1.5,1.5
3759,1.4,1.2
2391,0.3,2.8
3965,1.9,0.0
2848,0.3,4.7
2740,2.0,2.2
3123,2.6,1.3
3919,2.1,0.0
3704,0.9,4.1
3808,1.7,1.6
3999,1.5,2.0
2972,-0.0,3.0
3253,2.2,0.9
3072,-0.0,1.9
3786,0.3,2.6
2531,0.3,0.9
2551,0.5,3.6
2559,2.6,1.5
3127,1.8,4.6
3958,1.1,1.6
2639,0.5,1.3
3002,0.9,3.0
2708,1.9,3.3
3179,0.2,1.4
2883,-0.0,3.2
3152,1.4,0.2
2407,1.6,1.8
3319,1.1,1.7
3145,1.3,-0.0
2905,1.3,1.9
2166,1.6,2.8
2834,0.2,3.1
2080,1.8,0.7
2473,0.7,2.9
2352,0.9,2.1
3970,2.4,3.2
3763,1.4,2.1
3705,1.8,5.2
2389,0.2,1.0
3649,0.4,0.8
2417,3.1,0.7
2895,1.1,0.8
3648,1.2,0.9
2393,2.1,2.5
3767,1.4,1.9
2030,2.8,1.7
2793,2.3,2.0
3732,2.7,1.4
3512,1.3,2.8
2882,2.0,2.5
2191,1.5,0.9
3722,0.5,3.5
2250,1.1,2.1
2672,1.8,4.2
2698,2.1,0.4
3239,3.2,3.6
2049,2.0,1.1
2455,0.5,0.3
3981,2.9,3.8
2640,1.8,4.1
2231,1.7,0.8
3500,1.1,2.1
3437,0.7,4.1
2173,1.1,0.9
2078,1.1,1.4
3164,0.9,0.8
3612,2.2,4.2
2530,0.9,2.5
3549,0.4,0.4
3810,-0.0,3.0
3263,1.4,2.0
2506,1.3,2.3
3034,0.9,1.3
3557,1.3,1.8
2150,1.4,0.8
2082,-0.0,1.5
3322,3.6,2.3
2227,2.2,1.9
3069,1.3,0.5
3997,1.3,2.5
2886,1.0,1.3
3561,1.9,3.1
3101,0.9,2.2
2168,0.4,2.0
2692,0.9,0.2
2975,1.4,1.3
2728,1.8,0.8
3409,0.1,2.4
3941,1.3,2.6
3485,1.3,0.4
3261,2.1,1.4
3975,1.9,2.1
3390,1.1,1.8
2581,0.8,2.2
2222,0.2,2.9
2794,0.1,2.0
3068,1.4,0.5
2548,0.5,1.5
3104,1.5,3.8
3839,1.5,0.9
3593,2.1,3.3
3568,1.5,2.2
2950,0.2,1.3
2801,1.5,6.7
2496,1.9,3.4
3077,0.3,2.1
3900,0.2,2.3
2934,0.5,2.5
3128,0.2,2.1
3968,1.3,1.1
3328,0.9,2.8
2930,0.9,0.2
3721,0.8,2.1
2540,1.1,4.0
2695,0.9,1.0
3243,2.7,3.1
2541,0.7,4.1
3878,2.2,2.7
2201,3.0,3.3
3956,1.7,1.9
3262,3.3,5.2
3227,0.3,3.8
2325,0.3,2.6
3730,2.9,1.0
3136,2.5,3.0
3274,2.3,0.8
3465,1.1,1.2
2729,0.1,4.0
2979,3.0,5.0
2459,1.0,1.5
2319,2.0,0.4
3440,1.6,0.9
2448,0.1,2.8
2112,1.1,1.2
3857,1.9,1.4
2552,2.6,1.9
2830,0.1,1.5
2743,1.6,3.5
3359,3.5,3.7
2203,0.7,1.6
3480,0.4,1.1
3057,1.1,0.3
3163,1.1,4.4
2936,2.9,2.9
2340,0.3,1.4
3792,2.0,4.4
2089,0.7,0.9
2845,1.7,1.9
3754,1.5,1.0
3607,1.4,1.8
3606,1.8,1.7
2622,2.1,3.0
2101,2.6,3.3
3771,1.8,2.0
3629,1.2,3.0
2397,2.5,2.5
2947,2.9,1.8
3577,0.9,2.6
2736,1.9,2.6
2471,0.7,3.1
3957,2.5,4.0
2264,3.6,2.5
2331,1.4,3.1
3149,2.4,2.8
3907,1.7,1.9
2770,0.2,2.5
3562,0.4,3.7
3928,1.1,3.2
2721,0.6,3.1
3431,0.5,1.4
3249,0.5,1.3
3736,0.1,0.9
3396,2.3,1.5
3041,0.8,3.0
3019,1.1,2.1
2283,1.6,4.1
3745,2.0,2.5
2257,2.6,3.3
3192,1.6,3.0
3039,0.3,2.5
3838,0.0,1.8
3456,1.3,0.6
2720,1.8,4.1
2263,1.0,0.4
2795,1.9,2.5
3741,2.1,4.0
3696,2.1,0.6
2817,-0.0,0.9
2182,1.5,2.0
3906,0.8,1.8
3184,1.1,3.2
2347,0.9,0.9
3547,2.8,-0.0
3915,1.1,0.4
