,u_x1,u_x2,u_y,u_x3
2000,-1.4692721,1.7362534,0.51744664,0.51108
2001,1.3712454,0.9879901,0.88441527,0.5451528
2002,-0.5852985,-0.15910245,0.23556769,0.82577795
2003,0.24411136,0.57564133,0.46334934,1.0929273
2004,1.3684002,1.0292442,0.36935413,0.58457357
2005,1.5250169,-1.3496372,0.26154745,1.5549725
2006,1.2144319,0.5387009,0.52741706,1.0626547
2007,-1.8472317,0.16447583,0.5617831,-0.108671635
2008,-0.51251864,-1.6025873,0.69848144,0.9763593
2009,-0.029378101,-0.1216507,0.40164983,0.6133483
2010,-1.7657193,-0.83200675,0.6382922,-0.79633164
2011,1.3421469,0.8858895,0.88209045,1.5889657
2012,0.46373725,1.7146727,0.79169345,-0.7117801
2013,-0.73919415,0.6179549,0.5538918,-2.1265287
2014,0.69472814,1.8309828,0.074843645,1.4526654
2015,0.27907187,-0.32264322,0.26675916,0.76638925
2016,-0.6929983,-0.27089795,0.75337803,-1.0360377
2017,1.5329006,-0.34485844,0.78679836,0.052587066
2018,1.5144506,-0.03903217,0.43096232,-0.4923056
2019,1.0670892,-1.349898,0.76600957,0.30533502
2020,0.14386909,-0.5969419,0.8917377,1.2544931
2021,-0.16882119,1.0435771,0.43342614,0.7008392
2022,0.70415723,-1.4705045,0.71469533,0.5544628
2023,0.1326238,1.5707132,0.6300317,-0.43580177
2024,-0.4784406,-1.0378609,0.74767756,-0.3186069
2025,-0.017149962,-1.5805881,0.96590734,0.21949427
2026,0.31276926,0.6754888,0.47968233,0.79442215
2027,-0.13709645,-1.0176704,0.016672969,0.2388646
2028,-1.5781752,0.45178604,0.16742635,0.8348966
2029,-0.370829,0.23434612,0.8481399,-0.072760284
2030,0.05221034,-1.089965,0.9006138,2.2518127
2031,-0.57874984,-0.5779554,0.011222124,-0.08879051
2032,-0.86049414,-2.1645143,0.51372516,-0.30878326
2033,-1.6000993,0.0389441,0.23149228,-0.8087307
2034,1.7063737,-0.053748846,0.21893716,-1.3460251
2035,0.38349083,-0.27539605,0.5653409,0.83094215
2036,1.0014473,0.060199797,0.29204237,0.9214736
2037,0.17951189,-0.042937953,0.8398446,1.1038779
2038,-1.2368958,-1.7099371,0.16078126,-0.40546873
2039,-0.15234734,1.72056,0.7677512,0.48830453
2040,1.9701337,0.14336762,0.9738951,-0.68470764
2041,0.029034467,0.26269883,0.96136343,-1.524084
2042,-0.5205114,-0.46921057,0.7610811,-0.23889953
2043,1.3641366,-1.1217026,0.15674376,-0.41290227
2044,-0.7505264,1.143089,0.3457358,-0.41875064
2045,-0.5823667,0.32544965,0.19902742,1.4201297
2046,-1.0601305,0.78421867,0.70860064,-0.18466252
2047,-0.56362194,0.9312563,0.8842685,1.1753422
2048,-0.78802145,-0.71824384,0.6347215,0.78145003
2049,1.0816723,0.27931017,0.8876008,-0.09069204
2050,1.2275978,-0.633459,0.4850124,-0.665474
2051,-0.18078393,0.7339464,0.3662473,-1.6205938
2052,-0.2784016,-0.47179273,0.35001636,0.33691317
2053,0.77683914,-1.9940424,0.11878598,0.4637978
2054,-0.14993964,-0.04150207,0.6355095,1.1693153
2055,2.0122786,0.24553943,0.3052764,-1.3218001
2056,-1.2995384,-1.386706,0.03186226,0.35427156
2057,-0.9743664,0.40648937,0.19793785,0.75754803
2058,0.7905142,0.62426805,0.12848258,0.58795273
2059,0.70307523,0.66817844,0.51786005,0.30672315
2060,-2.1403172,0.31694546,0.74211085,0.28864467
2061,1.4630281,-1.7908468,0.12788689,-1.6426649
2062,-0.64032406,0.5199629,0.18503714,0.60991526
2063,0.71326476,-0.6225133,0.5747894,-0.27381015
2064,-0.7089624,1.1104401,0.9163574,2.0105188
2065,-1.1064559,0.14470094,0.19747579,-0.0826144
2066,1.9103593,1.200598,0.3558607,0.31326696
2067,0.16965947,-0.24235283,0.07765579,-0.8692522
2068,0.05069724,0.45965812,0.31421137,0.051884193
2069,0.58763564,0.7510848,0.14654589,1.3859518
2070,2.3464065,-1.1841108,0.09583509,0.72305995
2071,0.85746944,1.503575,0.28073573,-0.08371034
2072,-1.2867959,-1.9219676,0.87740564,0.1086775
2073,-0.03998553,-0.04415438,0.9858525,0.24649358
2074,0.7998696,0.54172206,0.47676122,1.5655624
2075,-0.35859954,-0.021854185,0.39651954,-0.3989776
2076,0.5930243,0.103890724,0.32974005,0.66528255
2077,-1.078214,0.6938006,0.070355535,0.80300146
2078,-0.8590083,1.2396549,0.794011,-0.8474821
2079,0.54495656,0.16415024,0.46517456,-0.64209485
2080,0.10385588,-0.57800627,0.83820736,1.9479564
2081,-1.2244366,-0.44234523,0.54422545,-0.9571004
2082,2.7803285,1.1169318,0.82024586,0.7442585
2083,-0.31658933,-0.056516178,0.13703251,0.42030627
2084,-1.0916629,1.0315264,0.323148,-0.31166035
2085,0.89984065,0.8272089,0.9327171,-1.7281592
2086,1.4561538,1.1864891,0.08602595,0.3150966
