,x1,x2
2834,2.1,1.4
2918,0.0,2.3
3424,1.6,1.4
2740,1.6,1.3
3897,2.1,3.7
2734,1.5,1.5
3832,1.5,1.0
3552,0.6,2.1
3932,0.5,2.7
2974,2.6,5.1
2565,0.9,1.7
2222,1.1,1.4
2566,1.2,2.3
3442,2.0,2.0
2901,-0.0,3.1
2723,0.3,1.5
3792,0.4,1.6
2915,2.3,3.6
2746,1.8,3.3
2945,1.4,2.1
2349,2.0,1.0
3452,1.9,1.3
3878,0.5,2.0
3229,0.4,2.1
3221,0.6,3.5
3246,1.1,3.3
2040,2.3,3.2
3940,1.0,2.0
2398,2.0,1.8
2436,1.6,3.3
3012,1.7,1.3
3287,-0.0,2.5
2058,1.7,3.6
2563,0.0,1.8
2684,0.3,0.7
2439,3.8,1.8
3336,0.4,1.8
3962,1.3,0.1
2676,2.3,0.9
3657,1.8,0.5
3956,2.1,0.7
3592,1.0,3.5
2241,1.4,2.8
2679,0.4,1.8
3385,0.1,0.9
2705,1.6,1.6
3307,3.1,0.9
2706,1.4,1.8
3566,1.8,2.7
3078,1.2,1.3
3524,1.5,1.3
2557,0.8,1.8
3935,1.9,3.1
3803,0.5,2.0
3591,1.5,2.0
3042,2.5,2.0
3061,2.6,4.2
3286,3.3,3.5
3617,2.3,1.3
3348,0.5,3.0
3554,1.5,3.8
3968,1.9,4.1
2309,1.3,1.6
3170,1.4,3.3
3690,1.3,3.0
2545,1.1,1.7
3285,2.4,3.6
3156,1.8,4.1
3147,2.5,1.0
2907,1.4,2.5
3761,2.0,2.5
3222,2.5,3.3
3919,1.5,3.7
2196,2.3,2.3
2150,2.1,2.8
3538,0.4,2.3
3172,2.0,2.3
3310,2.1,2.1
3788,0.2,3.7
2753,1.3,1.4
3616,1.3,4.2
2704,1.4,1.3
2117,2.1,1.2
3469,0.9,2.6
2904,0.6,1.8
2367,2.2,2.6
2375,1.1,1.6
3546,1.5,2.3
2179,0.9,1.7
3052,1.0,0.9
3368,2.1,0.8
2872,2.2,2.3
3334,1.8,3.4
2548,0.2,2.1
3662,-0.0,1.3
3598,1.5,1.9
2782,1.5,2.1
2371,1.3,1.4
3819,2.7,4.2
2076,1.1,1.4
2899,1.6,3.5
3879,1.0,1.9
2728,1.7,2.8
3590,2.0,1.4
3226,2.0,2.1
2661,0.5,3.4
3625,3.1,5.2
2564,3.8,2.6
3084,1.3,1.1
2703,0.7,1.3
2503,0.9,1.0
3227,1.2,0.5
2001,1.4,2.7
2766,1.2,3.8
3784,1.8,2.5
2510,2.1,3.6
2747,0.1,1.7
3777,2.0,1.9
2586,2.1,3.7
2831,0.5,0.5
3526,1.3,0.6
2624,1.8,1.6
2168,2.5,2.5
3629,-0.0,3.8
3351,1.9,3.3
3319,2.3,2.2
3111,2.3,2.6
2082,1.8,0.5
3594,1.5,3.5
3370,1.5,1.4
2882,1.9,0.2
2028,0.6,0.8
2938,3.5,0.2
3043,0.3,3.1
3284,0.7,2.2
2940,1.5,4.0
2286,1.0,2.5
3543,1.4,3.6
3400,0.6,2.3
3854,2.7,1.6
2486,3.1,2.1
2663,1.3,3.5
2256,2.5,2.5
2107,1.1,3.3
3769,2.6,1.6
3118,1.3,4.2
2447,1.9,1.5
2416,0.8,2.6
3182,0.9,2.5
2402,2.1,1.8
3072,0.6,3.1
2525,0.4,2.9
2063,0.9,2.3
2627,2.2,1.9
2015,2.1,3.3
2961,1.5,3.6
3989,2.1,3.5
2659,2.8,0.7
2847,1.5,0.0
3253,2.2,2.1
3770,1.3,3.5
2111,0.9,2.2
3313,1.2,4.7
3601,0.9,0.7
2328,0.5,3.2
3345,2.3,3.7
3499,1.6,2.9
2650,1.0,2.7
2434,1.8,1.1
3849,1.5,1.9
3931,2.0,1.5
3537,1.9,0.5
3160,1.0,2.4
2061,1.0,2.1
3263,1.2,1.8
3409,0.3,3.1
2285,1.7,3.0
3288,0.9,1.7
3004,1.8,1.9
2305,1.8,1.0
2866,1.9,3.9
2245,1.7,2.6
3436,2.0,2.0
2364,1.1,2.4
3857,1.9,0.9
2146,1.9,2.0
3271,0.4,0.8
3322,2.6,2.7
2410,2.4,4.2
2629,0.3,1.7
3103,1.4,1.7
3567,0.9,1.3
2505,2.6,2.6
3850,1.3,2.3
2154,0.9,3.8
2476,1.4,2.3
3406,1.0,2.3
3208,0.5,2.5
2680,1.5,2.2
2696,0.8,2.3
