,senior-level_skill
3048,0.0
2880,1.0
3421,1.0
2741,1.0
3551,1.0
3564,1.0
3009,1.0
3230,1.0
3562,1.0
2567,1.0
2659,1.0
3065,1.0
2661,1.0
3361,1.0
3604,1.0
3400,1.0
2048,1.0
3966,1.0
2704,1.0
2224,1.0
3971,1.0
3364,1.0
3863,1.0
3859,1.0
2824,1.0
2772,1.0
2874,1.0
3612,1.0
2808,1.0
3518,0.0
2942,1.0
2354,1.0
2809,1.0
3460,1.0
3652,1.0
3304,1.0
3943,1.0
3323,1.0
3837,1.0
2238,1.0
3559,0.0
2794,1.0
2388,1.0
2195,1.0
3255,1.0
3121,0.0
3829,1.0
2937,1.0
3832,1.0
2322,1.0
3392,1.0
2125,1.0
2984,1.0
2004,1.0
2669,1.0
2892,1.0
3082,1.0
2355,1.0
2417,1.0
3625,1.0
2692,1.0
3958,1.0
2394,1.0
2907,1.0
2532,1.0
3275,1.0
2097,1.0
2611,1.0
2311,0.0
3879,1.0
2878,1.0
3162,1.0
2353,1.0
3428,1.0
2060,1.0
2448,1.0
3310,1.0
2822,1.0
2309,1.0
3900,0.0
3208,1.0
2627,1.0
2734,1.0
2630,1.0
2105,1.0
2084,1.0
3363,1.0
2678,1.0
3235,1.0
2285,1.0
3099,1.0
2516,1.0
3784,1.0
3878,1.0
2901,1.0
2775,1.0
3813,1.0
2039,1.0
3414,1.0
2554,1.0
3808,0.0
2558,1.0
3748,1.0
3797,1.0
3942,1.0
3566,1.0
3485,1.0
2369,1.0
2441,1.0
2268,1.0
3145,1.0
2280,1.0
2505,1.0
3085,1.0
3025,1.0
3178,1.0
3513,1.0
2172,1.0
2129,1.0
3944,0.0
3301,1.0
2412,1.0
2032,1.0
3435,1.0
2952,1.0
3263,1.0
3633,1.0
2050,1.0
3754,1.0
3393,0.0
2519,1.0
3334,1.0
2296,1.0
3314,1.0
3409,1.0
3811,1.0
3109,1.0
2773,1.0
3497,1.0
3764,1.0
3046,0.0
2853,1.0
2444,1.0
2114,1.0
3072,1.0
3531,1.0
2349,1.0
2070,1.0
3533,1.0
2595,1.0
2254,1.0
3070,1.0
3912,1.0
3618,1.0
2828,1.0
2925,1.0
2619,1.0
2190,1.0
3138,1.0
3244,1.0
2327,1.0
2455,1.0
2337,1.0
3182,1.0
2232,1.0
3300,1.0
3382,1.0
2175,1.0
3679,1.0
3180,1.0
2783,0.0
3872,1.0
2305,1.0
3372,1.0
3785,1.0
2343,1.0
2330,1.0
2198,1.0
3598,1.0
3629,1.0
2290,1.0
2503,1.0
2458,1.0
3469,1.0
3130,1.0
3599,1.0
2718,1.0
2094,1.0
2496,1.0
3717,1.0
3860,1.0
3097,1.0
3188,1.0
2272,1.0
3352,1.0
3134,1.0
3550,1.0
3871,1.0
2432,1.0
2434,1.0
