,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.8650000095367432,0.20999999344348907,0.98,0.935,"[1.0, 1.0]",300.0,0.5,individualized,improvement,9,"[[-0.08085015773200778, -0.14612377302309432, 1.1238069421980599], [-0.6966829054118361]]",0.9729999303817749,2.3775
1,1.0,0.85,0.85,0.20999999344348907,0.18000000715255737,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,9,"[[-0.08085015773200778, -0.14612377302309432, 1.1238069421980599], [-0.6966829054118361]]",0.9039999842643738,2.025
2,1.0,0.85,0.85,0.14499999582767487,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,9,"[[-0.08085015773200778, -0.14612377302309432, 1.1238069421980599], [-0.6966829054118361]]",0.909000039100647,2.3035
3,1.0,0.85,0.85,0.8450000286102295,0.1850000023841858,0.91,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,9,"[[-0.08085015773200778, -0.14612377302309432, 1.1238069421980599], [-0.6966829054118361]]",0.9070000648498535,3.1460000000000004
4,1.0,0.85,0.85,0.1550000011920929,0.1550000011920929,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,9,"[[-0.08085015773200778, -0.14612377302309432, 1.1238069421980599], [-0.6966829054118361]]",0.9030000567436218,2.301
5,1.0,0.85,0.85,0.8450000286102295,0.18000000715255737,0.975,0.91,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.04765353749432583, 0.08749432933246765, 0.973448970412345], [-0.5311101277523275]]",0.9750000238418579,2.3369999999999997
6,1.0,0.85,0.85,0.27000001072883606,0.1599999964237213,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.04765353749432583, 0.08749432933246765, 0.973448970412345], [-0.5311101277523275]]",0.7050000429153442,2.0815
7,1.0,0.85,0.85,0.1599999964237213,0.16500000655651093,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.04765353749432583, 0.08749432933246765, 0.973448970412345], [-0.5311101277523275]]",0.6699999570846558,2.51
8,1.0,0.85,0.85,0.8650000095367432,0.15000000596046448,0.955,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.04765353749432583, 0.08749432933246765, 0.973448970412345], [-0.5311101277523275]]",0.9420000314712524,3.3555
9,1.0,0.85,0.85,0.1899999976158142,0.1899999976158142,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.04765353749432583, 0.08749432933246765, 0.973448970412345], [-0.5311101277523275]]",0.6699999570846558,2.349
10,1.0,0.85,0.85,0.8450000286102295,0.14000000059604645,0.965,0.91,"[1.0, 1.0]",300.0,0.5,individualized,improvement,7,"[[-0.17293025301816342, -0.012196502721565968, 1.085863448540839], [-0.4720986119250372]]",0.9710000157356262,2.5105
11,1.0,0.85,0.85,0.1899999976158142,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,7,"[[-0.17293025301816342, -0.012196502721565968, 1.085863448540839], [-0.4720986119250372]]",0.4959999918937683,2.1895
12,1.0,0.85,0.85,0.14000000059604645,0.13500000536441803,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,7,"[[-0.17293025301816342, -0.012196502721565968, 1.085863448540839], [-0.4720986119250372]]",0.4580000042915344,2.1285
13,1.0,0.85,0.85,0.8100000023841858,0.14499999582767487,0.95,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,7,"[[-0.17293025301816342, -0.012196502721565968, 1.085863448540839], [-0.4720986119250372]]",0.9389999508857727,3.1189999999999998
14,1.0,0.85,0.85,0.1599999964237213,0.1599999964237213,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,7,"[[-0.17293025301816342, -0.012196502721565968, 1.085863448540839], [-0.4720986119250372]]",0.4619999825954437,2.1260000000000003
15,1.0,0.85,0.85,0.8600000143051147,0.18000000715255737,0.965,0.89,"[1.0, 1.0]",300.0,0.5,individualized,improvement,6,"[[0.014368964040119545, -0.026506265598751817, 1.0552150378732679], [-0.6060859414633307]]",0.9599999189376831,2.3810000000000002
16,1.0,0.85,0.85,0.2549999952316284,0.1899999976158142,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,6,"[[0.014368964040119545, -0.026506265598751817, 1.0552150378732679], [-0.6060859414633307]]",0.7599999904632568,2.2905
17,1.0,0.85,0.85,0.1899999976158142,0.1899999976158142,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,6,"[[0.014368964040119545, -0.026506265598751817, 1.0552150378732679], [-0.6060859414633307]]",0.6939999461174011,2.165
