,u_x1,u_x2,u_y,u_x3
2000,1.3421887,-1.0470114,0.71283853,2.183422
2001,-0.9670094,0.9098332,0.44430685,0.42884684
2002,0.68688303,-0.06364889,0.054466724,1.2173707
2003,0.49037325,-1.2676075,0.3481946,-0.798782
2004,0.26409376,1.0034109,0.35258687,-2.2048867
2005,0.5261412,-1.1765941,0.28834832,-0.49516502
2006,-0.8202971,-0.4184959,0.090610266,0.6369357
2007,1.4191384,-0.04173385,0.10438216,1.7838205
2008,-0.86181206,-0.55196935,0.70703244,-0.15782523
2009,1.024904,-0.46138328,0.5563139,-0.28468576
2010,0.5825336,0.9230963,0.46526337,-0.6331767
2011,-0.51852757,-0.26790938,0.033603787,0.648586
2012,-1.6898898,0.37841624,0.7271303,1.1771237
2013,0.7504158,0.33146667,0.17432141,0.40825915
2014,-0.3811671,-0.48684278,0.13401866,-1.3635038
2015,1.7086192,0.23651229,0.41651034,1.2272755
2016,0.6758485,-2.6571677,0.09037733,2.3149614
2017,0.15220147,0.9778036,0.22041047,0.073921755
2018,1.1815988,-1.5924151,0.93666923,-1.1743183
2019,-1.530994,-1.2875081,0.7461765,0.16830426
2020,-0.35646155,0.9315482,0.57176375,-0.68088233
2021,0.47525793,-0.06755381,0.039017558,0.77382195
2022,0.0026003513,0.763493,0.056507707,0.3334467
2023,-0.19228956,-0.97715914,0.31527913,0.21354908
2024,-1.4452041,0.10442252,0.72142696,1.2746235
2025,0.32966402,0.8207781,0.45853984,-0.94733894
2026,0.9707651,-0.21127476,0.59249413,0.3636566
2027,-0.0027517008,0.45149222,0.79749215,-1.1379347
2028,-2.2859507,0.4300422,0.70015323,0.27180183
2029,-1.3975971,-0.18844531,0.16081929,-1.891597
2030,1.1631109,1.0342268,0.032782674,-0.5196942
2031,-0.36679667,2.48347,0.84027135,0.8370406
2032,-0.8998382,-0.44634464,0.10563719,1.6936426
2033,-0.33632228,1.4606456,0.6796329,-0.09408817
2034,0.7968063,-1.1995631,0.13783371,-0.67818147
2035,-0.03323857,-0.774041,0.014968038,-0.11454512
2036,0.90110594,0.37206557,0.7186202,0.19402835
2037,1.298362,0.7476488,0.38463664,0.27998877
2038,0.72571623,-0.3320017,0.82790446,0.3674838
2039,-1.9576944,0.82558763,0.09892273,0.046180453
2040,-1.4061553,-1.7046739,0.25183833,0.74230057
2041,0.8160032,-1.6480894,0.8967682,-1.5009452
2042,-0.87010753,-0.044878226,0.71429193,0.5457079
2043,1.5650394,-1.5318725,0.20851052,1.1602588
2044,-0.47202286,-0.25373128,0.68286896,-1.0441265
2045,-0.37807485,-0.8076906,0.2625774,-0.2595417
2046,0.08487941,1.1190693,0.68860483,-0.92531246
2047,1.1142861,-1.4084148,0.4687996,-0.7453917
2048,-0.2611602,-0.2598974,0.027093291,-1.1056533
2049,1.5283096,0.6043068,0.6033608,-1.2359077
2050,-1.0487831,-0.34132215,0.57079136,0.8432373
2051,1.0782822,-1.9204142,0.33766782,2.4294298
2052,-0.20878388,-0.48244494,0.2071824,-0.008936655
2053,1.2120516,-1.6499655,0.22132576,1.2132416
2054,0.591198,1.003287,0.8156626,-0.53190273
2055,-1.769596,-0.43662924,0.2351191,-0.20993109
2056,-0.04144166,-0.7572843,0.097426295,-0.20734079
2057,-0.84985125,-0.70953375,0.8556906,0.6657255
2058,0.94394755,-0.43491408,0.3541832,-1.1089548
2059,-1.8096765,1.1374577,0.29427218,-0.9910804
2060,-0.8325674,0.57576764,0.1494869,-0.41534206
2061,-0.14518392,2.5236595,0.26418102,-0.9592265
2062,-0.19150124,-0.8463303,0.42060554,0.004033767
2063,-0.40683943,1.4882822,0.8207817,-0.71124893
2064,0.87932384,-1.5307423,0.8234062,1.9903936
2065,1.7286776,-0.7207115,0.6132562,0.6781294
2066,0.17474665,-0.17803216,0.68004405,-0.91292375
2067,0.26907992,0.12283821,0.9522555,-0.17610776
2068,-0.7067508,1.2444285,0.26089787,-0.92227644
2069,-0.60864943,0.08237708,0.3795265,-0.5436763
2070,-0.28996503,0.793125,0.49545336,-0.8882958
2071,-1.2852,0.90612656,0.68406415,-0.16524293
2072,-0.17441912,-0.35888955,0.6360303,-0.8666544
2073,0.54519373,-1.9662459,0.016545653,-0.8686119
2074,0.5025892,-0.10200287,0.9008204,1.0337796
2075,1.1956764,-0.79805815,0.87094474,-0.26451442
2076,0.37893882,-1.2469385,0.48781514,0.48007578
2077,0.39596128,-0.4919933,0.60343397,-0.17724714
2078,0.47129363,0.60430795,0.5028752,0.8672512
2079,1.0525647,-0.43724072,0.3439492,0.7917306
2080,0.13916127,-0.5746998,0.37153554,-0.3365882
2081,-2.894857,-0.70009506,0.103703976,0.41164932
2082,-0.038304914,-0.108264945,0.51786673,1.6522702
2083,0.4159045,-0.17790951,0.89392567,1.8252562
2084,0.458913,-1.2501601,0.57026744,0.9040216
2085,-1.2538997,0.2989473,0.98655045,0.23384646
2086,0.7424986,-0.0074497093,0.3280301,-0.6869631
2087,-0.32775348,-0.13788104,0.3857491,-1.0018301
2088,-0.1357522,-0.5014051,0.27910125,0.5119634
2089,0.54948,-0.49243748,0.17024004,1.014442
2090,1.546902,-0.5284737,0.634424,-1.468627
2091,1.3390585,-0.10682172,0.5896857,0.17752686
2092,-0.6639699,0.042685673,0.87009144,-0.80838853
2093,0.36767626,-0.6523643,0.91512454,-0.7586328
2094,-0.16484247,-0.734611,0.5617852,-0.010592758
2095,0.7683262,2.1159828,0.20610261,-3.009204
2096,0.24806023,-1.3082246,0.16792023,-0.6262004
2097,0.9133351,0.8093208,0.9119407,0.0011824793
2098,-0.011214326,-0.43437582,0.19653785,0.9938522
2099,0.16810334,-0.07515344,0.272537,-1.0811498
2100,-0.19844371,0.64247733,0.533067,-2.201944
2101,0.80177695,-0.45883048,0.43227947,0.29205132
2102,-2.5995052,-0.35895103,0.7790431,1.3076851
2103,0.9496027,0.12434043,0.56198716,1.0495211
2104,0.14500983,0.88983107,0.48581564,-2.7390604
2105,0.9514349,2.37221,0.63731,-0.19981742
2106,-0.062060248,-1.6100098,0.10504067,1.5715973
2107,-1.0293154,-0.5171598,0.08640993,2.2632067
2108,-1.7671385,1.5282127,0.8390242,0.32653934
2109,1.9243593,-2.1200268,0.6472906,0.6849942
2110,-0.033765078,-1.8636348,0.07231915,-0.6675759
2111,-1.5453897,-0.3852206,0.39959872,1.7780491
2112,-0.11332886,0.50880235,0.74396193,0.11324871
2113,0.75415957,0.57217395,0.10748196,0.63814986
