,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.94,0.0,0.91,0.94,"[5.0, 5.0]",300.0,0.5,individualized,improvement,9,,0.9100000000000001,9.575
1,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,9,,0.9410000000000001,0.6915615000000002
2,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,9,,0.95,0.711533
3,1.0,0.85,0.85,0.94,0.005,0.91,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,9,,0.908,9.45
4,1.0,0.85,0.85,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,9,,0.9369999999999999,0.757149
5,1.0,0.85,0.85,0.955,0.0,0.92,0.955,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.892,9.675
6,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.787,0.096105
7,1.0,0.85,0.85,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.787,0.09776050000000001
8,1.0,0.85,0.85,0.96,0.005,0.905,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.882,10.05
9,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.79,0.09974699999999999
10,0.985,0.85,0.85,0.9238578680203046,0.005076142131979695,0.8426395939086294,0.9238578680203046,"[5.0, 5.0]",300.0,0.5,individualized,improvement,7,,0.900507614213198,9.49238578680203
11,1.0,0.85,0.85,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,7,,0.44399999999999995,0.09859449999999999
12,1.0,0.85,0.85,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,7,,0.441,0.094172
13,0.99,0.85,0.85,0.9393939393939394,0.0,0.8838383838383839,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,7,,0.9252525252525252,10.05050505050505
14,1.0,0.85,0.85,0.01,0.01,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,7,,0.43,0.09261799999999999
15,1.0,0.85,0.85,0.93,0.005,0.93,0.93,"[5.0, 5.0]",300.0,0.5,individualized,improvement,6,,0.922,9.675
16,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,6,,0.825,0.7026535000000002
17,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,6,,0.86,0.6980735000000001
18,1.0,0.85,0.85,0.97,0.005,0.97,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,6,,0.9650000000000001,9.675
19,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,6,,0.837,0.690488
