,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.92,0.0,0.92,0.92,"[5.0, 5.0]",300.0,0.5,individualized,improvement,9,,0.925,9.375
1,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,9,,0.44699999999999995,0.099525
2,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,9,,0.44799999999999995,0.10308250000000001
3,1.0,0.75,0.75,0.905,0.0,0.905,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,9,,0.9110000000000001,8.725
4,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,9,,0.437,0.1035485
5,1.0,0.75,0.75,0.945,0.0,0.95,0.945,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.9259999999999999,9.55
6,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.9470000000000001,0.6965305
7,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.966,0.6918365
8,1.0,0.75,0.75,0.895,0.0,0.895,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.877,9.475
9,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.9450000000000001,0.6915125000000001
10,1.0,0.75,0.75,0.935,0.005,0.925,0.935,"[5.0, 5.0]",300.0,0.5,individualized,improvement,7,,0.8640000000000001,9.675
11,1.0,0.75,0.75,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,7,,0.6719999999999999,0.11014400000000002
12,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,7,,0.674,0.10492049999999999
