,u_x1,u_x2,u_x3,u_y
2000,0.017659368,-0.42261755,-0.054104622,0.9062612
2001,0.51341724,1.0967339,-0.031040713,0.38744164
2002,0.5054273,-1.236515,-0.19606762,0.18034577
2003,0.76813644,-0.75413364,-0.0012298496,0.26716518
2004,0.11803262,-1.9056469,0.07420416,0.9420576
2005,0.47341236,-0.23001698,0.04282451,0.6259575
2006,0.2542499,0.72081316,-0.09058353,0.5022801
2007,0.877998,0.45714718,0.020022517,0.83911777
2008,0.5575493,-0.41185987,0.063549645,0.010017753
2009,-0.41214284,0.88921326,-0.0102473255,0.28652823
2010,0.110535584,1.6436651,0.016250985,0.08016586
2011,-0.07472584,0.5576998,-0.03765171,0.8549752
2012,1.0965595,-2.217283,-0.08845001,0.56371844
2013,-1.5072416,-1.5617405,0.037316065,0.24813104
2014,-0.18869898,-0.9972746,-0.028063942,0.65123224
2015,-2.2355592,0.6493606,-0.08531997,0.4002298
2016,-1.4175432,1.8001426,0.14754146,0.8750173
2017,1.1402148,-0.7985008,0.08290272,0.92466676
2018,1.6154832,-0.8146227,0.20753999,0.001512289
2019,0.18468547,-1.4201006,0.08201957,0.10312593
2020,-0.101802826,0.0013847762,-0.026049798,0.40564442
2021,-0.10182023,1.9179859,0.030584818,0.84783757
2022,-1.8302237,-0.0033708452,-0.010479522,0.5181954
2023,0.7435315,-1.3547579,-0.01107002,0.28716707
2024,0.007890323,-0.7953904,0.020307524,0.822651
2025,-0.5508092,1.1711756,0.031171039,0.61739194
2026,-0.7839458,-0.57632124,-0.054742724,0.41820812
2027,1.6990063,1.2968931,0.052859105,0.027512431
2028,-0.9543273,-1.5912946,-0.013809795,0.69493747
2029,1.3218641,0.60675156,0.18257718,0.60503113
2030,-0.013038119,1.1213839,0.038809884,0.9143264
2031,-2.8258357,0.30830207,-0.10988015,0.29558527
2032,-0.33278197,1.6972297,0.1096009,0.8932595
2033,-0.6885699,-0.66553736,-0.044304263,0.970055
2034,1.3160409,1.7928283,0.094655775,0.9615365
2035,-0.32571355,1.0572226,-0.14454012,0.94475675
2036,-0.6242123,-0.4345068,0.041747864,0.9307852
2037,-0.0067698923,1.0548006,-0.050269213,0.0896436
2038,0.6893298,-1.2334683,0.1517022,0.15902543
2039,0.36292756,-0.56060606,-0.049598802,0.76955044
2040,0.3494875,0.8690496,-0.07368064,0.2736547
2041,0.0032870278,-0.31007224,0.04466109,0.72614694
2042,0.5545492,0.33061764,-0.044981644,0.18419218
2043,-0.52342474,0.5890059,-0.005137838,0.33525705
2044,-0.13727503,0.18231788,0.1561204,0.15277481
2045,0.3293501,0.29119357,0.13594201,0.84091187
2046,-1.1211354,-0.4045686,0.07227266,0.08455503
2047,0.71993315,-0.24120858,-0.13962042,0.89350545
2048,-1.3686835,-2.9610305,-0.008134946,0.002282977
2049,-0.723026,0.7277941,0.020673707,0.6923369
2050,-0.27235982,0.8051739,0.06185518,0.94645894
2051,-0.13330287,0.63838357,0.130271,0.28564823
2052,0.9045271,0.46507925,-0.042979818,0.087692976
2053,0.70938945,0.9820223,0.04329378,0.61854565
2054,-0.57733935,0.57328784,0.05881524,0.86172426
2055,0.5717397,-1.2225077,0.010355395,0.49484885
2056,-0.81441414,1.5862261,0.010081692,0.9117552
2057,0.49351606,0.17274934,0.032509554,0.7864742
2058,0.63485044,1.6028092,0.084340826,0.31434608
2059,0.6641205,-0.49758396,-0.052421447,0.95422804
2060,1.2908517,-1.9946953,-0.022656536,0.3470384
2061,-0.24829055,2.240067,0.0014029226,0.1217469
2062,0.828598,-0.24798304,-0.049144436,0.47078192
2063,2.156708,-3.109013,0.01516054,0.9432254
2064,1.6470962,1.5273197,-0.1380135,0.032371283
2065,-0.051001377,1.3583812,0.22538798,0.3628329
2066,0.5971816,0.01798692,-0.027557237,0.5443586
2067,-1.0971689,-0.7472435,-0.09088115,0.24427986
2068,0.97252476,-1.0314709,-0.05581112,0.6630641
2069,1.6512963,0.9885602,0.048031356,0.5574528
2070,-0.5008824,0.449649,-0.004043471,0.24278092
2071,0.69415313,0.0494233,0.028606152,0.8966491
2072,2.0339103,-1.1253599,-0.18945357,0.387918
2073,0.15844627,-0.7179477,0.07290066,0.041246295
2074,-0.11947272,0.3535844,-0.10568404,0.84409714
2075,-1.6074084,1.5573514,0.040015355,0.40018785
2076,1.8539777,1.8120302,-0.06101019,0.4751258
2077,1.6478227,-0.58789897,0.056878854,0.27576733
2078,0.07448537,0.3685607,-0.019022254,0.59361494
2079,-0.3704001,0.9929751,-0.16614302,0.7312565
2080,1.8976691,-1.1363478,-0.027486477,0.6741718
2081,1.2488012,0.759974,0.092293166,0.0634197
2082,0.27427536,2.0032167,0.06510066,0.25482488
2083,-0.23182945,0.30664924,-0.0020868473,0.6058848
2084,-1.3855112,1.4039091,0.045731038,0.06790888
2085,-0.71969795,-2.1622436,0.08053247,0.631564
2086,-0.06723125,-0.038651492,0.11031786,0.67374027
2087,-1.1202463,-1.5757775,-0.066999376,0.49871325
2088,2.158534,-0.50549304,0.020694895,0.9333831
2089,-0.3784244,0.7615397,-0.07869597,0.18089247
2090,-1.304531,-0.4752959,-0.059264656,0.9305836
2091,0.2288492,0.7464649,0.121878125,0.4464506
2092,-0.07700426,-0.83450353,-0.11186051,0.9496652
2093,0.5850132,-0.81894535,-0.048050385,0.10072613
2094,0.25900382,0.40925092,0.23490441,0.95218384
2095,0.9270894,0.08475886,-0.13414033,0.30096626
2096,-0.1661654,0.6404999,-0.07310987,0.5716753
2097,-1.7721086,-0.9749021,0.20031701,0.5565921
2098,0.0045041037,-1.6767346,-0.027088434,0.25950325
2099,-1.4620681,-0.5165102,0.07847845,0.5211843
2100,0.63633114,-1.0419607,0.28372487,0.8358017
2101,0.31310663,1.0666779,-0.1526655,0.7169683
2102,-0.61978334,1.523248,0.031019846,0.048365593
2103,0.10417254,0.09276359,0.023531247,0.22656071
2104,0.34473872,-1.7823021,-0.0050949613,0.77806294
2105,0.6663369,3.5045078,0.015461998,0.8384675
2106,-0.1959021,0.22234493,-0.008806545,0.49430335
2107,-1.024283,0.8908184,0.010768262,0.9549974
2108,1.3941019,-1.0513922,-0.20116554,0.5514387
2109,0.0029132103,0.5612008,-0.01201848,0.73742104
2110,2.206038,0.11370284,0.09788313,0.025829434
2111,-0.08662747,0.52028954,-0.14538951,0.0808754
2112,1.7382061,1.196066,-0.025023371,0.45313966
2113,1.000712,-1.7634764,-0.15370114,0.49817097
2114,0.45701647,0.4202949,0.059116494,0.11872065
2115,-0.548786,0.9119203,-0.019995248,0.760831
2116,0.4098381,1.8549868,0.05675153,0.6225369
2117,0.017415797,1.3568604,-0.0703752,0.24786699
2118,0.20283091,-1.2828941,-0.004305101,0.46958375
2119,1.1337373,2.8143082,0.07404437,0.35317516
2120,-0.46532184,2.590158,-0.011181778,0.35708404
2121,0.7224698,-0.02519405,-0.012134125,0.4731176
2122,-0.59243214,1.2257893,-0.0010732911,0.16970825
2123,-0.012884515,0.22074851,0.07075553,0.28828585
2124,0.00050656334,-1.5848708,0.055774834,0.46858835
2125,-1.8871151,-1.35149,0.025098903,0.84068954
2126,0.24539374,1.497911,0.011585859,0.2620237
2127,0.05082261,0.20132583,0.14972745,0.41199028
2128,1.5002437,-1.80788,0.095789455,0.5579064
2129,-0.6876601,0.787619,0.002805934,0.56324065
2130,-0.82244205,-1.0062281,0.02296514,0.4902619
2131,-0.7763275,-0.0065652006,-0.044777114,0.54960525
2132,0.34073007,1.2370452,0.2217201,0.85629785
2133,3.2946134,1.6298332,0.0013698705,0.69338286
2134,-2.5189354,-0.965965,-0.07648341,0.3372165
2135,0.24083036,-1.1101018,-0.03224396,0.9487964
2136,-0.96503156,1.4428557,0.0042607016,0.10991287
2137,0.036883198,0.9737463,0.051440854,0.8084768
2138,-1.0375394,-0.19847663,-0.02126096,0.42632508
2139,0.065888844,0.54839647,0.035518896,0.67311287
2140,1.6140896,-0.3371135,0.34418008,0.33204758
2141,-0.07893748,-1.2515767,-0.08012077,0.17130971
2142,0.7366823,0.27533665,0.026325224,0.7081826
2143,-1.2797893,0.23057559,0.07793208,0.29011095
2144,-0.18724215,-0.8125667,0.13017039,0.41051292
2145,1.0619727,-0.44497606,0.11427032,0.91240394
2146,0.36741856,1.6589531,-0.15633093,0.0070438385
2147,-0.4391958,0.6287779,-0.12723754,0.37732637
2148,0.20947641,0.060240507,-0.16985516,0.027380824
2149,-0.41971964,-0.496548,0.09421757,0.66358554
2150,-0.2855817,0.238872,0.01262929,0.48177528
2151,-0.54587007,-0.54126763,-0.056361604,0.5672755
2152,-0.6258293,-1.2159685,-0.13786888,0.75478816
2153,-1.8917953,-0.9013317,0.076020576,0.47965348
2154,0.118802376,-1.4849383,0.077350274,0.47112572
2155,1.2485152,2.3819058,-0.19631805,0.8609115
2156,-0.79556835,0.13173759,0.057261396,0.5568615
2157,-0.41407102,-0.076161526,0.09911842,0.12762535
2158,0.44130665,-1.1018685,-0.03475225,0.07090628
2159,0.7965773,1.1737792,-0.10113764,0.8557565
2160,-2.0341976,-2.7186136,0.022905258,0.1036638
2161,-1.270896,0.028969599,0.079808764,0.5705019
2162,0.52625066,-0.042687915,-0.04438385,0.40341806
2163,0.64586437,-0.69866514,-0.03701966,0.1686275
2164,2.5852447,0.22038357,0.1207455,0.2843622
2165,-0.3484813,0.6963166,-0.23498964,0.19707572
2166,0.2143287,-1.8035991,-0.019357879,0.69656134
2167,-0.39727938,0.23291789,-0.09610369,0.9721737
2168,0.37991855,-0.3703892,-0.10821285,0.044882417
2169,0.9497513,1.5468316,-0.03020286,0.9389676
2170,0.42140818,-1.4828707,0.1348881,0.71373487
2171,-2.6664295,1.4540117,-0.095124714,0.05703807
2172,-0.3739737,-0.09367368,-0.031604175,0.042205215
2173,1.3275566,0.033185504,-0.116183735,0.48631573
2174,-0.402274,1.6908917,-0.115347505,0.618067
2175,-0.78154224,-1.0624784,-0.050295528,0.65456736
2176,0.3937843,-0.010521935,0.0014123361,0.7048079
2177,-1.1805085,-0.44658563,-0.2708105,0.68552256
2178,0.20863469,1.2753334,-0.079392605,0.3072698
2179,1.910997,-1.2089695,-0.08827185,0.82439613
2180,-0.82487047,1.316269,0.05800842,0.7101238
2181,-0.532539,0.009684468,-0.14470464,0.15173769
2182,0.79215086,0.4751906,-0.21802495,0.79995143
2183,-1.9802966,-0.61969286,-0.14397694,0.33652997
2184,1.094987,-0.5454144,0.13702293,0.92510426
2185,-0.22587435,0.6448479,0.084650405,0.90782225
2186,1.5225676,-0.12005899,0.0815809,0.35281122
2187,0.05150988,-0.072166175,-0.012514131,0.67354226
2188,0.50319415,-0.5221398,0.0470891,0.5824815
2189,-1.1189908,0.327823,-0.08382682,0.10351241
2190,-1.0105047,0.56700045,-0.05243537,0.0401206
2191,0.22666728,-0.04004893,-0.0385117,0.52867746
2192,0.38534048,0.1590203,0.077212356,0.71247137
2193,-0.5590081,-0.36128682,-0.1769918,0.4877212
2194,-1.3217822,1.2027448,-0.14455853,0.69357336
2195,-0.5797538,0.04321536,0.044179615,0.7986486
2196,1.119709,1.3944921,-0.14431761,0.85420775
2197,0.7101395,0.8063256,0.086564325,0.9330977
2198,1.0065937,-0.94862676,-0.09013407,0.2646215
2199,-0.4771832,-0.23631822,0.15902755,0.18207037
2200,-0.6602765,0.94518125,-0.066676736,0.2706132
2201,0.06276727,-2.1203463,-0.048718933,0.45464504
2202,-0.19931479,-0.532152,-0.031692456,0.33927095
2203,0.16437314,-0.31928164,-0.012985172,0.84375846
2204,-1.3263484,-0.8535024,-0.15872842,0.09346104
2205,-2.008526,1.3396424,0.044026542,0.4595958
2206,1.2356758,2.442129,-0.02114599,0.9215715
2207,1.5760448,-0.8899951,0.098325856,0.9814398
2208,0.83508295,-0.28694183,-0.22606008,0.15901005
2209,-0.04161123,-1.5592033,0.041719925,0.09686577
2210,0.018039817,0.8790278,-0.041943934,0.14175165
2211,1.3820089,-1.6698426,-0.08026362,0.46325517
2212,1.3635306,1.6925528,-0.10243487,0.8223386
2213,-1.1383983,1.014678,0.02840291,0.55408144
2214,0.44791338,-1.3510547,0.11326976,0.97890306
2215,-0.058860686,-0.044739738,0.045950335,0.07891488
2216,-0.6080001,-1.0812505,-0.050014574,0.13483202
2217,-0.80150515,-0.28314453,0.04337607,0.07123816
2218,0.49458155,-0.18657866,0.07918917,0.27492583
2219,0.7178222,0.4970529,0.13407053,0.42091262
2220,0.11467762,-0.8968356,0.02788283,0.16576767
2221,0.054581515,1.0341941,0.011002812,0.26207674
2222,-1.3313459,0.8430791,0.01365968,0.26537037
2223,0.29189605,-2.2670953,0.06389255,0.7195537
2224,-1.3750489,0.3776379,-0.11913657,0.42311287
2225,0.5370996,-0.81367743,0.04968386,0.05017996
2226,-1.0363454,0.89889675,-0.11078955,0.9964255
2227,1.6277381,-0.30403337,0.051520683,0.76466167
2228,0.22586624,0.8154285,0.080323085,0.41262627
2229,1.0893111,0.020071222,0.037493512,0.690786
2230,0.5871651,2.025683,-0.058259685,0.117500186
2231,-0.028304316,2.2659082,0.14093818,0.7677375
2232,0.054910704,0.3345238,0.06326756,0.5459701
2233,1.7706503,0.2409654,0.008305652,0.7382326
2234,0.5657754,2.5581357,-0.13596185,0.3988726
2235,0.044587336,-0.9626884,-0.11478471,0.18877804
2236,0.15542898,-1.0423913,-0.051446874,0.6963483
2237,-1.7088064,-0.0047776704,0.13648355,0.61596584
2238,0.6583007,1.5937018,-0.11632482,0.5656427
2239,-0.8809681,0.10695771,-0.08876132,0.10160053
2240,-0.020390568,-1.357468,0.10775633,0.99078417
2241,0.15213618,-0.099957846,-0.0445434,0.9398844
2242,0.8678285,5.8642116e-05,0.06256143,0.07639444
2243,1.0048238,-0.2902614,-0.117088936,0.16878891
2244,-1.6353122,-1.2590458,0.23165238,0.35779405
2245,-1.4984015,-0.6162385,-0.12381327,0.25798166
2246,0.5838343,0.7051194,-0.20276272,0.8711175
2247,-1.1156473,-0.47149616,-0.1203725,0.45060515
2248,0.25055206,0.2834119,0.02573189,0.9206555
2249,2.1578531,-1.1071815,-0.019039445,0.049669385
2250,-1.4465631,-1.3075036,-0.07861018,0.57704175
2251,-0.10543462,-0.1794911,-0.08179292,0.103805184
2252,-1.3398407,-0.19234829,0.089087754,0.3333956
2253,-1.4795752,-0.54920983,0.18125951,0.6520066
2254,0.5332817,1.9892579,-0.015677966,0.4741646
2255,-0.3261257,1.0943211,0.07700909,0.7755084
2256,-1.440071,1.4343506,0.06153342,0.28288388
2257,-0.290512,0.55291003,0.045555215,0.9364823
2258,0.47960976,-0.91403335,-0.009191989,0.86844444
2259,-0.9743103,-1.6856561,-0.020632517,0.4003955
2260,0.04160271,1.2130631,0.013171588,0.7579365
2261,0.53791994,1.5071257,0.11866813,0.283926
2262,2.1266937,-0.17218688,-0.038048632,0.05385816
2263,0.09335631,0.8142887,-0.0048565124,0.77895296
2264,1.0412234,-0.05700822,0.101446055,0.96807826
2265,0.031245498,-0.31127924,0.012707578,0.22659457
2266,-1.2175121,0.46941456,-0.11010497,0.7727667
2267,0.6756784,1.8010027,0.06154563,0.69143224
2268,1.8392471,-0.67841274,-0.01151395,0.8150468
2269,0.05258587,-1.2528825,0.13813315,0.18196833
2270,-0.45823866,0.67997247,-0.09540375,0.96434367
2271,1.1681298,0.5030863,0.043173015,0.36739635
2272,-0.6168994,0.93344283,0.11756988,0.81411433
2273,-1.4324929,0.5913362,-0.009604916,0.06989157
2274,-0.09746408,1.3009082,-0.14008038,0.54062486
2275,1.1791041,1.3201773,0.0098119965,0.92153156
2276,-0.0005631885,-1.2406398,-0.014958489,0.4117012
2277,0.7560333,-0.4147509,0.106775954,0.07163584
