,y_hat
2837,False
2141,False
3176,False
2649,False
3880,False
2812,False
2492,False
3941,False
3481,False
2531,False
3342,False
2429,False
3010,False
2316,False
3512,False
3584,False
2169,False
3591,False
3105,False
2410,False
2281,False
3600,False
3473,False
3460,False
3596,False
3560,False
2686,False
3063,False
3195,False
3688,False
3194,False
3966,False
3477,False
2737,False
2558,False
2285,False
2296,False
3935,False
3052,False
2834,False
3752,False
3827,False
2596,False
2395,False
3902,False
2886,False
2378,False
2163,False
2310,False
3642,False
3386,False
3311,False
3687,False
3118,False
3001,False
3367,False
3801,False
3579,False
2726,False
2418,False
2976,False
2372,False
2053,False
3940,False
3734,False
3693,False
2772,False
2758,False
2578,False
3104,False
2477,False
3480,False
2825,False
3442,False
2089,False
3717,False
2227,False
3595,False
2994,False
2099,False
3000,False
2685,False
3263,False
3297,False
3696,False
2462,False
3794,False
3098,False
3024,False
2660,False
3553,False
3592,False
3113,False
2181,False
3320,False
3309,False
2180,False
3804,False
3555,False
3110,False
3099,False
2744,False
3407,False
2363,False
2267,False
2612,False
3776,False
3161,False
3417,False
2273,False
2342,False
3799,False
2263,False
3406,False
2725,False
2755,False
3715,False
2616,False
2476,False
3032,False
2626,False
3290,False
2667,False
2973,False
3521,False
2225,False
2062,False
3158,False
2778,False
2044,False
3895,False
2466,False
2787,False
3268,False
3042,False
2615,False
3566,False
2888,False
3636,False
3808,False
2040,False
2505,False
3082,False
2510,False
2873,False
3572,False
2409,False
2521,False
2824,False
2261,False
2242,False
2416,False
3565,False
2790,False
2663,False
2646,False
3484,False
2603,False
2912,False
2915,False
2175,False
3670,False
3216,False
3135,False
3646,False
2556,False
3074,False
3012,False
3792,False
2386,False
2746,False
2948,False
3486,False
2451,False
2244,False
3215,False
3160,False
2674,False
2738,False
3015,False
3706,False
2368,False
2877,False
2375,False
3513,False
2849,False
3451,False
2463,False
3924,False
2964,False
2376,False
3604,False
3710,False
3092,False
2503,False
2986,False
3568,False
2383,False
2270,False
2742,False
