,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,0.0,0.08172917,4.0,5.0,6.0
2001,1.0,3.0,0.13539219,2.0,2.0,9.0
2002,3.0,0.0,0.45349503,3.0,0.0,11.0
2003,5.0,0.0,0.5858978,2.0,5.0,4.0
2004,6.0,1.0,0.9198395,2.0,6.0,13.0
2005,3.0,1.0,0.99592805,6.0,0.0,3.0
2006,2.0,1.0,0.58976114,9.0,5.0,2.0
2007,2.0,0.0,0.2272979,2.0,8.0,1.0
2008,1.0,1.0,0.9606793,4.0,8.0,0.0
2009,4.0,0.0,0.5377643,2.0,12.0,1.0
2010,6.0,2.0,0.10808706,5.0,4.0,2.0
2011,7.0,0.0,0.6320503,0.0,9.0,7.0
2012,2.0,2.0,0.8625096,2.0,13.0,3.0
2013,3.0,1.0,0.42638588,1.0,2.0,2.0
2014,1.0,1.0,0.60111177,4.0,8.0,7.0
2015,4.0,0.0,0.85196304,2.0,8.0,4.0
2016,3.0,0.0,0.22525477,5.0,5.0,1.0
2017,3.0,1.0,0.5442754,2.0,0.0,1.0
2018,5.0,1.0,0.8646563,2.0,4.0,4.0
2019,4.0,0.0,0.036798954,3.0,6.0,10.0
2020,5.0,0.0,0.21480441,2.0,6.0,2.0
2021,0.0,1.0,0.8226268,2.0,0.0,4.0
2022,2.0,2.0,0.23908257,2.0,1.0,6.0
2023,4.0,1.0,0.31064188,5.0,1.0,4.0
2024,1.0,0.0,0.5596129,4.0,1.0,6.0
2025,7.0,0.0,0.48523843,3.0,3.0,5.0
2026,3.0,1.0,0.08069432,3.0,6.0,7.0
2027,3.0,1.0,0.41149807,1.0,2.0,2.0
2028,2.0,1.0,0.3144971,3.0,2.0,3.0
2029,3.0,0.0,0.023160577,8.0,4.0,4.0
2030,4.0,0.0,0.14299035,5.0,1.0,1.0
2031,1.0,2.0,0.75463283,4.0,2.0,4.0
2032,3.0,2.0,0.95549715,4.0,5.0,4.0
2033,0.0,0.0,0.42679763,10.0,6.0,1.0
2034,3.0,0.0,0.11181438,5.0,4.0,1.0
2035,4.0,2.0,0.6191598,3.0,1.0,11.0
2036,2.0,1.0,0.14968419,1.0,9.0,7.0
2037,3.0,0.0,0.15684009,4.0,8.0,0.0
2038,3.0,0.0,0.5226792,4.0,5.0,4.0
2039,3.0,3.0,0.44874024,4.0,7.0,1.0
2040,0.0,1.0,0.5637572,8.0,6.0,4.0
2041,5.0,2.0,0.685956,2.0,16.0,2.0
2042,4.0,1.0,0.83788645,5.0,1.0,4.0
2043,3.0,0.0,0.5117898,4.0,2.0,8.0
2044,5.0,0.0,0.00943172,0.0,3.0,0.0
2045,3.0,2.0,0.655061,3.0,9.0,2.0
2046,4.0,3.0,0.21369803,2.0,3.0,3.0
2047,0.0,0.0,0.3988135,2.0,5.0,2.0
2048,2.0,1.0,0.31418264,2.0,8.0,0.0
2049,1.0,2.0,0.73999524,1.0,0.0,3.0
2050,4.0,0.0,0.08041084,3.0,0.0,3.0
2051,1.0,2.0,0.9741849,1.0,2.0,2.0
2052,4.0,0.0,0.81923616,4.0,3.0,4.0
2053,3.0,3.0,0.6727346,4.0,4.0,7.0
2054,0.0,2.0,0.44411874,5.0,7.0,2.0
2055,4.0,0.0,0.09608734,6.0,8.0,2.0
2056,4.0,0.0,0.6174922,6.0,1.0,4.0
2057,4.0,2.0,0.01700461,2.0,8.0,9.0
2058,0.0,1.0,0.062331915,5.0,0.0,1.0
