,years_experience,degree,nr_commits,nr_languages,nr_stars
3971,1.0,1.0,14.0,2.0,7.0
2002,1.0,0.0,19.0,9.0,4.0
2778,2.0,1.0,25.0,5.0,4.0
3144,1.0,0.0,10.0,2.0,3.0
3781,0.0,1.0,1.0,7.0,7.0
2191,0.0,2.0,4.0,4.0,3.0
3453,1.0,0.0,15.0,2.0,0.0
2484,2.0,0.0,28.0,10.0,6.0
2059,0.0,0.0,3.0,11.0,5.0
2456,1.0,0.0,17.0,5.0,4.0
2186,1.0,0.0,13.0,5.0,5.0
2837,1.0,2.0,14.0,8.0,8.0
2985,1.0,2.0,14.0,3.0,4.0
3574,1.0,1.0,16.0,0.0,2.0
3258,1.0,1.0,17.0,2.0,2.0
2767,0.0,0.0,2.0,4.0,4.0
2648,2.0,0.0,25.0,2.0,11.0
2509,3.0,0.0,32.0,2.0,2.0
3494,2.0,0.0,24.0,1.0,2.0
3435,0.0,2.0,1.0,1.0,5.0
3746,2.0,0.0,25.0,0.0,5.0
3178,1.0,1.0,12.0,3.0,3.0
2631,1.0,2.0,14.0,3.0,3.0
3791,3.0,0.0,33.0,2.0,6.0
2526,3.0,0.0,36.0,7.0,5.0
2141,0.0,0.0,2.0,10.0,3.0
2136,2.0,0.0,22.0,1.0,7.0
3213,4.0,0.0,41.0,0.0,3.0
2037,3.0,0.0,34.0,2.0,2.0
2307,3.0,0.0,34.0,0.0,3.0
3465,1.0,0.0,16.0,4.0,2.0
3539,2.0,0.0,24.0,7.0,3.0
2573,2.0,0.0,24.0,6.0,6.0
2451,1.0,0.0,14.0,1.0,1.0
2496,2.0,0.0,24.0,0.0,3.0
3567,1.0,0.0,20.0,5.0,7.0
3270,3.0,0.0,36.0,2.0,5.0
2166,4.0,0.0,44.0,3.0,3.0
2114,3.0,0.0,32.0,4.0,5.0
2380,1.0,1.0,13.0,2.0,3.0
3649,2.0,0.0,23.0,2.0,3.0
3299,3.0,0.0,32.0,1.0,8.0
3161,1.0,0.0,15.0,3.0,5.0
3251,2.0,0.0,22.0,2.0,1.0
3091,1.0,1.0,10.0,1.0,5.0
3387,2.0,0.0,23.0,0.0,4.0
2401,1.0,0.0,13.0,2.0,1.0
3203,1.0,1.0,13.0,2.0,1.0
2846,3.0,0.0,37.0,4.0,4.0
2508,3.0,0.0,35.0,13.0,1.0
2006,2.0,0.0,23.0,3.0,4.0
2075,2.0,1.0,23.0,3.0,5.0
2898,1.0,0.0,13.0,3.0,5.0
3977,3.0,1.0,34.0,0.0,3.0
3429,2.0,0.0,21.0,6.0,4.0
3497,1.0,2.0,12.0,6.0,1.0
2095,0.0,2.0,7.0,6.0,4.0
3442,0.0,0.0,2.0,7.0,3.0
3990,1.0,0.0,14.0,6.0,8.0
2368,1.0,0.0,16.0,6.0,3.0
2538,1.0,0.0,14.0,4.0,6.0
3643,0.0,0.0,2.0,2.0,1.0
3183,1.0,1.0,15.0,1.0,0.0
3432,1.0,1.0,11.0,5.0,4.0
3117,2.0,0.0,22.0,1.0,1.0
3801,2.0,0.0,24.0,2.0,5.0
2481,1.0,2.0,19.0,5.0,4.0
3153,1.0,2.0,16.0,9.0,5.0
2853,0.0,0.0,2.0,3.0,2.0
2730,2.0,0.0,21.0,5.0,2.0
2692,2.0,0.0,25.0,8.0,3.0
3610,2.0,0.0,24.0,4.0,7.0
2011,1.0,1.0,15.0,1.0,4.0
2696,2.0,0.0,22.0,2.0,4.0
2326,1.0,0.0,14.0,0.0,3.0
3989,1.0,1.0,12.0,18.0,6.0
