ix,goal_cost,intv_cost
3758,0.994,5.0
3996,0.948,15.0
3812,0.996,15.0
2612,0.994,5.0
2103,0.916,10.0
2832,0.992,15.0
2950,0.984,10.0
3408,0.95,10.0
2631,0.996,15.0
3063,0.982,10.0
2323,0.986,10.0
2256,0.998,5.0
3462,0.956,20.0
2307,0.94,20.0
2439,0.958,10.0
2589,0.984,10.0
2000,0.994,10.0
2173,0.962,5.0
3437,0.966,10.0
3175,0.936,15.0
2328,0.996,20.0
3985,0.942,10.0
2376,0.902,15.0
2493,0.942,5.0
2632,0.948,5.0
2448,0.942,10.0
2061,0.942,10.0
3755,0.952,5.0
3685,0.998,15.0
3767,0.954,10.0
2569,0.972,15.0
3280,0.936,10.0
2134,0.946,10.0
3357,0.954,10.0
2801,0.952,15.0
2473,0.986,15.0
2849,0.98,15.0
3659,0.994,5.0
2701,0.96,15.0
3306,0.912,5.0
3679,0.98,5.0
3940,0.986,5.0
2875,0.99,15.0
3914,0.956,5.0
2947,0.956,15.0
2858,0.912,15.0
3479,0.994,15.0
2236,0.954,10.0
3535,0.968,5.0
2206,0.97,5.0
2978,0.976,10.0
2145,0.954,5.0
2298,0.996,20.0
3573,0.966,5.0
3623,0.976,15.0
3870,0.968,10.0
2923,0.978,10.0
3988,0.984,15.0
3416,0.95,10.0
3487,0.958,10.0
3450,0.958,5.0
3999,0.992,10.0
2777,0.942,5.0
2398,0.958,15.0
3835,0.996,10.0
3839,0.948,15.0
3347,0.908,15.0
2055,0.99,10.0
3064,0.95,10.0
2674,0.95,5.0
3776,0.998,15.0
2153,0.998,5.0
3122,0.994,5.0
2504,0.946,10.0
2804,0.994,15.0
3822,0.956,5.0
3454,0.962,10.0
2288,0.95,5.0
3817,0.988,10.0
3580,0.994,15.0
2738,0.958,5.0
3318,0.994,5.0
3009,0.988,20.0
2396,0.984,15.0
2888,0.994,10.0
3886,0.954,10.0
3207,0.964,10.0
3237,0.908,5.0
2393,0.938,10.0
2883,0.998,10.0
2787,0.992,5.0
3013,0.956,15.0
2635,0.95,5.0
2920,0.96,5.0
3108,0.958,10.0
2848,0.996,5.0
3257,0.996,20.0
3090,0.99,15.0
2903,0.946,15.0
2915,0.96,10.0
2072,0.954,10.0
2683,0.954,5.0
3272,0.958,5.0
3150,0.99,10.0
3445,0.992,10.0
2892,0.968,5.0
2198,0.996,10.0
3630,0.954,5.0
2457,0.998,5.0
3931,0.994,15.0
3633,0.996,5.0
3442,0.93,15.0
3574,1.0,10.0
3188,0.98,5.0
2868,0.956,5.0
3199,0.906,15.0
3739,0.958,5.0
2530,0.994,10.0
3559,0.994,10.0
2607,0.936,10.0
3936,0.998,10.0
3292,0.976,15.0
2287,0.972,5.0
2142,0.928,10.0
2445,0.972,10.0
3195,0.97,10.0
2679,0.994,15.0
2862,0.962,10.0
3072,0.948,15.0
3339,0.996,15.0
3683,0.99,15.0
2748,0.95,5.0
2147,0.958,10.0
2343,0.998,15.0
2371,0.936,10.0
2244,0.958,10.0
2879,0.954,15.0
2126,0.958,20.0
2429,0.948,10.0
2117,0.994,10.0
2578,0.998,20.0
2698,0.994,20.0
3185,0.94,10.0
2564,0.958,5.0
2664,0.998,5.0
2476,0.988,5.0
2374,0.994,15.0
3092,0.956,10.0
2518,0.942,5.0
3972,0.948,5.0
3330,0.994,20.0
2696,0.952,15.0
2087,0.954,5.0
2634,0.996,10.0
3693,0.952,5.0
2551,0.944,5.0
3261,0.95,5.0
2962,0.988,10.0
3961,0.998,5.0
3432,0.99,15.0
3054,0.904,15.0
2086,0.986,10.0
2793,0.946,10.0
2893,0.996,20.0
2191,0.956,5.0
3798,0.95,15.0
3112,0.952,5.0
3520,0.944,5.0
2379,0.956,20.0
3757,0.982,20.0
3969,0.978,10.0
2437,0.95,10.0
3648,0.95,10.0
2355,0.984,5.0
2271,0.996,10.0
2415,0.96,10.0
3941,0.976,15.0
3191,0.952,15.0
3718,0.956,10.0
2324,0.956,10.0
2517,0.996,15.0
3529,0.99,15.0
3328,0.96,20.0
3219,0.996,15.0
2808,0.996,10.0
3753,0.978,5.0
3670,0.948,10.0
2015,0.956,5.0
3026,0.952,20.0
3584,0.936,5.0
3702,0.996,10.0
2745,0.998,5.0
3903,0.988,10.0
3613,0.96,5.0
2876,0.992,15.0
3547,0.962,5.0
2544,0.958,10.0
2009,0.958,5.0
2795,0.994,10.0
2426,0.902,10.0
