r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.7013333333333333,0.005,0.09867483333333332,0.0,0.0,0.0,0.0,,0.12554016621517322,0.005,0.0013307361058201288
individualized,acceptance,0.85,0.85,1.0,1.0,,0.844,0.0016666666666666668,0.09886466666666667,0.0,0.0,0.0,0.0,,0.08172514912803776,0.002886751345948129,0.0008180730916815016
individualized,acceptance,0.9,0.9,1.0,1.0,,0.7759999999999999,0.0,0.100092,0.0,0.0,0.0,0.0,,0.04813522618623495,0.0,0.002645187516982502
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.7616666666666667,0.0016666666666666668,0.3192353333333333,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.24949215084513848,0.002886751345948129,0.3129758419552272
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.6933333333333334,0.0,9.3875,0.0,0.0,0.0,0.0,,0.13278679653238623,0.0,0.12374368670764506
subpopulation,acceptance,0.85,0.85,1.0,1.0,,0.8526666666666666,0.0,0.10166566666666667,0.0,0.0,0.0,0.0,,0.11172436320397319,0.0,0.003192943482640025
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.7749999999999999,0.0,0.09877233333333335,0.0,0.0,0.0,0.0,,0.04557411546042335,0.0,0.0022966830611413007
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.757,0.0033333333333333335,0.315881,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.2326563990093545,0.005773502691896258,0.30855667010777776
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.6960000000000001,0.0033333333333333335,9.424999999999999,0.0,0.0,0.0,0.0,,0.1505722417977497,0.005773502691896258,0.36827299656640566
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.8553333333333333,0.0033333333333333335,0.10482616666666666,0.0,0.0,0.0,0.0,,0.108214293572214,0.005773502691896258,0.007778866310930747
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.783,0.0,0.10066949999999998,0.0,0.0,0.0,0.0,,0.04670117771534251,0.0,0.0036737928969935167
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.7559999999999999,0.0016666666666666668,0.3339021666666666,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.24293414745564285,0.002886751345948129,0.33629080993439786
individualized,improvement,0.75,0.75,1.0,0.92,0.92,0.9156666666666667,0.92,0.100831,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.012897028081435398,0.010000000000000009,0.003773669997495806
individualized,improvement,0.85,0.85,1.0,0.9383333333333334,0.9383333333333334,0.935,0.9383333333333334,9.766666666666666,0.0,0.0,0.0,0.02081665999466128,0.02081665999466128,0.019974984355438107,0.02081665999466128,0.06291528696058965
individualized,improvement,0.9,0.9,1.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,10.316666666666668,0.0,0.0,0.0,0.027537852736430536,0.027537852736430536,0.02753785273643057,0.027537852736430536,0.4252450274057689
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9733333333333333,0.9733333333333333,0.9733333333333333,0.9733333333333333,11.424999999999999,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.01527525231651948,0.01527525231651948,0.01527525231651948,0.01527525231651948,0.34999999999999926
subpopulation,improvement,0.75,0.75,1.0,0.9183333333333333,,0.9156666666666666,0.9183333333333333,0.09830466666666667,0.0,0.0,0.0,0.014433756729740658,,0.01342882471898916,0.014433756729740658,0.004598324187498454
subpopulation,improvement,0.85,0.85,1.0,0.9366666666666666,,0.9353333333333333,0.935,9.549999999999999,0.0,0.0,0.0,0.017559422921421187,,0.017897858344878247,0.019999999999999962,0.22220486043288917
subpopulation,improvement,0.9,0.9,1.0,0.9683333333333333,,0.968,0.9683333333333333,10.566666666666666,0.0,0.0,0.0,0.020816659994661344,,0.02137755832643197,0.020816659994661344,0.4913840995935192
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9783333333333334,,0.9783333333333334,0.9783333333333334,10.924999999999999,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.005773502691896263,,0.005773502691896263,0.005773502691896263,0.3250000000000002
