,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,3.0,2.0,0.93805027,3.0,1.0,2.0
2001,4.0,2.0,0.8869579,2.0,12.0,2.0
2002,6.0,3.0,0.7710341,3.0,1.0,2.0
2003,0.0,2.0,0.011807084,2.0,1.0,3.0
2004,0.0,2.0,0.32686174,3.0,1.0,2.0
2005,2.0,2.0,0.9978062,6.0,14.0,5.0
2006,0.0,2.0,0.73983073,4.0,2.0,4.0
2007,1.0,2.0,0.69305944,4.0,1.0,4.0
2008,4.0,1.0,0.42151654,3.0,5.0,6.0
2009,2.0,0.0,0.27370083,3.0,0.0,6.0
2010,7.0,0.0,0.82574916,3.0,1.0,5.0
2011,4.0,1.0,0.14345825,5.0,3.0,6.0
2012,1.0,0.0,0.24455905,3.0,8.0,8.0
2013,3.0,1.0,0.05440283,1.0,1.0,2.0
2014,1.0,3.0,0.8811096,4.0,2.0,2.0
2015,4.0,2.0,0.7619674,1.0,1.0,7.0
2016,1.0,1.0,0.9234258,7.0,4.0,4.0
2017,5.0,3.0,0.323632,4.0,7.0,7.0
2018,1.0,2.0,0.67164266,4.0,6.0,3.0
2019,2.0,3.0,0.72745955,3.0,2.0,4.0
2020,2.0,0.0,0.99942565,7.0,4.0,4.0
2021,2.0,2.0,0.88239455,6.0,5.0,2.0
2022,1.0,1.0,0.70929337,6.0,8.0,6.0
2023,4.0,2.0,0.9718795,4.0,4.0,7.0
2024,2.0,2.0,0.7835021,3.0,3.0,3.0
2025,6.0,2.0,0.9857391,6.0,1.0,5.0
2026,7.0,0.0,0.47317708,2.0,1.0,2.0
2027,3.0,0.0,0.6411003,4.0,5.0,3.0
2028,5.0,3.0,0.7122884,4.0,2.0,7.0
2029,2.0,2.0,0.6965295,10.0,0.0,1.0
2030,6.0,1.0,0.31562078,0.0,4.0,6.0
2031,5.0,0.0,0.65881014,1.0,5.0,3.0
2032,4.0,0.0,0.23406172,3.0,9.0,7.0
2033,0.0,1.0,0.6704873,4.0,1.0,0.0
2034,3.0,0.0,0.76006377,6.0,6.0,2.0
2035,5.0,2.0,0.23008513,3.0,8.0,4.0
2036,0.0,0.0,0.80271065,3.0,2.0,1.0
2037,2.0,2.0,0.3999853,2.0,1.0,13.0
2038,3.0,0.0,0.5337659,6.0,7.0,3.0
2039,4.0,1.0,0.42993426,4.0,9.0,6.0
2040,6.0,2.0,0.5840224,3.0,1.0,1.0
2041,1.0,1.0,0.6586286,3.0,0.0,1.0
2042,2.0,2.0,0.35722077,4.0,16.0,3.0
2043,4.0,0.0,0.13418806,5.0,9.0,3.0
2044,2.0,2.0,0.4855771,5.0,5.0,1.0
2045,1.0,0.0,0.93512964,3.0,4.0,2.0
2046,1.0,0.0,0.66306865,7.0,0.0,4.0
2047,5.0,0.0,0.2605816,4.0,4.0,0.0
2048,3.0,0.0,0.40313947,5.0,2.0,5.0
2049,2.0,2.0,0.44030666,5.0,5.0,4.0
2050,4.0,2.0,0.7288729,4.0,3.0,3.0
2051,2.0,2.0,0.27298176,3.0,1.0,2.0
2052,3.0,0.0,0.33031166,5.0,0.0,3.0
2053,2.0,3.0,0.6516795,6.0,1.0,1.0
2054,0.0,1.0,0.10608888,5.0,5.0,2.0
2055,5.0,2.0,0.6091285,1.0,1.0,5.0
2056,2.0,0.0,0.4609381,4.0,5.0,4.0
2057,1.0,2.0,0.21840966,7.0,9.0,2.0
2058,1.0,0.0,0.6674899,1.0,3.0,1.0
2059,3.0,3.0,0.34963048,2.0,6.0,2.0
2060,2.0,1.0,0.099743605,5.0,3.0,3.0
2061,3.0,2.0,0.43592012,2.0,4.0,5.0
2062,2.0,1.0,0.49537635,4.0,16.0,3.0
2063,2.0,2.0,0.23373032,5.0,0.0,1.0
2064,3.0,0.0,0.36719942,4.0,2.0,2.0
2065,1.0,0.0,0.6868739,2.0,12.0,3.0
2066,4.0,2.0,0.40867996,4.0,3.0,3.0
2067,2.0,1.0,0.029854536,3.0,5.0,2.0
2068,0.0,1.0,0.8363439,1.0,20.0,2.0
2069,1.0,0.0,0.84560084,2.0,0.0,6.0
2070,0.0,0.0,0.2052145,2.0,5.0,3.0
2071,3.0,2.0,0.54896045,2.0,0.0,3.0
2072,10.0,2.0,0.11579776,1.0,1.0,0.0
2073,1.0,0.0,0.85923064,7.0,4.0,3.0
2074,7.0,1.0,0.14050639,2.0,3.0,3.0
2075,0.0,1.0,0.34550703,5.0,6.0,11.0
