,years_experience,degree,nr_commits,nr_languages,nr_stars
3814,0.0,0.0,4.0,3.0,2.0
2298,2.0,1.0,26.0,8.0,4.0
2178,2.0,0.0,24.0,4.0,1.0
3906,1.0,1.0,13.0,9.0,4.0
2052,1.0,2.0,20.0,3.0,3.0
3574,0.0,1.0,2.0,4.0,7.0
3738,3.0,0.0,34.0,5.0,5.0
2937,3.0,0.0,32.0,5.0,5.0
3378,2.0,0.0,23.0,12.0,4.0
3963,2.0,0.0,26.0,8.0,5.0
2651,2.0,1.0,25.0,7.0,4.0
2980,2.0,0.0,24.0,3.0,4.0
2788,2.0,0.0,22.0,1.0,5.0
2806,1.0,1.0,13.0,7.0,3.0
3883,1.0,0.0,15.0,2.0,3.0
2860,1.0,0.0,15.0,9.0,3.0
3550,0.0,2.0,3.0,0.0,1.0
3180,1.0,0.0,14.0,0.0,5.0
2597,2.0,0.0,23.0,1.0,5.0
2172,2.0,0.0,24.0,3.0,4.0
3786,2.0,0.0,24.0,0.0,10.0
2207,2.0,0.0,22.0,8.0,3.0
2602,1.0,0.0,12.0,0.0,8.0
3193,2.0,0.0,24.0,0.0,3.0
2069,3.0,1.0,34.0,5.0,2.0
3307,2.0,0.0,21.0,14.0,5.0
3829,1.0,0.0,13.0,5.0,3.0
2625,1.0,0.0,17.0,5.0,10.0
2253,3.0,0.0,34.0,14.0,1.0
3698,0.0,0.0,2.0,5.0,3.0
3502,1.0,1.0,14.0,4.0,10.0
2167,0.0,0.0,6.0,1.0,6.0
2518,3.0,0.0,33.0,9.0,0.0
2303,3.0,0.0,31.0,2.0,3.0
2141,2.0,0.0,23.0,4.0,5.0
2817,0.0,1.0,5.0,14.0,4.0
2194,0.0,2.0,2.0,0.0,5.0
2586,1.0,2.0,16.0,0.0,8.0
2066,1.0,2.0,15.0,2.0,9.0
2838,1.0,0.0,16.0,11.0,3.0
2797,1.0,1.0,14.0,1.0,6.0
2116,2.0,0.0,28.0,1.0,3.0
2570,2.0,0.0,24.0,3.0,4.0
2329,2.0,0.0,30.0,3.0,1.0
2193,1.0,1.0,12.0,2.0,2.0
3188,3.0,0.0,37.0,0.0,8.0
2718,2.0,0.0,25.0,3.0,10.0
3217,3.0,0.0,35.0,4.0,3.0
2837,0.0,1.0,4.0,6.0,4.0
3412,3.0,0.0,36.0,3.0,6.0
2619,2.0,0.0,28.0,2.0,1.0
3312,2.0,1.0,27.0,7.0,4.0
2057,2.0,0.0,25.0,4.0,0.0
2809,2.0,0.0,23.0,10.0,4.0
2462,2.0,0.0,27.0,3.0,8.0
3726,4.0,0.0,44.0,4.0,0.0
2879,3.0,0.0,31.0,5.0,1.0
2824,2.0,1.0,23.0,10.0,5.0
3278,2.0,0.0,24.0,5.0,5.0
3835,2.0,1.0,25.0,3.0,4.0
2051,2.0,0.0,26.0,4.0,8.0
2785,2.0,0.0,25.0,12.0,6.0
3432,3.0,0.0,33.0,10.0,1.0
2147,0.0,0.0,7.0,5.0,0.0
3693,1.0,1.0,15.0,13.0,0.0
3558,2.0,0.0,24.0,2.0,1.0
2088,1.0,0.0,13.0,9.0,5.0
2605,3.0,0.0,35.0,5.0,5.0
3831,2.0,1.0,24.0,10.0,6.0
2517,0.0,0.0,5.0,1.0,6.0
3556,0.0,2.0,3.0,5.0,5.0
2746,1.0,1.0,11.0,1.0,2.0
3971,1.0,2.0,19.0,9.0,1.0
2420,2.0,0.0,25.0,1.0,1.0
2475,3.0,0.0,33.0,7.0,6.0
2907,0.0,1.0,6.0,4.0,3.0
3023,3.0,0.0,34.0,9.0,7.0
2880,0.0,0.0,6.0,0.0,2.0
2309,3.0,0.0,34.0,2.0,2.0
3244,1.0,0.0,12.0,5.0,5.0
2121,1.0,0.0,18.0,5.0,7.0
