,years_experience,degree,nr_commits,nr_languages,nr_stars
2520,0.0,3.0,3.0,4.0,3.0
3562,2.0,0.0,25.0,2.0,0.0
2139,2.0,0.0,23.0,7.0,4.0
2850,2.0,1.0,25.0,3.0,4.0
2834,2.0,0.0,23.0,5.0,7.0
3778,1.0,1.0,13.0,1.0,4.0
3578,0.0,0.0,7.0,9.0,1.0
2674,0.0,2.0,4.0,5.0,3.0
2867,0.0,0.0,6.0,3.0,12.0
3946,1.0,1.0,13.0,9.0,2.0
2241,3.0,0.0,35.0,5.0,3.0
2588,1.0,2.0,15.0,3.0,4.0
2958,3.0,0.0,32.0,1.0,3.0
3139,0.0,2.0,2.0,3.0,8.0
2330,1.0,0.0,15.0,1.0,5.0
2295,0.0,2.0,3.0,2.0,3.0
2649,1.0,0.0,14.0,1.0,3.0
3811,2.0,0.0,25.0,2.0,1.0
3535,2.0,1.0,26.0,5.0,4.0
2980,4.0,0.0,44.0,4.0,5.0
3685,1.0,1.0,17.0,2.0,11.0
2129,3.0,0.0,35.0,3.0,6.0
2923,0.0,2.0,1.0,0.0,3.0
3137,0.0,2.0,4.0,1.0,3.0
3523,2.0,0.0,22.0,1.0,2.0
3172,1.0,1.0,12.0,2.0,4.0
2476,1.0,0.0,15.0,5.0,4.0
2243,1.0,1.0,11.0,1.0,5.0
3677,1.0,0.0,17.0,4.0,6.0
2813,2.0,0.0,22.0,1.0,5.0
3839,1.0,0.0,14.0,2.0,5.0
2085,1.0,0.0,11.0,0.0,4.0
3568,1.0,0.0,14.0,0.0,3.0
3364,2.0,0.0,30.0,0.0,3.0
3092,3.0,0.0,34.0,3.0,6.0
3204,1.0,1.0,11.0,7.0,1.0
2380,2.0,0.0,24.0,3.0,6.0
2480,2.0,0.0,22.0,2.0,6.0
3925,2.0,0.0,23.0,3.0,2.0
3384,1.0,1.0,12.0,3.0,10.0
3492,0.0,0.0,3.0,2.0,3.0
3397,1.0,1.0,13.0,1.0,4.0
2535,1.0,0.0,14.0,0.0,3.0
2962,1.0,0.0,14.0,0.0,3.0
3334,1.0,2.0,13.0,0.0,2.0
3313,1.0,0.0,16.0,5.0,1.0
2909,2.0,0.0,23.0,9.0,4.0
3337,1.0,0.0,14.0,5.0,5.0
3289,1.0,1.0,18.0,4.0,1.0
2146,1.0,0.0,10.0,4.0,3.0
2954,1.0,0.0,22.0,9.0,7.0
2503,0.0,0.0,6.0,1.0,2.0
3113,0.0,2.0,2.0,0.0,3.0
3301,0.0,1.0,3.0,1.0,2.0
3604,0.0,2.0,2.0,0.0,4.0
3343,3.0,0.0,30.0,6.0,2.0
3357,2.0,1.0,24.0,6.0,8.0
3264,2.0,1.0,21.0,9.0,4.0
2941,0.0,2.0,4.0,3.0,2.0
3225,3.0,0.0,37.0,1.0,11.0
2610,0.0,1.0,4.0,2.0,5.0
3626,1.0,0.0,13.0,11.0,4.0
2041,3.0,0.0,37.0,11.0,1.0
2131,1.0,0.0,11.0,1.0,1.0
2079,2.0,0.0,20.0,2.0,6.0
2874,2.0,1.0,24.0,5.0,4.0
2886,3.0,0.0,38.0,6.0,4.0
2189,0.0,2.0,7.0,5.0,2.0
3072,2.0,1.0,23.0,3.0,6.0
3460,2.0,0.0,25.0,1.0,4.0
3229,0.0,0.0,4.0,2.0,4.0
2368,0.0,0.0,4.0,3.0,6.0
3168,2.0,0.0,25.0,3.0,2.0
2900,2.0,0.0,26.0,2.0,2.0
3347,2.0,0.0,23.0,0.0,8.0
3723,0.0,1.0,1.0,3.0,5.0
3890,0.0,1.0,1.0,6.0,9.0
3759,2.0,0.0,23.0,2.0,2.0
