,years_experience,degree
2261,1.0,0.0
2928,0.0,1.0
2880,0.0,1.0
2337,0.0,1.0
2603,0.0,2.0
2682,0.0,3.0
3918,1.0,0.0
2534,1.0,1.0
3080,1.0,1.0
2766,0.0,3.0
2596,1.0,0.0
2538,0.0,1.0
3466,2.0,1.0
3878,0.0,1.0
3215,0.0,2.0
2348,0.0,3.0
2983,0.0,3.0
2828,0.0,1.0
3952,1.0,2.0
2925,0.0,3.0
2391,1.0,1.0
3379,0.0,3.0
3418,1.0,1.0
3934,0.0,1.0
2345,0.0,3.0
3338,0.0,2.0
2572,0.0,1.0
2764,0.0,3.0
2512,2.0,0.0
2654,0.0,1.0
3590,0.0,2.0
3902,1.0,1.0
2255,0.0,3.0
3593,0.0,1.0
2446,0.0,1.0
3187,0.0,2.0
2543,1.0,0.0
3584,0.0,1.0
3633,0.0,1.0
3544,0.0,2.0
2773,0.0,1.0
2115,0.0,2.0
3738,0.0,1.0
3251,1.0,0.0
2156,0.0,2.0
3151,1.0,1.0
3056,0.0,3.0
3624,1.0,1.0
3721,0.0,1.0
2701,1.0,1.0
2659,1.0,1.0
3811,0.0,2.0
3864,0.0,1.0
3378,0.0,1.0
3186,0.0,2.0
2756,0.0,3.0
2660,0.0,1.0
3804,1.0,0.0
2144,0.0,3.0
3885,1.0,2.0
3010,1.0,0.0
2500,1.0,0.0
3217,0.0,1.0
3559,0.0,3.0
3691,0.0,2.0
3894,0.0,1.0
3103,1.0,0.0
3978,1.0,1.0
3836,0.0,2.0
3626,1.0,1.0
3863,1.0,1.0
3913,0.0,1.0
2370,0.0,2.0
3284,1.0,0.0
3267,0.0,1.0
3087,0.0,3.0
3234,0.0,3.0
3937,0.0,3.0
3899,2.0,0.0
2083,1.0,0.0
3882,1.0,1.0
3776,0.0,1.0
2280,2.0,0.0
2487,0.0,3.0
2601,1.0,0.0
2056,0.0,2.0
3946,1.0,0.0
2795,2.0,0.0
2307,0.0,1.0
2861,1.0,1.0
3216,2.0,0.0
3976,0.0,1.0
3606,0.0,2.0
2777,1.0,0.0
2386,0.0,1.0
3829,1.0,0.0
2781,0.0,2.0
3853,0.0,2.0
3508,1.0,1.0
3422,1.0,0.0
2170,0.0,3.0
2753,0.0,3.0
2814,0.0,3.0
2405,0.0,2.0
2579,0.0,3.0
2611,3.0,0.0
3099,0.0,1.0
3032,3.0,0.0
2241,0.0,3.0
3921,1.0,2.0
3905,1.0,0.0
2070,0.0,2.0
3180,2.0,0.0
2944,0.0,3.0
3533,0.0,1.0
2380,0.0,3.0
2981,0.0,1.0
2844,0.0,2.0
3235,0.0,2.0
3746,0.0,3.0
2917,0.0,3.0
3732,1.0,1.0
2233,1.0,0.0
2418,0.0,3.0
2884,0.0,2.0
3629,0.0,1.0
3350,0.0,2.0
3799,0.0,1.0
2378,0.0,3.0
2313,0.0,1.0
3761,0.0,2.0
2414,0.0,1.0
2031,2.0,0.0
2737,0.0,1.0
2322,0.0,3.0
2813,1.0,0.0
3110,0.0,2.0
2221,0.0,3.0
2849,1.0,1.0
2180,2.0,0.0
2911,1.0,0.0
3618,0.0,2.0
2730,1.0,1.0
2187,1.0,1.0
2567,1.0,0.0
2883,0.0,1.0
2742,0.0,1.0
2524,2.0,0.0
3969,0.0,1.0
3042,0.0,3.0
2681,3.0,0.0
2656,2.0,1.0
2971,0.0,1.0
2873,0.0,3.0
2782,0.0,2.0
2274,0.0,1.0
2113,1.0,1.0
2811,1.0,1.0
2343,1.0,2.0
3622,0.0,2.0
3775,0.0,2.0
3414,0.0,2.0
3198,1.0,0.0
2667,0.0,2.0
3291,1.0,0.0
2358,0.0,1.0
3270,0.0,1.0
2408,1.0,1.0
2768,0.0,3.0
3140,2.0,0.0
2008,1.0,1.0
2837,0.0,3.0
3122,0.0,1.0
2387,0.0,3.0
3307,2.0,0.0
3520,0.0,1.0
3693,0.0,2.0
2614,1.0,0.0
2692,0.0,3.0
2776,0.0,3.0
2403,0.0,3.0
3152,0.0,3.0
3927,0.0,3.0
2802,1.0,0.0
2016,2.0,1.0
3669,2.0,1.0
3714,2.0,1.0
2283,1.0,0.0
2734,0.0,2.0
3767,0.0,1.0
3641,0.0,1.0
2037,1.0,0.0
2847,0.0,3.0
2640,0.0,1.0
3826,0.0,2.0
2582,0.0,1.0
3242,1.0,1.0
3344,1.0,0.0
2496,0.0,1.0
3004,0.0,1.0
