,years_experience,degree
3825,1.0,0.0
2215,2.0,1.0
2422,1.0,0.0
2225,0.0,1.0
2032,0.0,1.0
3921,0.0,3.0
2744,0.0,3.0
2299,2.0,1.0
2205,0.0,2.0
3303,0.0,2.0
2492,0.0,1.0
3265,1.0,0.0
3375,0.0,1.0
3442,0.0,1.0
3561,1.0,0.0
3023,0.0,2.0
2364,0.0,1.0
3622,1.0,1.0
2669,0.0,2.0
2466,0.0,1.0
3419,1.0,0.0
3598,0.0,2.0
3560,2.0,0.0
3757,0.0,3.0
2312,0.0,3.0
3915,1.0,1.0
3512,2.0,0.0
3343,2.0,1.0
3982,0.0,1.0
2608,0.0,1.0
3611,0.0,3.0
2363,0.0,3.0
2057,1.0,1.0
2300,0.0,1.0
3769,0.0,3.0
3039,1.0,1.0
3671,1.0,0.0
2522,0.0,2.0
3364,0.0,1.0
3608,1.0,1.0
2790,0.0,2.0
2859,0.0,2.0
2188,3.0,0.0
3623,0.0,3.0
3456,2.0,0.0
2453,0.0,1.0
2049,0.0,1.0
3245,0.0,1.0
2649,0.0,3.0
2655,0.0,3.0
3943,1.0,0.0
2252,1.0,0.0
3583,0.0,2.0
2304,1.0,0.0
3680,0.0,3.0
3903,0.0,1.0
3402,1.0,1.0
3157,0.0,3.0
3210,1.0,1.0
2403,1.0,0.0
2383,0.0,3.0
3702,0.0,2.0
2979,1.0,1.0
3209,0.0,1.0
3641,1.0,1.0
2210,1.0,0.0
2221,2.0,1.0
2243,1.0,1.0
3203,0.0,2.0
3503,1.0,1.0
3799,1.0,1.0
3554,0.0,1.0
3243,1.0,1.0
3054,0.0,1.0
2947,0.0,2.0
3740,0.0,3.0
3917,0.0,1.0
3331,0.0,2.0
3926,1.0,0.0
3015,0.0,3.0
3405,2.0,0.0
2007,0.0,2.0
3333,1.0,0.0
3755,0.0,1.0
2984,1.0,1.0
3393,0.0,3.0
2094,0.0,2.0
3813,1.0,2.0
2909,1.0,1.0
2754,1.0,1.0
2833,0.0,1.0
2297,0.0,1.0
2132,1.0,2.0
2733,0.0,3.0
2635,1.0,1.0
3666,0.0,2.0
3051,0.0,3.0
3317,0.0,2.0
3654,1.0,0.0
3357,0.0,1.0
3264,2.0,1.0
2287,0.0,1.0
3161,2.0,0.0
2160,1.0,1.0
3240,0.0,3.0
3818,1.0,1.0
2658,2.0,0.0
3269,1.0,1.0
3523,2.0,0.0
3898,2.0,0.0
3691,0.0,2.0
3496,1.0,0.0
2404,2.0,1.0
3986,1.0,0.0
2954,2.0,1.0
2703,0.0,3.0
3125,1.0,0.0
2356,0.0,1.0
3540,0.0,1.0
3056,0.0,3.0
2178,0.0,1.0
2783,1.0,0.0
3321,0.0,1.0
3914,1.0,0.0
3292,0.0,3.0
3804,0.0,3.0
2409,0.0,2.0
3255,0.0,3.0
2719,0.0,3.0
2025,3.0,0.0
2529,0.0,3.0
3578,0.0,1.0
2084,1.0,0.0
3107,1.0,1.0
2618,0.0,1.0
2414,1.0,0.0
2473,0.0,1.0
3142,0.0,3.0
3122,0.0,1.0
2792,2.0,0.0
3480,0.0,3.0
2048,0.0,1.0
2883,0.0,1.0
3519,1.0,1.0
2902,1.0,1.0
3400,2.0,0.0
3319,3.0,0.0
2138,1.0,1.0
3432,0.0,2.0
2999,0.0,2.0
3875,2.0,0.0
3988,0.0,3.0
3644,2.0,0.0
2451,1.0,1.0
2861,0.0,1.0
2061,1.0,0.0
3138,1.0,1.0
3832,1.0,1.0
2731,0.0,2.0
3505,1.0,1.0
3839,0.0,3.0
3212,1.0,2.0
2737,0.0,1.0
3848,3.0,0.0
2827,0.0,2.0
2855,1.0,2.0
2431,0.0,1.0
3097,0.0,1.0
2565,0.0,3.0
3217,0.0,1.0
3307,0.0,1.0
3434,0.0,2.0
3132,2.0,1.0
3700,2.0,0.0
2355,1.0,1.0
3234,0.0,1.0
2174,1.0,1.0
3645,0.0,3.0
3766,0.0,3.0
2043,1.0,0.0
3300,0.0,3.0
3792,1.0,1.0
3929,1.0,1.0
3443,0.0,3.0
3241,0.0,1.0
3397,1.0,1.0
2900,1.0,2.0
3064,0.0,2.0
3114,1.0,0.0
3977,2.0,0.0
3689,1.0,0.0
3095,0.0,1.0
3659,1.0,0.0
2780,0.0,1.0
3028,2.0,1.0
2098,0.0,1.0
3117,0.0,2.0
2038,0.0,2.0
2335,0.0,2.0
2469,0.0,2.0
