,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.965,0.75,0.75,0.818652868270874,0.0,0.8186528497409327,0.8186528497409327,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,9,,0.811398983001709,1.2694300518134713
1,1.0,0.75,0.75,0.014999999664723873,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,9,,0.7470000386238098,0.644
2,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,9,,0.7380000352859497,0.554
3,0.965,0.75,0.75,0.5854922533035278,0.0,0.5854922279792746,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,9,,0.5813471674919128,1.0797927461139896
4,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,9,,0.7329999804496765,0.5455
5,0.975,0.75,0.75,0.8051282167434692,0.0,0.8051282051282052,0.8051282051282052,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,0,,0.7958974838256836,1.2025641025641027
6,1.0,0.75,0.75,0.009999999776482582,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,0,,0.6869999170303345,0.5455
7,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,0,,0.6820000410079956,0.5880000000000001
8,0.98,0.75,0.75,0.6071428656578064,0.0,0.6071428571428571,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,0,,0.6030612587928772,1.0459183673469388
9,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,0,,0.656000018119812,0.5515000000000001
10,0.96,0.75,0.75,0.7864583134651184,0.0,0.7864583333333334,0.7864583333333334,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,7,,0.7718749642372131,1.2494791666666667
11,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,7,,0.6489999890327454,0.53
12,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,7,,0.6520000696182251,0.531
13,0.95,0.75,0.75,0.6157894730567932,0.0,0.6157894736842106,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,7,,0.6115789413452148,1.0989473684210525
14,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,7,,0.6499999761581421,0.5369999999999999
15,0.97,0.75,0.75,0.8041236996650696,0.0,0.8041237113402062,0.8041237113402062,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,6,,0.7711340188980103,1.1943298969072165
16,1.0,0.75,0.75,0.009999999776482582,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,6,,0.5210000276565552,0.5585000000000001
17,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,6,,0.5329999923706055,0.5980000000000001
18,0.94,0.75,0.75,0.542553186416626,0.0,0.5425531914893617,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,6,,0.5308510661125183,1.0345744680851063
19,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,6,,0.5199999809265137,0.5465
20,0.92,0.75,0.75,0.75,0.10869564861059189,0.6413043478260869,0.75,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,1,,0.7250000238418579,1.190217391304348
