,u_x1,u_x2,u_y,u_x3
2000,1.4388227,-1.8648493,0.7932873,-0.39653355
2001,-0.7410143,0.6157101,0.9225118,0.5199608
2002,1.0067723,2.3604302,0.3688352,-0.8030879
2003,0.8789694,0.12034388,0.21941209,1.2068928
2004,-1.6785777,-1.7580905,0.26840186,-0.73985404
2005,0.90991545,1.9308196,0.7015946,-0.19147354
2006,0.32166144,0.035247326,0.34995282,-0.70800567
2007,0.32512295,0.20332569,0.66005135,0.58699965
2008,-1.4603412,0.5223297,0.92865944,-0.9541204
2009,-0.30640477,-0.5591877,0.7091243,-0.5883558
2010,0.95408773,1.039834,0.60966897,0.5188706
2011,-0.89630103,-1.1889219,0.41844225,1.8556383
2012,-1.3501306,-0.377941,0.30201113,-0.2366673
2013,-0.5417074,-0.30153197,0.30741227,1.4083645
2014,-0.048694365,-0.13684186,0.5182599,-0.5904397
2015,-2.339228,-1.6707829,0.56709397,0.68687963
2016,1.114473,-0.79262346,0.6529738,1.3371843
2017,0.13747516,-0.92564845,0.8144456,-0.18876013
2018,0.59740025,-1.4571098,0.37776256,-0.9526532
2019,-0.89535743,0.9584706,0.23410845,-1.788801
2020,-0.50718874,1.3465868,0.17540884,0.52855766
2021,-0.5293391,0.7314748,0.054585934,-0.42125586
2022,1.0959725,1.2526371,0.44713068,0.28790146
2023,1.057233,-2.0852067,0.06444538,1.4091092
2024,-0.35812417,1.3066417,0.11954188,0.3773427
2025,-1.5474938,-0.3686277,0.3665316,1.6696396
2026,-0.8827345,-0.08001151,0.711903,-0.8527839
2027,-0.08704648,0.70734143,0.09215212,-1.1556783
2028,-0.047098666,-1.2724327,0.31540823,0.008179286
2029,-0.034208473,0.5811303,0.21828544,1.5351131
2030,0.22003734,-0.27601406,0.367689,-0.24722168
2031,-0.2534943,-0.5011317,0.57950306,-0.35579294
2032,0.47683886,0.7840036,0.72644174,1.2338377
2033,0.029294547,0.8459829,0.47051585,-1.2348783
2034,0.9154866,-0.6491881,0.14690387,-1.4135036
