,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,5.0,0.0,0.002073884,4.0,1.0,4.0
2001,0.0,0.0,0.56986904,4.0,7.0,9.0
2002,3.0,2.0,0.26175284,2.0,2.0,3.0
2003,5.0,0.0,0.9730942,1.0,5.0,3.0
2004,6.0,0.0,0.45601058,1.0,5.0,4.0
2005,3.0,1.0,0.8559196,4.0,5.0,1.0
2006,1.0,0.0,0.6435338,4.0,1.0,2.0
2007,2.0,2.0,0.63535035,4.0,6.0,0.0
2008,2.0,2.0,0.6803436,2.0,1.0,6.0
2009,3.0,2.0,0.30607462,3.0,11.0,2.0
2010,0.0,3.0,0.3097955,0.0,7.0,1.0
2011,0.0,0.0,0.61323535,4.0,13.0,5.0
2012,2.0,1.0,0.35910094,5.0,4.0,6.0
2013,3.0,2.0,0.08962548,4.0,1.0,3.0
2014,1.0,2.0,0.502705,4.0,2.0,4.0
2015,3.0,1.0,0.9895673,2.0,4.0,17.0
2016,1.0,2.0,0.8178849,4.0,9.0,3.0
2017,1.0,3.0,0.23837304,4.0,6.0,1.0
2018,2.0,1.0,0.1763742,2.0,4.0,5.0
2019,3.0,1.0,0.47159457,3.0,1.0,4.0
2020,5.0,1.0,0.24420476,7.0,0.0,6.0
2021,1.0,3.0,0.16893303,4.0,3.0,5.0
2022,5.0,3.0,0.6115068,4.0,9.0,2.0
2023,7.0,0.0,0.21476626,3.0,11.0,3.0
2024,4.0,2.0,0.0100803375,5.0,4.0,5.0
2025,1.0,1.0,0.5480728,2.0,1.0,4.0
2026,1.0,1.0,0.4690032,3.0,0.0,1.0
2027,2.0,0.0,0.776404,2.0,6.0,8.0
2028,2.0,0.0,0.9213599,4.0,8.0,4.0
2029,2.0,1.0,0.9891702,3.0,2.0,5.0
2030,3.0,0.0,0.13425481,3.0,7.0,7.0
2031,1.0,2.0,0.3251195,4.0,3.0,3.0
2032,4.0,2.0,0.61043525,3.0,9.0,2.0
2033,1.0,2.0,0.6358317,2.0,1.0,8.0
2034,5.0,0.0,0.16479194,2.0,7.0,1.0
2035,6.0,0.0,0.14805686,5.0,2.0,2.0
2036,2.0,2.0,0.39748752,0.0,2.0,4.0
2037,4.0,0.0,0.16514218,6.0,6.0,2.0
2038,2.0,2.0,0.5394839,3.0,1.0,2.0
2039,5.0,0.0,0.80372417,4.0,15.0,4.0
2040,3.0,0.0,0.19944644,4.0,3.0,5.0
2041,1.0,2.0,0.18046534,4.0,2.0,1.0
2042,3.0,1.0,0.4377892,5.0,10.0,5.0
2043,3.0,1.0,0.147614,4.0,5.0,3.0
