,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.95,0.95,0.99,0.0,0.99,0.99,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.99,11.175
1,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.798,0.185514
2,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.8029999999999999,0.18742649999999997
3,1.0,0.95,0.95,0.975,0.0,0.975,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.975,10.925
4,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.789,0.180407
5,1.0,0.95,0.95,0.96,0.0,0.96,0.96,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.96,11.825
6,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.991,0.6768585
7,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.9720000000000001,0.7185884999999999
8,1.0,0.95,0.95,0.975,0.0,0.975,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.975,10.6
9,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,0.9719999999999999,0.668999
10,1.0,0.95,0.95,0.97,0.005,0.97,0.97,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.97,11.275
11,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.496,0.0953335
12,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.493,0.0956915
13,1.0,0.95,0.95,0.985,0.01,0.985,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.985,11.25
14,1.0,0.95,0.95,0.01,0.01,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,2,,0.51,0.09823699999999999
