,u_x1,u_x2,u_y,u_x3
2000,-0.7349221,-0.627124,0.052549124,0.07650272
2001,-1.6507189,-0.4591346,0.17498052,-0.51888955
2002,0.095613725,-1.1097537,0.008664489,-0.16746223
2003,0.38041866,0.51537335,0.7963631,1.3604107
2004,0.0028059357,-1.0540131,0.5392723,-0.6640391
2005,1.2595427,0.3867853,0.55160594,0.010654765
2006,0.9328419,0.6989862,0.7916657,0.1577207
2007,0.4096486,-0.21464103,0.6286087,0.083198644
2008,-0.295351,1.8093303,0.7307397,-2.487178
2009,0.39283067,0.84512985,0.88648105,0.12622152
2010,0.40413395,0.3440421,0.7582016,-0.81098384
2011,1.7063057,1.9298204,0.6465862,0.3663485
2012,0.5209277,-1.1485634,0.4664675,-0.52603364
2013,0.36842576,-1.2552617,0.93230295,-0.5061494
2014,-0.7589173,0.7578515,0.8611345,0.22080396
2015,0.8838845,-1.184241,0.64141834,1.1349353
2016,0.5253542,-0.9192445,0.8560097,-0.016178386
2017,1.6015743,-0.16926403,0.07167983,0.9965435
2018,0.1998377,0.09992015,0.7033818,0.815161
2019,-1.4525988,1.146909,0.27711475,1.4859214
2020,-0.33414036,-0.5061338,0.6864675,1.0962754
2021,-1.1335677,-1.3230078,0.2262752,1.2131536
2022,-0.7829487,0.7003713,0.5249834,0.022009455
2023,1.2860191,0.44661945,0.16595471,0.72067916
2024,-0.021681132,0.33087865,0.6576444,1.6439443
2025,0.7387531,-0.5571963,0.5675707,0.66342217
2026,0.27293462,-1.8452834,0.63510835,1.5273515
2027,-0.79969,0.7665016,0.24878061,0.4942068
2028,-0.3897414,0.14718287,0.62304366,1.0236615
2029,1.7718364,-0.36138695,0.97546124,-2.0949621
2030,-0.3568424,1.1339691,0.47135007,0.3457216
2031,-0.4025219,0.5362555,0.12826681,1.5318741
2032,-0.18031865,1.5557507,0.63392556,1.0455059
2033,-1.7130718,-1.6281289,0.8763814,-0.08088538
2034,-0.9486075,1.2605817,0.26351726,1.9406626
2035,1.3872044,0.68157774,0.43183613,0.4994525
2036,-2.0822074,-0.21439886,0.672235,-1.1402447
2037,-2.0846028,1.5578097,0.92922676,0.68032837
2038,0.22845016,0.9930793,0.90814805,1.369842
2039,-2.253261,0.37760806,0.757933,0.71247536
2040,0.8572523,0.62291723,0.00044572353,1.0108974
2041,-0.12592497,0.30484727,0.05643189,1.7427435
2042,-0.42162058,0.7943488,0.5125263,-0.1515209
2043,-0.6852974,-0.8023992,0.25118876,-0.046340644
2044,0.581757,-1.5234039,0.6596738,1.2004985
2045,0.26789594,0.7182897,0.2254566,-1.09816
2046,0.18592633,0.6942037,0.57032144,-0.69985604
2047,0.8578985,-0.26115528,0.9133328,0.78608906
2048,-1.1091167,1.0750712,0.9490268,0.30186862
2049,0.9094824,-1.7629306,0.046871305,0.5971377
2050,1.2443469,-0.6487503,0.9952879,0.30740193
2051,0.6443779,1.5044769,0.18089473,0.4281115
2052,0.115889266,1.8127991,0.89763427,-0.6356298
2053,0.5141524,-0.5136254,0.063542604,0.74363786
2054,0.16962491,-0.4784299,0.9411675,-1.5240391
2055,-1.4716277,0.19688712,0.9638648,-0.7163586
2056,2.3622413,-0.13464817,0.18281174,0.74399805
2057,1.8654183,0.6529639,0.9230565,-0.46154314
2058,-0.7126989,-0.7759091,0.5699986,-0.140092
2059,-0.8777035,-0.8509722,0.103033185,-1.6157382
2060,-1.7234721,0.06605086,0.057874918,2.550158
2061,-0.66156685,0.93417156,0.99790967,0.75831985
2062,-1.0573436,2.4330978,0.54154646,0.83896023
2063,-2.1745565,-1.3766134,0.2409631,-0.49558964
2064,-0.16926919,-2.6611452,0.33569682,-0.27154154
2065,-1.1148665,0.94601583,0.9369706,1.0873235
2066,0.39058703,-0.811412,0.61010695,1.7384334
2067,0.34753507,-0.859633,0.35321248,-2.3118472
2068,0.22788188,2.010253,0.15370357,0.7661444
2069,-1.3691479,0.51300687,0.59056544,-1.6026263
2070,-0.16265471,1.3797405,0.04749775,-0.08077385
2071,-0.23603031,1.0711294,0.5589193,1.1932595
2072,1.7325062,0.90290296,0.44427967,1.2632993
2073,-0.71294284,0.8930259,0.913955,0.29140994
2074,2.62986,-0.6279758,0.13353539,0.3737473
2075,-0.79730535,-1.1548669,0.48819304,-0.08594603
2076,0.2971436,0.6794409,0.16523373,-0.5050839
2077,-1.0817707,1.214205,0.32477152,-0.7212203
2078,-0.6914911,-0.45663854,0.2927481,1.158339
2079,-0.16724677,0.32126874,0.9220182,0.63278073
2080,0.06605326,-0.17666832,0.3527522,-0.06879467
2081,0.56163526,0.32009786,0.7191309,1.7318175
2082,0.7942653,-0.035867907,0.038888693,-0.4191545
2083,-1.2000542,-0.48084328,0.9819572,2.1797462
2084,-1.8063965,-2.0836666,0.6327791,-1.6122801
2085,-0.59740937,0.47191715,0.93828773,0.21170238
2086,0.51712173,-0.37171257,0.6629944,1.4692119
2087,1.0499238,-0.8955417,0.04048586,0.90310514
2088,-0.1149181,0.9533574,0.44657838,0.18288149
2089,-1.1333643,0.068672016,0.10040176,0.686627
2090,-0.22704978,0.3497073,0.6793041,0.14205568
2091,0.4703973,-0.532339,0.69035554,-0.9546369
2092,-0.92434037,-0.699708,0.063976526,0.2057652
2093,0.86174685,-0.5427457,0.61465573,-0.3193738
2094,0.17051472,-0.1062165,0.5351267,1.1624935
2095,1.282223,0.017885307,0.9813019,1.103884
2096,1.0962733,-0.7552713,0.978964,-1.5677587
2097,-1.0259291,-1.5993314,0.94432294,-0.8756064
2098,1.3581144,-1.1012748,0.69664466,0.21047042
2099,-0.19636966,0.7035115,0.052385807,0.14316262
2100,-0.3857893,-0.4443968,0.0666846,1.012479
2101,-0.07957205,1.8884956,0.4826585,-1.7354373
2102,-1.291269,0.24806948,0.664961,-0.9972928
2103,-0.7549844,-0.45847034,0.5384747,0.4537566
2104,-0.66253304,0.50555027,0.34295642,0.5470484
2105,-0.309171,1.0491749,0.52828646,-0.087338336
2106,-0.05277423,1.3003395,0.3799734,-0.7776999
2107,2.4889896,-1.0403664,0.31352675,-1.1476917
2108,-0.9479226,2.29318,0.31852376,0.46397886
2109,-1.1753383,0.71377313,0.6179031,-0.7335477
2110,-0.69407994,0.36047372,0.85122836,-1.6658165
2111,0.9473527,0.6569827,0.37718034,1.3723602
2112,-0.21010123,-1.4225957,0.051882982,0.49315906
2113,1.3214649,0.500214,0.4293667,1.3666556
2114,1.0181437,-1.8741409,0.5740799,-0.46517664
2115,-0.4903148,0.6833629,0.020141602,-0.7032074
2116,0.03861785,-1.0343598,0.99609125,0.12858602
2117,-1.9044384,-1.0828334,0.18213522,0.95103884
2118,-0.0041878065,-0.3726765,0.80810463,-0.77369195
2119,-0.017066281,-0.5932511,0.66060543,0.6977804
2120,-0.73206675,0.5730185,0.9200207,-0.01202566
2121,0.6231015,-0.67686695,0.39339077,-1.8017118
2122,-0.6526298,-0.24866408,0.60145867,1.3934627
2123,-0.30142817,0.19782618,0.90852475,0.82333726
2124,0.71429634,-0.49569303,0.80911815,-2.062
2125,-0.34580868,-0.47961766,0.9607719,0.46606967
2126,-0.21935211,-0.6968093,0.5916213,1.2714593
2127,0.9474786,0.5273434,0.33519638,0.68909293
2128,-0.63113,0.770558,0.9257045,-1.4094095
2129,1.0565096,0.5670246,0.46559274,-0.5185221
2130,0.50957966,-0.625173,0.57773495,-1.2975326
2131,1.2422817,0.0095036775,0.27333975,-0.5107642
2132,-0.15097927,0.2555593,0.9521619,0.19640484
2133,0.7347724,-0.30674773,0.4819758,-1.8756899
2134,-1.3748113,0.22167453,0.5885829,-1.6880748
2135,0.7344433,0.809366,0.3920852,-0.04797578
2136,-0.1417712,0.20821021,0.66144526,0.9231856
2137,-0.1933261,-0.13022237,0.22862577,-0.31019798
2138,1.6552225,-0.6249125,0.074266315,0.06400085
2139,0.0024085126,-1.0048696,0.9484874,0.0782755
2140,0.816077,1.1344881,0.75184596,0.14790393
2141,1.0299915,0.06318854,0.36369598,-0.99755013
2142,1.6185126,1.0852197,0.31561172,-1.289552
2143,1.2123313,0.3766135,0.36896765,2.2202165
2144,0.114416845,-0.25259584,0.36873984,1.172319
2145,-0.57988,0.6688002,0.23912072,1.0473518
2146,0.63225955,0.6442249,0.11847353,1.0756886
2147,-0.88255274,0.43111682,0.49979353,-0.21770166
2148,-1.0615714,0.6006617,0.9150981,-0.02241908
2149,-0.37990877,-0.42558154,0.581509,-1.1180876
2150,1.148874,2.4083505,0.4151796,-0.09793786
2151,-0.19060868,-1.9581213,0.57985926,0.2614349
2152,-1.1930327,1.1922153,0.028592944,1.506095
2153,0.8589101,0.9567927,0.94127834,-0.16877359
2154,0.28229257,-0.16621476,0.44956172,0.029313978
